-4.29629665977026*a1 + a2*(5.44474810983085*(0.428735862714187 - chi)**2 + 0.802351665749301*(-0.755928946018455*chi - 1)**2 + 1.09613972857863*(-0.755928946018454*chi - 1)**2 + 6.19872750147382*(0.318285784271078*chi - 1)**2 + 4.34640446564605*(0.318285936731057*chi - 1)**2) + 6*sqrt(323)*a4*(4.12480260359697 - 9.62084808460899*chi)/17 + 72*a5 + a6*(155.175321130179*(0.428735862714187 - chi)**2 + 11.4000014280335*(-0.755928946018455*chi - 1)**2 + 5.67654412999508*(-0.755928946018454*chi - 1)**2),0.456623280488196*a1 + a2*(0.0588235294117647*(4.12480260359697 - 9.62084808460899*chi)*(-1.39099314930176*chi - 1.8401109742235) + 0.0588235294117647*(5.46415382275441 - 0.384735288603923*chi)*(-2.06176745580838*chi - 2.72746197465767) + 0.0588235294117647*(-8.37977863231219*chi - 18.0460091135891)*(-1.39099322773237*chi - 1.84011107797744) + 0.0588235294117647*(-4.21637035093141*chi - 5.57773369195532)*(2.73594258840061*chi - 8.59586388421681) + 0.0588235294117647*(-2.52929426211381*chi - 3.34594180502787)*(2.94332730390108*chi + 11.2212314846305) + 0.0588235294117647*(-2.42062206154213*chi - 3.20218199645848)*(3.73042920299977*chi + 11.947637409242) + 0.0588235294117647*(-0.690933330312979*chi - 0.914018882266894)*(3.26732981031648*chi - 10.2653966082687)) + 6*sqrt(323)*a4*(-1.39099322773237*chi - 1.84011107797744)/17 + a6*(6.17394906513032*(2.14941174667166 - 5.01337054722792*chi)*(-0.724838810963167*chi - 0.95887161720815) + 6.17394906513032*(-4.36665614279172*chi - 9.4036752050795)*(-0.724838851832925*chi - 0.958871671273757) + 6.17394906513032*(-1.0271926600022*chi - 1.35884816345837)*(1.58301023396359*chi + 5.06998826711616))
0.456623498050788*a1 + a2*(0.0588235294117647*(4.12480260359697 - 9.62084808460899*chi)*(-1.39099314930176*chi - 1.8401109742235) + 0.0588235294117647*(5.46415382275441 - 0.384735288603923*chi)*(-2.06176745580838*chi - 2.72746197465767) + 0.0588235294117647*(-8.37977863231219*chi - 18.0460091135891)*(-1.39099322773237*chi - 1.84011107797744) + 0.0588235294117647*(-4.21637035093141*chi - 5.57773369195532)*(2.73594258840061*chi - 8.59586388421681) + 0.0588235294117647*(-2.52929426211381*chi - 3.34594180502787)*(2.94332730390108*chi + 11.2212314846305) + 0.0588235294117647*(-2.42062206154213*chi - 3.20218199645848)*(3.73042920299977*chi + 11.947637409242) + 0.0588235294117647*(-0.690933330312979*chi - 0.914018882266894)*(3.26732981031648*chi - 10.2653966082687)) + 6*sqrt(323)*a4*(-1.39099314930176*chi - 1.8401109742235)/17 + a6*(6.17394906513032*(2.14941174667166 - 5.01337054722792*chi)*(-0.724838810963167*chi - 0.95887161720815) + 6.17394906513032*(-4.36665614279172*chi - 9.4036752050795)*(-0.724838851832925*chi - 0.958871671273757) + 6.17394906513032*(-1.0271926600022*chi - 1.35884816345837)*(1.58301023396359*chi + 5.06998826711616)),-4.70370359031002*a1 + a2*(1.75629276463069*(1 - 0.070410771929913*chi)**2 + 2.05714267550772*(-0.755928946018455*chi - 1)**2 + 2.07838541488069*(-0.755928946018454*chi - 1)**2 + 19.1563791133964*(-0.464356333833503*chi - 1)**2 + 7.40682564892131*(0.262299847207725*chi + 1)**2 + 8.39682586251293*(0.312231537936874*chi + 1)**2) + 6*sqrt(323)*a4*(-8.37977863231219*chi - 18.0460091135891)/17 + 72*a5 + a6*(5.67654348985563*(-0.755928946018454*chi - 1)**2 + 545.956804731799*(-0.464356333833503*chi - 1)**2 + 158.700008801494*(0.312231537936874*chi + 1)**2)
