aF*(0.013182787101694*sqrt(858)*(chi + 1.3228756555323) - 0.0536488064278638*sqrt(858)),-0.00333592608165651*sqrt(858)*aF*(chi + 1.3228756555323),0.00909805431775509*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,aF*(0.00323472929640136*sqrt(3315) + 0.00304973266511393*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*((-0.00620912286963044*sqrt(2431) - 0.00990194576406042*sqrt(442))*(chi + 1.3228756555323) + 0.105177606550812*sqrt(442)),aF*(0.00136753802792686*sqrt(442) + 0.0017769793890854*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00250412798797595*sqrt(442) + 0.00490586865609219*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00333592552074761*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0125663343574005*sqrt(858)*(chi + 1.3228756555323) + 0.0432187382505663*sqrt(858)),aF*(-0.00188724842176523*sqrt(858)*(chi + 1.3228756555323) - 0.00871179455686591*sqrt(858)),-0.00340249441297944*sqrt(858)*aF*(chi + 1.3228756555323),0.00858127464495656*sqrt(858)*aF*(chi + 1.3228756555323),0,0,-0.00256584580675953*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*((-0.000932401441035079*sqrt(6630) - 0.000988960746524708*sqrt(3315))*(chi + 1.3228756555323) - 0.00554476465864592*sqrt(6630)),aF*(0.00293683328929855*sqrt(3315) + 0.00276887304533002*sqrt(6630))*(chi + 1.3228756555323),0,0,aF*(0.00255053251823762*sqrt(442) + 0.00263371607280584*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00554832755798615*sqrt(2431) - 0.00944966316781925*sqrt(442) - 2.8841983044836e-6*sqrt(221)) - 0.0836667097923539*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00205736476883836*sqrt(2431) + 0.000125760154570872*sqrt(221) + 0.000858157829024749*sqrt(442)) - 0.0105692667391643*sqrt(442)),aF*(chi + 1.3228756555323)*(1.51114830376561e-5*sqrt(221) + 0.00110477190439606*sqrt(442) + 0.00201867387953828*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00202314522298384*sqrt(442) - 2.42303818452627e-5*sqrt(221) + 0.00424224793491323*sqrt(2431)),aF*(chi + 1.3228756555323)*(-9.23947918254099e-5*sqrt(442) - 8.51371198388347e-5*sqrt(221) + 0.000103921401314289*sqrt(2431)),0,0,aF*(chi + 1.3228756555323)*(-2.6618308945231e-5*sqrt(221) + 0.00101734892962084*sqrt(442) + 0.00109252330249504*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00909805356015286*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00188724857952808*sqrt(858)*(chi + 1.3228756555323) - 0.00871179455686591*sqrt(858)),aF*(-0.00819319220116665*sqrt(858)*(chi + 1.3228756555323) - 0.0432187382505663*sqrt(858)),0.00425461030235508*sqrt(858)*aF*(chi + 1.3228756555323),0.00325706462224575*sqrt(858)*aF*(chi + 1.3228756555323),0,0,-0.00584027606766861*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*((0.00337427789964961*sqrt(3315) + 0.00318130099660666*sqrt(6630))*(chi + 1.3228756555323) + 0.0284227952089655*sqrt(6630)),aF*(-0.00106831523455875*sqrt(6630) - 0.00113311897681518*sqrt(3315))*(chi + 1.3228756555323),0,0,aF*(-0.00115708695183021*sqrt(2431) + 0.00661050429182396*sqrt(442))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.000745481717845405*sqrt(442) + 0.00010957523489615*sqrt(2431) + 0.000512170733463706*sqrt(221)) - 0.00336396769474382*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.022332261449202*sqrt(221) - 0.000367480907611907*sqrt(2431) + 0.00771016917394739*sqrt(442)) - 0.053889815703871*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00268346990534218*sqrt(221) + 0.000152347476045152*sqrt(442) + 0.00128152753133351*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000527595671991644*sqrt(442) + 0.000483817435216805*sqrt(2431) + 0.00430278751031158*sqrt(221)),aF*(chi + 1.3228756555323)*(0.0019488199026306*sqrt(2431) + 0.00604351867154761*sqrt(442) + 0.0151184962022404*sqrt(221)),0,0,aF*(chi + 1.3228756555323)*(-0.00184362507521203*sqrt(2431) - 0.000392523880354625*sqrt(442) + 0.00472683129826728*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00340249425726585*sqrt(858)*aF*(chi + 1.3228756555323),0.00425460869206806*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0101188363579086*sqrt(858)*(chi + 1.3228756555323) + 0.0326745398709908*sqrt(858)),aF*(-0.00372587667322171*sqrt(858)*(chi + 1.3228756555323) - 0.0151396485247213*sqrt(858)),-0.00265734621577909*sqrt(858)*aF*(chi + 1.3228756555323),0.00866831647285221*sqrt(858)*aF*(chi + 1.3228756555323),0.00327226650737197*sqrt(858)*aF*(chi + 1.3228756555323),-0.00213817922675628*sqrt(858)*aF*(chi + 1.3228756555323),-0.00311553385363*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(0.00181942130191629*sqrt(3315) + 0.00171536717803195*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00171691271965419*sqrt(6630) - 0.00182106099177065*sqrt(3315))*(chi + 1.3228756555323) - 0.00960755835417658*sqrt(6630)),aF*(0.00261597093534626*sqrt(3315) + 0.00246636106818039*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.000882854658282701*sqrt(6630) - 0.000936408931373095*sqrt(3315))*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.00023725746597629*sqrt(221) + 0.00297069466859734*sqrt(442) + 0.00297681523292093*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000972967544613873*sqrt(2431) + 0.00186249442367838*sqrt(442) + 0.0103451747918609*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.00880041933816554*sqrt(442) - 0.00332511086621865*sqrt(2431) + 0.0012110481887446*sqrt(221)) - 0.0617456120162721*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00250385364614011*sqrt(2431) - 0.00162114200893769*sqrt(221) + 0.000998797217274015*sqrt(442)) - 0.0186239811188178*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00701792481998798*sqrt(221) + 0.00195479282994419*sqrt(442) + 0.00146604538365505*sqrt(2431)) + 3.81605760130419e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000711179142251943*sqrt(442) - 5.93448901253742e-5*sqrt(221) + 0.00423400655851656*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00043929978554908*sqrt(442) - 0.000281178810444268*sqrt(221) + 0.000472510677501535*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00209336504233084*sqrt(2431) - 0.00218965267370901*sqrt(221) - 0.000451732221366308*sqrt(442)),aF*(chi + 1.3228756555323)*(-5.7651290467368e-5*sqrt(221) + 0.000763447566156226*sqrt(442) + 0.00047840504411771*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00110037540696975*sqrt(2431) - 4.43405553105066e-5*sqrt(221) + 0.000695998794992475*sqrt(442)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00858127518729768*sqrt(858)*aF*(chi + 1.3228756555323),0.00325706401016677*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00372587802592709*sqrt(858)*(chi + 1.3228756555323) - 0.0151396485247213*sqrt(858)),aF*(-0.00710573855355727*sqrt(858)*(chi + 1.3228756555323) - 0.0326745398709908*sqrt(858)),0.00513203851239944*sqrt(858)*aF*(chi + 1.3228756555323),0.00396953532305084*sqrt(858)*aF*(chi + 1.3228756555323),0.000744522621097372*sqrt(858)*aF*(chi + 1.3228756555323),-0.00382371135066548*sqrt(858)*aF*(chi + 1.3228756555323),0.00191471127133691*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(-0.00135835566346451*sqrt(6630) - 0.0014407539226405*sqrt(3315))*(chi + 1.3228756555323),aF*((0.0031252179598172*sqrt(3315) + 0.00294648389739854*sqrt(6630))*(chi + 1.3228756555323) + 0.0215236415542742*sqrt(6630)),aF*(-0.00110469338438908*sqrt(6630) - 0.00117170447509899*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.000536391790374208*sqrt(6630) - 0.000568929729503827*sqrt(3315))*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.00114163968908279*sqrt(2431) - 0.000188158949803475*sqrt(221) + 0.00677043923660774*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00185924735709679*sqrt(442) + 0.000719249121890563*sqrt(2431) + 0.00820432443025612*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.000819068615138817*sqrt(2431) - 0.000347734056791352*sqrt(442) + 0.00257944053918851*sqrt(221)) - 0.00618137330445218*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0200871722979732*sqrt(221) + 6.44094125548119e-5*sqrt(2431) + 0.00746293574668322*sqrt(442)) - 0.0395131264290513*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00483557021375734*sqrt(221) - 0.00185840707789142*sqrt(442) - 0.000638077649067514*sqrt(2431)) - 0.0235941361405919*sqrt(442)),aF*(chi + 1.3228756555323)*(0.000324855056067727*sqrt(442) + 0.00295170668875782*sqrt(221) + 0.00141055295351281*sqrt(2431)),aF*(chi + 1.3228756555323)*(0.00170504843712515*sqrt(2431) + 0.00523963855693641*sqrt(442) + 0.0139853216304203*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00173652173947029*sqrt(221) - 0.000651922531990769*sqrt(442) + 0.00131387213454691*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00095316426530565*sqrt(2431) - 0.000299462412186825*sqrt(442) + 0.00286747012806905*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000431998782178954*sqrt(442) + 8.76060795869753e-5*sqrt(2431) + 0.00220541841794223*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00265734598412943*sqrt(858)*aF*(chi + 1.3228756555323),0.00513203720545654*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0158716035464204*sqrt(858)*(chi + 1.3228756555323) + 0.0214005196503878*sqrt(858)),aF*(-0.0074693137518151*sqrt(858)*(chi + 1.3228756555323) - 0.0218964049834251*sqrt(858)),0,0.00333470702070301*sqrt(858)*aF*(chi + 1.3228756555323),-0.000870112527296816*sqrt(858)*aF*(chi + 1.3228756555323),-0.00492922885192762*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(0.0019673986109067*sqrt(3315) + 0.00185488152706121*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00521054303647788*sqrt(6630) - 0.00552661529199435*sqrt(3315))*(chi + 1.3228756555323) - 0.0135413236442866*sqrt(6630)),aF*(0.000217693378401274*sqrt(3315) + 0.000205243414564668*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00121343807638558*sqrt(221) + 0.0039480680639576*sqrt(442) + 0.00332354626881241*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00143284260701674*sqrt(2431) + 0.00178278164271372*sqrt(442) + 0.0140916272408918*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000547169655779771*sqrt(221) - 7.54557072159238e-5*sqrt(442) + 0.00040436373948071*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00460500506668288*sqrt(2431) - 0.00494956482891685*sqrt(442) - 0.0022475616187546*sqrt(221)) - 0.0469868316481551*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0106490500028982*sqrt(221) + 0.002820945491412*sqrt(442) + 0.00488608581337598*sqrt(2431)) + 0.00207521441017257*sqrt(442)),0,aF*(chi + 1.3228756555323)*(-0.00265832368562645*sqrt(2431) - 0.00218342013023168*sqrt(221) - 0.000442454500003391*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00167930431852883*sqrt(221) - 0.000458556801600875*sqrt(442) + 0.00192913287950584*sqrt(2431)),aF*(-0.000490653743835759*sqrt(2431) + 0.000765853386541601*sqrt(442))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00866831746843442*sqrt(858)*aF*(chi + 1.3228756555323),0.00396953568601306*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00746931356502541*sqrt(858)*(chi + 1.3228756555323) - 0.0218964049834251*sqrt(858)),aF*(-0.00128935984984165*sqrt(858)*(chi + 1.3228756555323) - 0.0214005196503878*sqrt(858)),0,0.00121843622864215*sqrt(858)*aF*(chi + 1.3228756555323),-0.00292660419839605*sqrt(858)*aF*(chi + 1.3228756555323),0.000589292631631687*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(-0.00152472678537413*sqrt(6630) - 0.00161721660051481*sqrt(3315))*(chi + 1.3228756555323),aF*((0.00378802485857356*sqrt(3315) + 0.00357138389517743*sqrt(6630))*(chi + 1.3228756555323) + 0.0146617679850716*sqrt(6630)),aF*(0.00119750651523635*sqrt(3315) + 0.00112901976625664*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00117075232470134*sqrt(2431) - 0.00101864461257049*sqrt(221) + 0.008429685741682*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00301110793464905*sqrt(442) + 0.000881197131862735*sqrt(2431) + 0.0118294954234853*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000459332398470908*sqrt(221) + 0.000104506262286623*sqrt(442) + 0.00292509927110987*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00188676009012683*sqrt(221) + 0.000262347121270071*sqrt(2431) + 0.00866708412419892*sqrt(442)) - 0.0244941720267724*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00893955581710223*sqrt(221) - 0.00132534683557176*sqrt(2431) - 0.00300917475225657*sqrt(442)) - 0.0379666258442859*sqrt(442)),0,aF*(chi + 1.3228756555323)*(-0.00183291524794028*sqrt(221) - 0.000649495459021233*sqrt(442) + 0.00163429699051268*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00132558825212165*sqrt(2431) - 0.00140972525110724*sqrt(221) - 0.000524038375867503*sqrt(442)),aF*(-0.00115094729384105*sqrt(442) - 0.000411888746366925*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00256584536970027*sqrt(858)*aF*(chi + 1.3228756555323),-0.0058402755449649*sqrt(858)*aF*(chi + 1.3228756555323),0.0032722662558208*sqrt(858)*aF*(chi + 1.3228756555323),0.00074452316919115*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(0.00752397100812381*sqrt(858)*(chi + 1.3228756555323) - 0.0328815223471468*sqrt(858)),-0.0032558356032973*sqrt(858)*aF*(chi + 1.3228756555323),0.010541039973276*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(-0.0025056443830633*sqrt(6630) - 0.00265763730096693*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.000133932174626064*sqrt(6630) - 0.000142056585531497*sqrt(3315))*(chi + 1.3228756555323),0,aF*(0.00332639514265533*sqrt(3315) + 0.00313615563563165*sqrt(6630))*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(0.000329905842759843*sqrt(221) + 0.0020675720595665*sqrt(442) + 0.00210456963879064*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0143849366095305*sqrt(221) - 0.00299050328003533*sqrt(442) + 0.00114933409095185*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00196028581398203*sqrt(2431) - 0.00172851032439034*sqrt(221) - 0.000335163952292919*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00212227450266308*sqrt(2431) + 0.000734826131560982*sqrt(442) + 0.00277156550942687*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00180305118870284*sqrt(2431) - 0.00292080536343131*sqrt(442) + 0.00973831557522028*sqrt(221)),0,0,aF*((chi + 1.3228756555323)*(-0.00840082939013408*sqrt(442) - 0.00200464101150904*sqrt(2431) + 0.00304470591767808*sqrt(221)) + 0.0615181324641036*sqrt(442)),aF*(0.000715003366306507*sqrt(442) + 0.00198409942084538*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00202370542691905*sqrt(442) + 0.0042694981197456*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00213817941184974*sqrt(858)*aF*(chi + 1.3228756555323),-0.00382371074515886*sqrt(858)*aF*(chi + 1.3228756555323),0.00333470734697826*sqrt(858)*aF*(chi + 1.3228756555323),0.00121843631003894*sqrt(858)*aF*(chi + 1.3228756555323),-0.00325583637315436*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0104046521378149*sqrt(858)*(chi + 1.3228756555323) + 0.0223110953874468*sqrt(858)),aF*(-0.00132823936685655*sqrt(858)*(chi + 1.3228756555323) - 0.00895823120006965*sqrt(858)),0.00755921333549495*sqrt(858)*aF*(chi + 1.3228756555323),-0.00261410240057328*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00181234933827252*sqrt(6630) - 0.00192228657440015*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.00016987093272274*sqrt(6630) - 0.000180175689800603*sqrt(3315))*(chi + 1.3228756555323),aF*((-0.00151707144135267*sqrt(6630) - 0.00160909645660403*sqrt(3315))*(chi + 1.3228756555323) - 0.00550600326192217*sqrt(6630)),0,0,0,aF*(chi + 1.3228756555323)*(0.000934841696057626*sqrt(221) + 0.00193057624916877*sqrt(442) + 0.00189565765161963*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0108562941665111*sqrt(221) - 0.00250818679597524*sqrt(442) + 0.00071603095144806*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00026501163193818*sqrt(2431) + 9.47863230035957e-5*sqrt(442) + 0.000421543562044851*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00314459526986365*sqrt(2431) + 4.63935410535588e-5*sqrt(442) + 0.00173153814484632*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.0017381223187536*sqrt(2431) - 0.00203722557572618*sqrt(442) + 0.00820410712326168*sqrt(221)),aF*(0.00346762208301569*sqrt(442) + 0.00325374408259375*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0082738268228396*sqrt(442) - 0.00218645531560738*sqrt(2431) + 0.00164519649127307*sqrt(221)) - 0.0382945236709128*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00417022058673412*sqrt(2431) + 0.00161447208013254*sqrt(221) + 0.0014210973471578*sqrt(442)) - 0.010793789601853*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000789319041769461*sqrt(442) - 0.000335029317149078*sqrt(221) + 0.0025666541938885*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.0031155332182805*sqrt(858)*aF*(chi + 1.3228756555323),0.00191471082305391*sqrt(858)*aF*(chi + 1.3228756555323),-0.000870112535777864*sqrt(858)*aF*(chi + 1.3228756555323),-0.00292660396510245*sqrt(858)*aF*(chi + 1.3228756555323),0.0105410389482042*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00132823754688002*sqrt(858)*(chi + 1.3228756555323) - 0.00895823120006965*sqrt(858)),aF*(-0.000266741900379217*sqrt(858)*(chi + 1.3228756555323) - 0.0223110953874468*sqrt(858)),0.00539819872441264*sqrt(858)*aF*(chi + 1.3228756555323),-0.00559393460967032*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00089830204326701*sqrt(6630) - 0.000952792710545216*sqrt(3315))*(chi + 1.3228756555323),aF*(0.000937964449449088*sqrt(3315) + 0.000884321148854914*sqrt(6630))*(chi + 1.3228756555323),aF*((0.000743839766292995*sqrt(3315) + 0.000701297799795394*sqrt(6630))*(chi + 1.3228756555323) + 0.0145183105366682*sqrt(6630)),0,0,0,aF*(chi + 1.3228756555323)*(-0.00251848973322715*sqrt(442) - 0.000436860956852021*sqrt(221) + 0.0004666281506458*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000783093753981595*sqrt(442) + 0.000578124522443929*sqrt(2431) + 0.0050732558009016*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00594101536901887*sqrt(2431) - 0.000196991559797062*sqrt(221) + 3.4335760408288e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000854233719236444*sqrt(2431) - 0.000809165245809391*sqrt(221) - 0.000256010196184002*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00383386203578541*sqrt(221) - 0.000967878593192509*sqrt(442) + 0.00102214492818824*sqrt(2431)),aF*(-0.00152050778662067*sqrt(2431) + 0.00906686104810929*sqrt(442))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(0.000375482452039177*sqrt(442) + 0.000795074678448424*sqrt(221) + 0.000646879677046581*sqrt(2431)) - 0.00443268562671572*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0143375467405783*sqrt(221) + 0.00253966989720838*sqrt(2431) + 0.00829895352996751*sqrt(442)) - 0.0242655175073423*sqrt(442)),aF*(chi + 1.3228756555323)*(0.00216196630322747*sqrt(2431) + 0.00512741636188012*sqrt(442) + 0.0143455182213341*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
