0,0,0,0,0,0,0,0,aF*(-0.1891188470876*sqrt(15)*(chi + 1.3228756555323) + 0.813087394510031*sqrt(15)),0.0487130215386888*sqrt(15)*aF*(chi + 1.3228756555323),0.126255106426897*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0590228426576645*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.174505690175699*sqrt(15)*(chi + 1.3228756555323) - 0.654332*sqrt(15)),aF*(-0.0340428758328751*sqrt(15)*(chi + 1.3228756555323) - 0.1276482*sqrt(15)),0.0527954544740516*sqrt(15)*aF*(chi + 1.3228756555323),0.117872213322087*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0.0350226232429244*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0654518994360112*sqrt(15)*aF*(chi + 1.3228756555323),0.0736710833775078*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.122450659532745*sqrt(15)*(chi + 1.3228756555323) - 0.495503965969087*sqrt(15)),aF*(-0.0546585857803866*sqrt(15)*(chi + 1.3228756555323) - 0.2211792501845*sqrt(15)),0.0606825816037816*sqrt(15)*aF*(chi + 1.3228756555323),0.120880311238757*sqrt(15)*aF*(chi + 1.3228756555323),-0.0513329496584728*sqrt(15)*aF*(chi + 1.3228756555323),0.0253672818604132*sqrt(15)*aF*(chi + 1.3228756555323),-0.0382584907010701*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0750703990484091*sqrt(15)*aF*(chi + 1.3228756555323),0.094800847945481*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.0484788450553719*sqrt(15)*(chi + 1.3228756555323) - 0.337534137007059*sqrt(15)),aF*(-0.0447741111621469*sqrt(15)*(chi + 1.3228756555323) - 0.311739954683614*sqrt(15)),0,-0.057822371038261*sqrt(15)*aF*(chi + 1.3228756555323),0.00627938763716235*sqrt(15)*aF*(chi + 1.3228756555323),-0.0267261217464511*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0469943330765664*sqrt(15)*aF*(chi + 1.3228756555323),-0.105244394275319*sqrt(15)*aF*(chi + 1.3228756555323),-0.048721887354497*sqrt(15)*aF*(chi + 1.3228756555323),-0.00559637316037894*sqrt(15)*aF*(chi + 1.3228756555323),0,0,aF*(-0.0879972859249391*sqrt(15)*(chi + 1.3228756555323) + 0.494413232473044*sqrt(15)),0.0532041037905489*sqrt(15)*aF*(chi + 1.3228756555323),0.139113881366313*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0424029065868109*sqrt(15)*aF*(chi + 1.3228756555323),-0.0785866981996606*sqrt(15)*aF*(chi + 1.3228756555323),-0.0460809809287177*sqrt(15)*aF*(chi + 1.3228756555323),-0.00954709782322112*sqrt(15)*aF*(chi + 1.3228756555323),0.071632370587924*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.0945385343488421*sqrt(15)*(chi + 1.3228756555323) - 0.334231556319239*sqrt(15)),aF*(-0.0358533324528755*sqrt(15)*(chi + 1.3228756555323) - 0.126755807536318*sqrt(15)),0.143719813907217*sqrt(15)*aF*(chi + 1.3228756555323),0.0326635916603162*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569156630857306*sqrt(15)*aF*(chi + 1.3228756555323),-0.0855345766939329*sqrt(15)*aF*(chi + 1.3228756555323),0,0.0863985554561374*sqrt(15)*aF*(chi + 1.3228756555323),0.0883937088226784*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.154209827903184*sqrt(15)*(chi + 1.3228756555323) - 0.278886675511359*sqrt(15)),-0.109313296939347*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693510575688524*sqrt(15)*aF*(chi + 1.3228756555323),-0.13991767876409*sqrt(15)*aF*(chi + 1.3228756555323),-0.0653271828706077*sqrt(15)*aF*(chi + 1.3228756555323),aF*(0.0653271997393874*sqrt(15)*(chi + 1.3228756555323) + 0.166666666666667*sqrt(15)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(-0.189118851847532*sqrt(15)*(chi + 1.3228756555323) + 0.813087402691642*sqrt(15)),0.059022862401873*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.0153399704456075*sqrt(858)*(chi + 1.3228756555323) + 0.0624277020251507*sqrt(858)),0.00388180489501848*sqrt(858)*aF*(chi + 1.3228756555323),-0.0105868268424787*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,aF*(-0.00299428298029368*sqrt(1430) - 0.00317591603646679*sqrt(715))*(chi + 1.3228756555323),0,0,0,aF*((-0.0298037897742261*sqrt(130) - 0.00864169812136182*sqrt(715))*(chi + 1.3228756555323) + 0.0917913657170722*sqrt(715)),aF*(0.00119348773346344*sqrt(715) + 0.00852950106760991*sqrt(130))*(chi + 1.3228756555323),aF*(-0.00218542078950629*sqrt(715) + 0.0235481695492425*sqrt(130))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0487130300389665*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.174505714814148*sqrt(15)*(chi + 1.3228756555323) - 0.654332075197449*sqrt(15)),0.0654518638507476*sqrt(15)*aF*(chi + 1.3228756555323),0,0.0469943537652626*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0.00388180424232449*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0146226436158842*sqrt(858)*(chi + 1.3228756555323) - 0.0502908954188408*sqrt(858)),aF*(0.00219607089078136*sqrt(858)*(chi + 1.3228756555323) + 0.0101373609388985*sqrt(858)),0.00395926622601243*sqrt(858)*aF*(chi + 1.3228756555323),-0.00998548322322217*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0.00298571148422927*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*((0.000970979642042441*sqrt(715) + 0.000915448687561714*sqrt(1430))*(chi + 1.3228756555323) + 0.00544395075576145*sqrt(1430)),aF*(-0.00271852989905129*sqrt(1430) - 0.00288343632040222*sqrt(715))*(chi + 1.3228756555323),0,0,aF*(0.00222591928864374*sqrt(715) + 0.012641837149468*sqrt(130))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0266319722783335*sqrt(130) - 0.00824697876464225*sqrt(715) - 1.2585592601383e-6*sqrt(1430)) - 0.0730182194551452*sqrt(715)),aF*((chi + 1.3228756555323)*(-0.00987535089042413*sqrt(130) + 5.48771583581989e-5*sqrt(1430) + 0.000748937741694326*sqrt(715)) - 0.00922408733599793*sqrt(715)),aF*(chi + 1.3228756555323)*(6.59410168915903e-6*sqrt(1430) + 0.00096416457110929*sqrt(715) + 0.00968963462178376*sqrt(130)),aF*(chi + 1.3228756555323)*(-0.0017656540127859*sqrt(715) - 1.05732575324783e-5*sqrt(1430) + 0.0203627900875835*sqrt(130)),aF*(chi + 1.3228756555323)*(-8.06354546839941e-5*sqrt(715) - 3.71507432024006e-5*sqrt(1430) + 0.000498822726308588*sqrt(130)),0,0,aF*(chi + 1.3228756555323)*(-1.16152620851917e-5*sqrt(1430) + 0.000887868156760004*sqrt(715) + 0.00524411185197619*sqrt(130)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
