aF*(0.0191688646259369*sqrt(858)*(chi + 1.3228756555323) - 0.320262990931768*sqrt(39)),-0.00357064608337955*sqrt(858)*aF*(chi + 1.3228756555323),0.0126296040414457*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0.0976199072474181*sqrt(13)*aF*(chi + 1.3228756555323),0,0,0,0,aF*((-0.0508911340650154*sqrt(22) - 0.0147082126691171*sqrt(143))*(chi + 1.3228756555323) + 1.78244533899312),aF*(0.00470523554095909*sqrt(22) + 0.00498760219153766*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00794660553786467*sqrt(22) + 0.0123317529105899*sqrt(143))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00357064584728743*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0194987427275837*sqrt(858)*(chi + 1.3228756555323) + 0.256966615384615*sqrt(39)),aF*(-0.00363729791637985*sqrt(858)*(chi + 1.3228756555323) - 0.0604926666666667*sqrt(39)),-0.00272329862567433*sqrt(858)*aF*(chi + 1.3228756555323),0.0111095300648647*sqrt(858)*aF*(chi + 1.3228756555323),0.000123571770360433*sqrt(858)*aF*(chi + 1.3228756555323),0,0,-0.00282850695959011*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*((-0.0429935547516158*sqrt(13) - 0.000196802160071243*sqrt(3003))*(chi + 1.3228756555323) - 0.0245797342657343*sqrt(286)),aF*(1.23851807451793e-5*sqrt(3003) + 0.0799831202569801*sqrt(13))*(chi + 1.3228756555323),aF*(-0.000104463556977671*sqrt(3003) + 0.00367073960230123*sqrt(13))*(chi + 1.3228756555323),0,0,aF*(0.0145644561418804*sqrt(22) + 0.00858625140968496*sqrt(143))*(chi + 1.3228756555323),aF*((-0.0478831215572476*sqrt(22) - 0.0127197752904317*sqrt(143))*(chi + 1.3228756555323) - 1.38365584615385),aF*((-0.00775622680174119*sqrt(143) + 0.00400690323469429*sqrt(22))*(chi + 1.3228756555323) - 0.161085461538462),aF*(0.00248695250193122*sqrt(22) + 0.00595941826117052*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00507787899775499*sqrt(22) + 0.00931712214969511*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00101809818509362*sqrt(22) + 0.000747081473490039*sqrt(143))*(chi + 1.3228756555323),0,0,aF*(0.00317304823603972*sqrt(22) + 0.0024317830799749*sqrt(143))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0126296036441075*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00363729819499814*sqrt(858)*(chi + 1.3228756555323) - 0.0604926666666667*sqrt(39)),aF*(0.00615177083677795*sqrt(858)*(chi + 1.3228756555323) + 0.104620564102564*sqrt(39)),0.00531052027250392*sqrt(858)*aF*(chi + 1.3228756555323),-0.00115732759087267*sqrt(858)*aF*(chi + 1.3228756555323),0.00827640849394412*sqrt(858)*aF*(chi + 1.3228756555323),0,0,-0.00773964411236036*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*((-0.0133211213305226*sqrt(13) + 0.00858125389806155*sqrt(3003))*(chi + 1.3228756555323) + 0.0983122027972028*sqrt(286)),aF*(-0.00883663595465111*sqrt(13) - 0.000540036656657088*sqrt(3003))*(chi + 1.3228756555323),aF*(0.0459537926919805*sqrt(13) + 0.00455497188239957*sqrt(3003))*(chi + 1.3228756555323),0,0,aF*(-0.00588546789531708*sqrt(143) + 0.0402094235818883*sqrt(22))*(chi + 1.3228756555323),aF*((-0.00118439767154212*sqrt(22) + 0.000716763311657919*sqrt(143))*(chi + 1.3228756555323) - 0.103975615384615),aF*((-0.0376855113819046*sqrt(22) - 0.00135789417558534*sqrt(143))*(chi + 1.3228756555323) - 1.18854623076923),aF*(-0.00359276382450028*sqrt(22) + 0.00397859181503927*sqrt(143))*(chi + 1.3228756555323),aF*(0.00664090455853048*sqrt(22) + 0.0032625092168711*sqrt(143))*(chi + 1.3228756555323),aF*(0.0182154418359125*sqrt(22) + 0.00848072442941939*sqrt(143))*(chi + 1.3228756555323),0,0,aF*(-0.00546251950966865*sqrt(143) + 0.00816322978783786*sqrt(22))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00272329886642994*sqrt(858)*aF*(chi + 1.3228756555323),0.0053105201325896*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0194965176084925*sqrt(858)*(chi + 1.3228756555323) + 0.190152110312294*sqrt(39)),aF*(-0.00897474474599366*sqrt(858)*(chi + 1.3228756555323) - 0.105160221017795*sqrt(39)),aF*(0.000570343277213322*sqrt(858)*(chi + 1.3228756555323) + 0.00033396626561383*sqrt(39)),0.00653121344926453*sqrt(858)*aF*(chi + 1.3228756555323),0.00123941205955593*sqrt(858)*aF*(chi + 1.3228756555323),0.00407646889141458*sqrt(858)*aF*(chi + 1.3228756555323),-0.00245500414119458*sqrt(858)*aF*(chi + 1.3228756555323),-0.00386946774746803*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.00103113318729412*sqrt(3003) + 0.0420944445073391*sqrt(13))*(chi + 1.3228756555323),aF*((-0.0836853207100784*sqrt(13) - 0.000825910992536673*sqrt(3003))*(chi + 1.3228756555323) - 0.0427815260081033*sqrt(286)),aF*((0.000494700800333156*sqrt(13) + 0.000609367428141163*sqrt(3003))*(chi + 1.3228756555323) + 0.000202124894471362*sqrt(286)),aF*(-0.000274907272082152*sqrt(3003) + 0.0355553776060105*sqrt(13))*(chi + 1.3228756555323),aF*(-0.0212062476446034*sqrt(13) + 3.56605815718906e-5*sqrt(3003))*(chi + 1.3228756555323),0,aF*(0.0176564181272804*sqrt(22) + 0.00928958726792105*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00459677818830589*sqrt(143) + 0.0363241279497796*sqrt(22))*(chi + 1.3228756555323),aF*((-0.0391202775831305*sqrt(22) - 0.00662974383910155*sqrt(143))*(chi + 1.3228756555323) - 0.958929660271965),aF*((-0.00912272764676623*sqrt(143) - 0.000896187973824186*sqrt(22))*(chi + 1.3228756555323) - 0.300979489666378),aF*((-0.0126274506134812*sqrt(22) + 0.0066255804991139*sqrt(143))*(chi + 1.3228756555323) + 0.00237514253581939),aF*(-0.00295832451397723*sqrt(22) + 0.00866152168333703*sqrt(143))*(chi + 1.3228756555323),aF*(-0.0010357611514716*sqrt(143) - 0.000133238650402692*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00706518916622727*sqrt(143) - 0.00790538548770235*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00085859907227763*sqrt(143) + 0.00230569800282602*sqrt(22))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.011109530002466*sqrt(858)*aF*(chi + 1.3228756555323),-0.00115732928533361*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00897474451034659*sqrt(858)*(chi + 1.3228756555323) - 0.105160221017795*sqrt(39)),aF*(0.00840248478990619*sqrt(858)*(chi + 1.3228756555323) + 0.083855210211235*sqrt(39)),aF*(-0.00083788852720861*sqrt(858)*(chi + 1.3228756555323) - 0.0369201146685604*sqrt(39)),0.00362491931388964*sqrt(858)*aF*(chi + 1.3228756555323),0.00749572209058412*sqrt(858)*aF*(chi + 1.3228756555323),0.00109518396490173*sqrt(858)*aF*(chi + 1.3228756555323),-0.00449923422474391*sqrt(858)*aF*(chi + 1.3228756555323),-0.000762790760513121*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00165336154699148*sqrt(3003) - 0.00997443299063048*sqrt(13))*(chi + 1.3228756555323),aF*((0.0008489426523159*sqrt(13) + 0.00894173920578609*sqrt(3003))*(chi + 1.3228756555323) + 0.073770549154695*sqrt(286)),aF*((-0.0251637147201796*sqrt(13) - 0.00159804387302216*sqrt(3003))*(chi + 1.3228756555323) - 0.028169998154763*sqrt(286)),aF*(0.027996297084449*sqrt(13) + 0.00319248705694789*sqrt(3003))*(chi + 1.3228756555323),aF*(-0.000414124894729863*sqrt(3003) - 0.00149350130853819*sqrt(13))*(chi + 1.3228756555323),0,aF*(-0.00553322744534416*sqrt(143) + 0.0402339710911538*sqrt(22))*(chi + 1.3228756555323),aF*(0.00554096071176755*sqrt(143) + 0.0161855550018377*sqrt(22))*(chi + 1.3228756555323),aF*((-0.00281392217359626*sqrt(143) + 0.00568475247927608*sqrt(22))*(chi + 1.3228756555323) - 0.209123552186402),aF*((-0.0320017230357224*sqrt(22) + 0.00120881921127657*sqrt(143))*(chi + 1.3228756555323) - 0.797442319909141),aF*((-0.00682884595355339*sqrt(143) - 0.0142183869399479*sqrt(22))*(chi + 1.3228756555323) - 0.290580892123832),aF*(0.010781361593955*sqrt(22) + 0.00781143802614745*sqrt(143))*(chi + 1.3228756555323),aF*(0.000578262360940625*sqrt(22) + 0.000716826491789699*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00680203845093945*sqrt(22) + 0.00681289773322545*sqrt(143))*(chi + 1.3228756555323),aF*(-0.0011027817070752*sqrt(143) + 0.00441945911912926*sqrt(22))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000123572533072531*sqrt(858)*aF*(chi + 1.3228756555323),0.00827640752308015*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.000570346028038519*sqrt(858)*(chi + 1.3228756555323) + 0.00033396626561383*sqrt(39)),aF*(-0.000837887786634381*sqrt(858)*(chi + 1.3228756555323) - 0.0369201146685604*sqrt(39)),aF*(-0.00775519725272793*sqrt(858)*(chi + 1.3228756555323) - 0.274007320523529*sqrt(39)),0.00163597645424764*sqrt(858)*aF*(chi + 1.3228756555323),0.00501712533967114*sqrt(858)*aF*(chi + 1.3228756555323),-0.000328498872405884*sqrt(858)*aF*(chi + 1.3228756555323),-0.000244363598716426*sqrt(858)*aF*(chi + 1.3228756555323),-0.00219125379080612*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00580933694965338*sqrt(3003) + 0.0455189058681901*sqrt(13))*(chi + 1.3228756555323),aF*((-0.00571924868026599*sqrt(13) + 2.24322453236736e-5*sqrt(3003))*(chi + 1.3228756555323) + 0.00806006527738215*sqrt(286)),aF*((-0.00305565081415019*sqrt(3003) + 0.106746613983046*sqrt(13))*(chi + 1.3228756555323) + 0.0961013457454277*sqrt(286)),aF*(-0.027315731359528*sqrt(13) - 0.000123962199816435*sqrt(3003))*(chi + 1.3228756555323),aF*(1.60802008069977e-5*sqrt(3003) + 0.00560705534212939*sqrt(13))*(chi + 1.3228756555323),0,aF*(-9.10130971147954e-5*sqrt(143) + 0.000446914784715941*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00130047007875905*sqrt(143) + 0.0123232187856847*sqrt(22))*(chi + 1.3228756555323),aF*((-0.000624708627312696*sqrt(22) + 0.00062631123414719*sqrt(143))*(chi + 1.3228756555323) + 0.00173613621657403),aF*((-0.000277315705373688*sqrt(143) + 0.00451449577387824*sqrt(22))*(chi + 1.3228756555323) - 0.036897073876332),aF*((0.00281507189609996*sqrt(22) + 0.0022785255456951*sqrt(143))*(chi + 1.3228756555323) - 0.423667575966215),aF*(0.000709497113865756*sqrt(143) + 0.0187528003357298*sqrt(22))*(chi + 1.3228756555323),aF*(0.0030598854843345*sqrt(143) + 0.0813345014233039*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00118107590980384*sqrt(143) + 0.00244780140523114*sqrt(22))*(chi + 1.3228756555323),aF*(-0.000695968221917783*sqrt(143) + 0.00125022771581328*sqrt(22))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00653121356551113*sqrt(858)*aF*(chi + 1.3228756555323),0.0036249188234585*sqrt(858)*aF*(chi + 1.3228756555323),0.00163597965858433*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00226196313935491*sqrt(858)*(chi + 1.3228756555323) - 0.0601081367369546*sqrt(39)),aF*(0.00214239389101256*sqrt(858)*(chi + 1.3228756555323) - 0.0478158048095585*sqrt(39)),0,0.0042918030229834*sqrt(858)*aF*(chi + 1.3228756555323),-7.05737882716168e-5*sqrt(858)*aF*(chi + 1.3228756555323),-0.00461240563866367*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00140957814934826*sqrt(3003) + 0.0326319541477406*sqrt(13))*(chi + 1.3228756555323),aF*(0.000114906091773337*sqrt(3003) + 0.0142825548011831*sqrt(13))*(chi + 1.3228756555323),aF*((-0.109707405578633*sqrt(13) - 0.00050918963969071*sqrt(3003))*(chi + 1.3228756555323) - 0.0299114388076079*sqrt(286)),aF*(6.60513581333195e-5*sqrt(3003) + 0.0347312663503954*sqrt(13))*(chi + 1.3228756555323),0,0,0,aF*(0.0028968823691767*sqrt(143) + 0.0479147525189636*sqrt(22))*(chi + 1.3228756555323),aF*(0.000523416760143437*sqrt(143) + 0.0445493090338511*sqrt(22))*(chi + 1.3228756555323),aF*(0.00040131027625714*sqrt(143) + 0.0117181129437418*sqrt(22))*(chi + 1.3228756555323),aF*((-0.0430123699807647*sqrt(22) - 0.00715532259993575*sqrt(143))*(chi + 1.3228756555323) - 0.886141663040995),aF*((-0.00459185298663004*sqrt(22) + 0.0105034972628053*sqrt(143))*(chi + 1.3228756555323) + 0.0952343109216241),0,aF*(-0.0119171027020489*sqrt(22) - 0.000284417640065512*sqrt(143))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.0012394115149495*sqrt(858)*aF*(chi + 1.3228756555323),0.00749572298272056*sqrt(858)*aF*(chi + 1.3228756555323),0.00501712367238645*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0021423961945291*sqrt(858)*(chi + 1.3228756555323) - 0.0478158048095585*sqrt(39)),aF*(-0.00772760680432598*sqrt(858)*(chi + 1.3228756555323) - 0.185771159403395*sqrt(39)),0,-0.000841259464694303*sqrt(858)*aF*(chi + 1.3228756555323),0.00259465415434245*sqrt(858)*aF*(chi + 1.3228756555323),0.0020943488933319*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00667864678492105*sqrt(3003) + 0.0485222680792781*sqrt(13))*(chi + 1.3228756555323),aF*(-0.0540295877605963*sqrt(13) + 0.000544430403340648*sqrt(3003))*(chi + 1.3228756555323),aF*((-0.00241256417858622*sqrt(3003) + 0.122544774898343*sqrt(13))*(chi + 1.3228756555323) + 0.0631133517538232*sqrt(286)),aF*(-0.02414170934078*sqrt(13) + 0.000312954404720822*sqrt(3003))*(chi + 1.3228756555323),0,0,0,aF*(-0.00163547540406884*sqrt(143) + 0.00387061076579692*sqrt(22))*(chi + 1.3228756555323),aF*(0.000186125912618682*sqrt(143) + 0.0129164861443401*sqrt(22))*(chi + 1.3228756555323),aF*(-0.000562434276842347*sqrt(143) + 0.0210520470145714*sqrt(22))*(chi + 1.3228756555323),aF*((0.00285702097734971*sqrt(143) + 0.059186178992577*sqrt(22))*(chi + 1.3228756555323) - 0.180383787651642),aF*((-0.0501856961698487*sqrt(22) - 0.00302986541692234*sqrt(143))*(chi + 1.3228756555323) - 0.563301481050381),0,aF*(0.000600123341823668*sqrt(143) + 0.00221029324242917*sqrt(22))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00282850528074603*sqrt(858)*aF*(chi + 1.3228756555323),-0.00773964315635106*sqrt(858)*aF*(chi + 1.3228756555323),0.00407646961720946*sqrt(858)*aF*(chi + 1.3228756555323),0.00109518430012706*sqrt(858)*aF*(chi + 1.3228756555323),-0.000328498248341758*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(0.0152492997349625*sqrt(858)*(chi + 1.3228756555323) - 0.196290192094241*sqrt(39)),-0.00126254978799415*sqrt(858)*aF*(chi + 1.3228756555323),0.0122058170724131*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.064412611744219*sqrt(13) - 0.00181630271021814*sqrt(3003))*(chi + 1.3228756555323),aF*(-0.015888080707311*sqrt(13) + 0.000114303813260319*sqrt(3003))*(chi + 1.3228756555323),aF*(-0.000964102434591594*sqrt(3003) + 0.00889640717112942*sqrt(13))*(chi + 1.3228756555323),0,0.0729931945392276*sqrt(13)*aF*(chi + 1.3228756555323),0,aF*(0.0133810620870442*sqrt(22) + 0.00688302718185963*sqrt(143))*(chi + 1.3228756555323),aF*(-0.0537105693661333*sqrt(22) + 0.00574106210152406*sqrt(143))*(chi + 1.3228756555323),aF*(-0.00693588444661352*sqrt(143) - 0.00442357673045764*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00829963609138999*sqrt(143) + 0.00839822470945413*sqrt(22))*(chi + 1.3228756555323),aF*(-0.00773524934823809*sqrt(143) + 0.0170864896067763*sqrt(22))*(chi + 1.3228756555323),0,0,aF*((-0.0333099449177503*sqrt(22) - 0.00111532584737467*sqrt(143))*(chi + 1.3228756555323) + 0.952757080016037),aF*(-0.00206109159602159*sqrt(22) + 0.00816199321139206*sqrt(143))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00245500379418116*sqrt(858)*aF*(chi + 1.3228756555323),-0.0044992351044219*sqrt(858)*aF*(chi + 1.3228756555323),-0.000244363418986447*sqrt(858)*aF*(chi + 1.3228756555323),0.00429180319818909*sqrt(858)*aF*(chi + 1.3228756555323),-0.00084125903504721*sqrt(858)*aF*(chi + 1.3228756555323),-0.00126254988711968*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0265217045444263*sqrt(858)*(chi + 1.3228756555323) + 0.127978442326442*sqrt(39)),aF*(-0.00843132857517495*sqrt(858)*(chi + 1.3228756555323) - 0.0626720354067208*sqrt(39)),0.00530553319308285*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.0435300038839665*sqrt(13) - 0.00136935116074335*sqrt(3003))*(chi + 1.3228756555323),aF*(-0.00691392027242748*sqrt(13) + 0.000111626865256852*sqrt(3003))*(chi + 1.3228756555323),aF*(-0.0101089516510035*sqrt(13) - 0.000494658224144117*sqrt(3003))*(chi + 1.3228756555323),aF*((-0.10554013614647*sqrt(13) - 0.0010427545658056*sqrt(3003))*(chi + 1.3228756555323) - 0.0243084068772594*sqrt(286)),0,0,0,aF*(0.0060658596447196*sqrt(143) + 0.0157109582182927*sqrt(22))*(chi + 1.3228756555323),aF*(-0.042249196272878*sqrt(22) + 0.00348037622808069*sqrt(143))*(chi + 1.3228756555323),aF*(-0.000822460469088113*sqrt(143) - 0.000715534676505378*sqrt(22))*(chi + 1.3228756555323),aF*(-0.0146031616253757*sqrt(143) + 0.0123064848880965*sqrt(22))*(chi + 1.3228756555323),aF*(0.00081189924648911*sqrt(22) + 0.00107805686466216*sqrt(143))*(chi + 1.3228756555323),aF*(0.00900581688725686*sqrt(143) + 0.0254209195040807*sqrt(22))*(chi + 1.3228756555323),aF*((-0.0152008239994377*sqrt(143) - 0.0172047058103115*sqrt(22))*(chi + 1.3228756555323) - 0.469884564146607),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
