aF*(0.0241425223950699*sqrt(858)*(chi + 1.3228756555323) - 0.782272732618137*sqrt(6)),-0.00178162407425545*sqrt(858)*aF*(chi + 1.3228756555323),0.0111444267845036*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(0.0265387442927438*sqrt(11) + 0.0211414933258138*sqrt(39))*(chi + 1.3228756555323),0,aF*((-0.000428187251975821*sqrt(255255) - 0.00700900888094743*sqrt(95))*(chi + 1.3228756555323) + 0.0294117658635036*sqrt(1785)),aF*(1.37440661780934e-5*sqrt(255255) + 0.004191712487701*sqrt(95))*(chi + 1.3228756555323),aF*(-3.1622627513975e-5*sqrt(255255) + 0.00696884038975101*sqrt(95))*(chi + 1.3228756555323),0,0,0,0,0
-0.00178162370263151*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0279740513212283*sqrt(858)*(chi + 1.3228756555323) + 0.594745345261089*sqrt(6)),aF*(-0.00689479282981723*sqrt(858)*(chi + 1.3228756555323) - 0.175991521760613*sqrt(6)),0.00576831190496042*sqrt(858)*aF*(chi + 1.3228756555323),0.00125554183066242*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.00159237816565368*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0221985126117275*sqrt(39) - 0.0216075402087505*sqrt(11) - 0.0364934603196429 + 5.85531866776302e-5*sqrt(51)) - 0.107546066281924*sqrt(13)),aF*(chi + 1.3228756555323)*(-0.00531057930602361 - 0.000120710502934076*sqrt(51) + 0.00931393356817602*sqrt(11) + 0.00802430337240417*sqrt(39)),aF*(0.00807634576724259*sqrt(95) + 0.000176514110740869*sqrt(255255))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.000352807759338688*sqrt(255255) - 0.00653406287956593*sqrt(95) - 2.0384311449224e-5*sqrt(595)) - 0.0194135596647003*sqrt(1785)),aF*((chi + 1.3228756555323)*(-0.00930740632468465*sqrt(95) + 0.000110633304825823*sqrt(595) + 8.34571590249483e-6*sqrt(255255)) - 0.00359256681382857*sqrt(1785)),aF*(chi + 1.3228756555323)*(-7.48324256022519e-6*sqrt(255255) - 7.30680011493712e-5*sqrt(595) + 0.0049229805786858*sqrt(95)),0,0,0,0
0.0111444263584667*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00689479318281883*sqrt(858)*(chi + 1.3228756555323) - 0.175991521760613*sqrt(6)),aF*(0.017816896149895*sqrt(858)*(chi + 1.3228756555323) + 0.448284914169196*sqrt(6)),0.00329086055106671*sqrt(858)*aF*(chi + 1.3228756555323),0.00879723422063405*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.00504536341703024*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0464036723220429*sqrt(11) - 0.000698526400442899*sqrt(51) + 0.0225075356046317*sqrt(39) + 0.435358087327885) + 0.274708520172093*sqrt(13)),aF*(chi + 1.3228756555323)*(0.0014400492593925*sqrt(51) + 0.00795134836965026*sqrt(39) + 0.0190347736434743*sqrt(11) + 0.063353916812022),aF*(-0.00675150403389806*sqrt(95) + 0.000396955304535246*sqrt(255255))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-2.36026812198207e-5*sqrt(255255) + 0.000243180269257204*sqrt(595) + 0.00234917188160766*sqrt(95)) - 0.00367183253882816*sqrt(1785)),aF*((chi + 1.3228756555323)*(-0.000211690389295435*sqrt(255255) - 0.00131983054337517*sqrt(595) + 0.00544707867935452*sqrt(95)) - 0.0173598928273359*sqrt(1785)),aF*(chi + 1.3228756555323)*(-1.52934216239638e-5*sqrt(255255) + 0.000871684885596967*sqrt(595) + 0.00487822204389378*sqrt(95)),0,0,0,0
0,0.00576831118910075*sqrt(858)*aF*(chi + 1.3228756555323),0.00329086003853897*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0139788511038912*sqrt(858)*(chi + 1.3228756555323) + 0.0492043931594371*sqrt(6)),aF*(-0.00403032551606797*sqrt(858)*(chi + 1.3228756555323) - 0.117337541112431*sqrt(6)),0.0070755234282928*sqrt(858)*aF*(chi + 1.3228756555323),0.00394859847109633*sqrt(858)*aF*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.0858977271354907 - 0.00197989468290621*sqrt(39) + 0.00146500291323493*sqrt(51) + 0.0293910986183986*sqrt(11)),aF*((chi + 1.3228756555323)*(-0.0542077046828335*sqrt(11) - 0.00734698053319058*sqrt(39) - 0.00302018128287518*sqrt(51) + 0.0395764309192949) - 0.0629568418128785*sqrt(13)),0,aF*(chi + 1.3228756555323)*(-0.000510016232281519*sqrt(595) + 0.00156019778315435*sqrt(95) + 0.000476258839243797*sqrt(255255)),aF*(chi + 1.3228756555323)*(0.00116952653515445*sqrt(95) + 0.00276804941058076*sqrt(595) + 0.00017199942379339*sqrt(255255)),aF*((chi + 1.3228756555323)*(-0.000185794873111983*sqrt(255255) - 0.00182816411235527*sqrt(595) - 0.00450743706939924*sqrt(95)) - 0.0143538268948624*sqrt(1785)),0,0,0,0
0,0.00125554137348476*sqrt(858)*aF*(chi + 1.3228756555323),0.00879723314758391*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00403032563129374*sqrt(858)*(chi + 1.3228756555323) - 0.117337541112431*sqrt(6)),aF*(0.00216826110802614*sqrt(858)*(chi + 1.3228756555323) - 0.0492043931594371*sqrt(6)),0.0101417435700155*sqrt(858)*aF*(chi + 1.3228756555323),-0.00250079869825633*sqrt(858)*aF*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.381071720174929 - 0.0019171703110314*sqrt(51) + 0.00259098110704394*sqrt(39) + 0.0359326055560205*sqrt(11)),aF*((chi + 1.3228756555323)*(-0.0192786630311315*sqrt(11) + 0.00395234837907281*sqrt(51) + 0.00961459612961555*sqrt(39) + 0.546642716768714) + 0.312931794601422*sqrt(13)),0,aF*(chi + 1.3228756555323)*(-0.00204174646980264*sqrt(95) - 7.00038554839229e-6*sqrt(255255) + 0.000667430740130837*sqrt(595)),aF*(chi + 1.3228756555323)*(-0.00362239699422522*sqrt(595) - 0.00153049613342252*sqrt(95) + 0.000405484478634775*sqrt(255255)),aF*((chi + 1.3228756555323)*(0.000112667080980796*sqrt(255255) + 0.00589863914926033*sqrt(95) + 0.00239241978854587*sqrt(595)) - 0.00288775845030381*sqrt(1785)),0,0,0,0
0,0,0,0.0070755228520268*sqrt(858)*aF*(chi + 1.3228756555323),0.0101417461923864*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0030525019805443*sqrt(858)*(chi + 1.3228756555323) - 0.434595976343323*sqrt(6)),0,0,aF*(-0.579998617533201 + 0.08743806491683*sqrt(11))*(chi + 1.3228756555323),0,0,0,0.000632266057512556*sqrt(255255)*aF*(chi + 1.3228756555323),0,0,0,0
0,-0.00159237715694566*sqrt(858)*aF*(chi + 1.3228756555323),-0.00504536384992075*sqrt(858)*aF*(chi + 1.3228756555323),0.00394859940557809*sqrt(858)*aF*(chi + 1.3228756555323),-0.00250079843243073*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.032356531511016*sqrt(858)*(chi + 1.3228756555323) - 0.434595976343323*sqrt(6)),aF*(chi + 1.3228756555323)*(-0.0993255334533447 - 0.0194660533276457*sqrt(11) - 0.00775360068025967*sqrt(39) - 0.00191239883730467*sqrt(51)),aF*(chi + 1.3228756555323)*(-0.0287720118407427*sqrt(39) - 0.0144539903285951 + 0.00394251173266684*sqrt(51) + 0.0169963627958772*sqrt(11)),0,aF*(chi + 1.3228756555323)*(0.000665769631452791*sqrt(595) + 0.00610999701006736*sqrt(95) + 0.000138107483304244*sqrt(255255)),aF*(chi + 1.3228756555323)*(-0.000264160800713499*sqrt(255255) - 0.00361338153431209*sqrt(595) + 0.00458006267547761*sqrt(95)),aF*(chi + 1.3228756555323)*(-0.0176518819052645*sqrt(95) - 1.36556695571809e-5*sqrt(255255) + 0.00238646550889806*sqrt(595)),0,0,0,0
aF*(0.0265387456935343*sqrt(11) + 0.0211415002890645*sqrt(39))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0221985143089948*sqrt(39) - 0.0216075336686576*sqrt(11) - 0.0364935283495051 + 5.85535735319888e-5*sqrt(51)) - 0.107546041871739*sqrt(13)),aF*((chi + 1.3228756555323)*(-0.0464036801905573*sqrt(11) - 0.00069852703145236*sqrt(51) + 0.0225075320360825*sqrt(39) + 0.435358126304106) + 0.274708529044336*sqrt(13)),aF*(chi + 1.3228756555323)*(-0.085897732342449 - 0.00197989588277612*sqrt(39) + 0.00146500363465896*sqrt(51) + 0.029391096729401*sqrt(11)),aF*(chi + 1.3228756555323)*(-0.381071765685705 - 0.00191717088153559*sqrt(51) + 0.00259098116729024*sqrt(39) + 0.0359326070576387*sqrt(11)),0,aF*(chi + 1.3228756555323)*(-0.0993255349037787 - 0.0194660548919145*sqrt(11) - 0.00775360033546692*sqrt(39) - 0.00191239953704968*sqrt(51)),aF*(0.000558831611691887*sqrt(858)*(chi + 1.3228756555323) + 0.00161899879544009*sqrt(374)),0.000196416957615757*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00202054377788941*sqrt(13090) - 0.000561852706609857*sqrt(2090))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(8.52001158412468e-5*sqrt(10010) + 0.000264290781191382*sqrt(2090) + 0.000795705751572195*sqrt(13090)) + 0.00174676048773673*sqrt(39270)),aF*((chi + 1.3228756555323)*(-0.000462412989054822*sqrt(10010) + 0.000504868921454663*sqrt(2090) + 0.00265546011526176*sqrt(13090)) + 0.00329668372170999*sqrt(39270)),aF*(chi + 1.3228756555323)*(0.00020720951668776*sqrt(2090) + 0.000190494696642102*sqrt(13090) + 0.000305401640753079*sqrt(10010)),aF*((-0.00191973660796399*sqrt(8151) + 0.00188773812697581*sqrt(627))*(chi + 1.3228756555323) - 0.014686726482996*sqrt(3553)),0,0,0
0,aF*(chi + 1.3228756555323)*(-0.00531058697102917 - 0.000120711269566867*sqrt(51) + 0.00931392918476147*sqrt(11) + 0.00802429847253944*sqrt(39)),aF*(chi + 1.3228756555323)*(0.0014400501917671*sqrt(51) + 0.00795134780061145*sqrt(39) + 0.0190347745351586*sqrt(11) + 0.063353895823384),aF*((chi + 1.3228756555323)*(-0.0542077041395814*sqrt(11) - 0.00734698483777355*sqrt(39) - 0.00302018199731477*sqrt(51) + 0.0395764782616154) - 0.0629568111558179*sqrt(13)),aF*((chi + 1.3228756555323)*(-0.0192786598139766*sqrt(11) + 0.00395234854385721*sqrt(51) + 0.009614596159646*sqrt(39) + 0.546642719027051) + 0.312931784466979*sqrt(13)),aF*(-0.579998567352485 + 0.0874380751156295*sqrt(11))*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.0287720099821395*sqrt(39) - 0.0144539844571555 + 0.00394251216640502*sqrt(51) + 0.0169963613569033*sqrt(11)),0.000196416884916992*sqrt(858)*aF*(chi + 1.3228756555323),0.000249183983445671*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.000638125103549088*sqrt(13090) - 0.000175644517150135*sqrt(10010) - 0.000266150001682065*sqrt(2090)),aF*(chi + 1.3228756555323)*(-0.00244884672879345*sqrt(13090) - 0.00019950642967154*sqrt(2090) + 0.000953288682586095*sqrt(10010)),aF*((chi + 1.3228756555323)*(-0.000629601535130359*sqrt(10010) + 0.000768911734496244*sqrt(2090) + 0.00390866657138881*sqrt(13090)) + 0.00345814066105976*sqrt(39270)),aF*(-0.00389167283733077*sqrt(627) + 0.00395763792375071*sqrt(8151))*(chi + 1.3228756555323),0,0,0
aF*((-0.000428187273715876*sqrt(255255) - 0.00700901101330564*sqrt(95))*(chi + 1.3228756555323) + 0.0294117623539615*sqrt(1785)),aF*(0.00807634570361976*sqrt(95) + 0.000176514073421427*sqrt(255255))*(chi + 1.3228756555323),aF*(-0.00675150271767538*sqrt(95) + 0.000396955362415884*sqrt(255255))*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00202054377382702*sqrt(13090) - 0.000561852692488749*sqrt(2090))*(chi + 1.3228756555323),0,aF*(-0.0154749556027262*sqrt(858)*(chi + 1.3228756555323) + 0.00119713594787786*sqrt(646646)),-0.000120691461804363*sqrt(858)*aF*(chi + 1.3228756555323),-0.00416353494169325*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.000881359403182729*sqrt(715) + 0.00121536868474649*sqrt(1105))*(chi + 1.3228756555323),aF*((-0.00500566986303453*sqrt(4290) - 4.15560709514042e-5*sqrt(1067430))*(chi + 1.3228756555323) + 0.00090022254257265*sqrt(3233230)),aF*(-7.33475832766619e-5*sqrt(4290) + 6.30229088488402e-5*sqrt(1067430))*(chi + 1.3228756555323),0
