0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.68613160343489e-15*v3,-7.08044972149084e-10*v3,5.5191282261624e-8*v3,-1.74496664593983e-8*v3,-4.23693935566753e-8*v3,2.4880887179123e-8*v3,2.35589564912588e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-7.08044972149084e-10*v3,-0.000234214914583985*v3,0.0182568074195812*v3,-0.00225909713710411*v3,-0.0162589824811043*v3,0.00373387037342313*v3,0.0124956716412118*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.5191282261624e-8*v3,0.0182568074195812*v3,-1.42309902745392*v3,0.176090814537761*v3,1.26737286325537*v3,-0.291046880890406*v3,-0.974029132266294*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1.74496664593983e-8*v3,-0.00225909713710411*v3,0.176090814537761*v3,-0.951955310145398*v3,0.437203288426977*v3,1.22655794071914*v3,-1.12457724082865*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-4.23693935566753e-8*v3,-0.0162589824811043*v3,1.26737286325537*v3,0.437203288426977*v3,-1.50804499364241*v3,-0.501109933747349*v3,1.66259299113032*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.4880887179123e-8*v3,0.00373387037342313*v3,-0.291046880890406*v3,1.22655794071914*v3,-0.501109933747349*v3,-1.58333335915262*v3,1.39443336231578*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.35589564912588e-8*v3,0.0124956716412118*v3,-0.974029132266294*v3,-1.12457724082865*v3,1.66259299113032*v3,1.39443336231578*v3,-2.33333337055918*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
