aF*(0.00088069239707056*sqrt(442) + 0.00150539909431107*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00751329755084598*sqrt(442) - 0.00312922740944255*sqrt(2431) - 1.09514838616071e-5*sqrt(221)) - 0.0540887436289589*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.000351804862114173*sqrt(442) + 4.91082455454973e-5*sqrt(2431) + 0.000853663156529465*sqrt(221)) - 0.00379366180222191*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000542125069234785*sqrt(221) + 0.00323269999112772*sqrt(442) + 0.00264992524248172*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00104589399092628*sqrt(2431) - 0.000481493385609171*sqrt(221) + 0.00719850573781658*sqrt(442)),aF*(chi + 1.3228756555323)*(0.000733269377893408*sqrt(221) + 0.00205796601903534*sqrt(442) + 0.00197271013950486*sqrt(2431)),0,aF*((chi + 1.3228756555323)*(-0.00015440016258727*sqrt(130) - 7.55597379194757e-6*sqrt(30030) + 0.000640591782064361*sqrt(1430)) + 0.00595259311991272*sqrt(715)),aF*(chi + 1.3228756555323)*(-0.00372796389610241*sqrt(1430) + 1.25301687196452e-5*sqrt(30030) + 0.000845443963892719*sqrt(130)),0.00189634397501595*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0160083930419223*sqrt(858)*(chi + 1.3228756555323) - 0.148064588571375*sqrt(39)),aF*(0.00425178632261071*sqrt(858)*(chi + 1.3228756555323) + 0.0527772930148527*sqrt(39)),-0.00481729583025276*sqrt(858)*aF*(chi + 1.3228756555323),-0.000669295286961759*sqrt(858)*aF*(chi + 1.3228756555323),0.00147184481199174*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.000527152005754935*sqrt(2717) - 4.31266119387955e-5*sqrt(5187))*(chi + 1.3228756555323) - 0.00243878331008228*sqrt(494)),aF*(-1.69156472196612e-5*sqrt(5187) + 0.000212684180434194*sqrt(2717))*(chi + 1.3228756555323),aF*(0.00226852955001805*sqrt(2090) + 0.00109666626002758*sqrt(13585))*(chi + 1.3228756555323),aF*((-0.00507382229742588*sqrt(2090) - 0.000879802393609816*sqrt(13585))*(chi + 1.3228756555323) - 0.116582330400598*sqrt(95)),aF*((-0.00132346540111076*sqrt(13585) + 0.000446454037223303*sqrt(2090))*(chi + 1.3228756555323) - 0.0250526686175598*sqrt(95)),aF*(-0.00027585118924323*sqrt(2090) + 0.000769472884806551*sqrt(13585))*(chi + 1.3228756555323),0,0,0,0
aF*(-0.0018745919394699*sqrt(442) + 0.0037761469855463*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00240093215746573*sqrt(2431) + 0.000195308946900265*sqrt(221) + 0.000920286482164299*sqrt(442)) - 0.0105810485862017*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0152242430538411*sqrt(221) + 0.00044517609804472*sqrt(2431) + 0.00650662492257735*sqrt(442)) - 0.0346634593202784*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000941969610180561*sqrt(2431) + 0.00128216427647518*sqrt(442) + 0.00966826757894165*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00215137092045325*sqrt(442) + 0.000718800719119383*sqrt(2431) + 0.0085869611160592*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.0130771383860266*sqrt(221) - 0.00282936872079206*sqrt(442) + 0.000926788727192514*sqrt(2431)),0,aF*((chi + 1.3228756555323)*(-0.000595661265497737*sqrt(130) + 0.000134753279755813*sqrt(30030) + 0.00372317429423812*sqrt(1430)) + 0.0260871410963921*sqrt(715)),aF*(chi + 1.3228756555323)*(-0.000223463100502719*sqrt(30030) - 0.000500209589801585*sqrt(1430) - 0.000266771274166173*sqrt(130)),-0.00890437940082719*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00425178621116976*sqrt(858)*(chi + 1.3228756555323) + 0.0527772930148527*sqrt(39)),aF*(-0.00546932187255499*sqrt(858)*(chi + 1.3228756555323) - 0.0630084175958605*sqrt(39)),-0.0020614232586553*sqrt(858)*aF*(chi + 1.3228756555323),-0.00633782825325911*sqrt(858)*aF*(chi + 1.3228756555323),0.00409188529593793*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.000126471015446429*sqrt(2717) + 0.000769120720770203*sqrt(5187))*(chi + 1.3228756555323) + 0.00654463357422967*sqrt(494)),aF*(0.000255484713372272*sqrt(2717) + 0.000301673936277307*sqrt(5187))*(chi + 1.3228756555323),aF*(-0.00078708570722119*sqrt(13585) + 0.00569038539633483*sqrt(2090))*(chi + 1.3228756555323),aF*((0.000191752134698922*sqrt(2090) + 0.000188557433970122*sqrt(13585))*(chi + 1.3228756555323) - 0.019799176286824*sqrt(95)),aF*((-0.00323159807547945*sqrt(2090) + 0.000655735010798693*sqrt(13585))*(chi + 1.3228756555323) - 0.0979592438544036*sqrt(95)),aF*(0.00126140669398225*sqrt(2090) + 0.000763520034539846*sqrt(13585))*(chi + 1.3228756555323),0,0,0,0
0,aF*(chi + 1.3228756555323)*(-0.000625404219018346*sqrt(442) - 3.10811861458039e-5*sqrt(221) + 0.00318985674057902*sqrt(2431)),aF*(chi + 1.3228756555323)*(0.000319812007600362*sqrt(442) + 0.00242276423991489*sqrt(221) + 0.000918362324080617*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00363517679456523*sqrt(2431) - 0.00395912130218233*sqrt(442) - 0.00153859425846977*sqrt(221)) - 0.0353494126372937*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00136651669629505*sqrt(221) + 0.000699003734328493*sqrt(2431) + 0.00732375396877584*sqrt(442)) - 0.0191344622186439*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00340545128206641*sqrt(2431) + 2.02871545637457e-5*sqrt(442) + 0.00208107707752931*sqrt(221)),aF*(-0.00266631326710225*sqrt(442) + 0.0018423418756295*sqrt(2431))*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.000236723975689072*sqrt(30030) - 0.000463235471602607*sqrt(130) + 0.000287050608546033*sqrt(1430)),aF*((chi + 1.3228756555323)*(-0.000824907093541143*sqrt(130) + 0.000392562419754597*sqrt(30030) + 0.00672902780571985*sqrt(1430)) + 0.0182096439282965*sqrt(715)),0,-0.00481729640817898*sqrt(858)*aF*(chi + 1.3228756555323),-0.00206142368708888*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00450435240280181*sqrt(858)*(chi + 1.3228756555323) + 0.0268359473991055*sqrt(39)),aF*(-0.00172458801708063*sqrt(858)*(chi + 1.3228756555323) + 0.0290314975855164*sqrt(39)),-0.00360222476654188*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.000122396770195381*sqrt(5187) + 0.000196320376719673*sqrt(2717))*(chi + 1.3228756555323),aF*((-0.000636218675393475*sqrt(2717) - 4.80079582506808e-5*sqrt(5187))*(chi + 1.3228756555323) - 0.00172342724842018*sqrt(494)),0,aF*(0.000231613206167094*sqrt(13585) + 0.00648352759653078*sqrt(2090))*(chi + 1.3228756555323),aF*(0.000153818136494706*sqrt(13585) + 0.00456984743430935*sqrt(2090))*(chi + 1.3228756555323),aF*((-0.00440617813675331*sqrt(2090) - 0.000688107096313716*sqrt(13585))*(chi + 1.3228756555323) - 0.0854856523138039*sqrt(95)),0,0,0,0
0,aF*(chi + 1.3228756555323)*(-0.000269363977388032*sqrt(442) - 0.000159383960441428*sqrt(221) + 0.00026758296882289*sqrt(2431)),aF*(chi + 1.3228756555323)*(0.00154266691831797*sqrt(2431) + 0.00479957206851768*sqrt(442) + 0.0124239067956431*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.00788989343189731*sqrt(221) + 0.00206962130265983*sqrt(442) + 0.00338590860723909*sqrt(2431)) + 0.00187006076958614*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00700748169787099*sqrt(221) - 0.00237204618810761*sqrt(442) - 0.000630127179918524*sqrt(2431)) - 0.0239214274894093*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00239616128531998*sqrt(2431) - 0.00253112954743577*sqrt(442) + 0.010671739007788*sqrt(221)),aF*(-0.00550866243001975*sqrt(2431) + 0.000357308294197166*sqrt(442))*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.000724126251666475*sqrt(130) + 0.000160683636244953*sqrt(30030) + 0.004502226034089*sqrt(1430)),aF*((chi + 1.3228756555323)*(-0.00173509359814134*sqrt(1430) - 0.000266463744855896*sqrt(30030) - 6.63454335172246e-5*sqrt(130)) - 0.00898825489694516*sqrt(715)),0,-0.000669294211985917*sqrt(858)*aF*(chi + 1.3228756555323),-0.00633782915528184*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00172458794792686*sqrt(858)*(chi + 1.3228756555323) + 0.0290314975855164*sqrt(39)),aF*(0.00241439020993055*sqrt(858)*(chi + 1.3228756555323) + 0.134572822953064*sqrt(39)),0.00116216526208857*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.000627649211566941*sqrt(5187) + 0.000412304940208548*sqrt(2717))*(chi + 1.3228756555323),aF*((-0.000246184250588302*sqrt(5187) + 0.000645840497303244*sqrt(2717))*(chi + 1.3228756555323) + 0.00515310265912822*sqrt(494)),0,aF*(-0.000157214513498503*sqrt(13585) + 0.000308874672635626*sqrt(2090))*(chi + 1.3228756555323),aF*(-0.000104408742042177*sqrt(13585) + 0.00217538308459252*sqrt(2090))*(chi + 1.3228756555323),aF*((0.000467073636137065*sqrt(13585) + 0.00894613165834907*sqrt(2090))*(chi + 1.3228756555323) - 0.0112583937379557*sqrt(95)),0,0,0,0
0,aF*(chi + 1.3228756555323)*(-3.27668829910714e-5*sqrt(221) + 0.000574268107136327*sqrt(442) + 0.000622050973130463*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00100396915519512*sqrt(2431) - 0.000219380204459082*sqrt(442) + 0.00255416353776964*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00259889570565871*sqrt(2431) - 0.00162204034947424*sqrt(221) - 0.000311025958459322*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00144063011246727*sqrt(221) - 0.000501832219280135*sqrt(442) + 0.00165971245215542*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00667820466452029*sqrt(442) + 0.00219394487632866*sqrt(221) + 0.00103949892418489*sqrt(2431)) + 0.0295523537551439*sqrt(442)),0.013844852433281*sqrt(442)*aF*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.000193810664691342*sqrt(1430) + 0.000462813702309231*sqrt(130) + 0.000248682265688825*sqrt(30030)),aF*(chi + 1.3228756555323)*(-0.000412393006178155*sqrt(30030) - 0.00076748963135718*sqrt(130) + 0.000321398516483337*sqrt(1430)),0,0.00147184406596915*sqrt(858)*aF*(chi + 1.3228756555323),0.00409188593905617*sqrt(858)*aF*(chi + 1.3228756555323),-0.00360222546527338*sqrt(858)*aF*(chi + 1.3228756555323),0.00116216542468334*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0192162324398924*sqrt(858)*(chi + 1.3228756555323) + 0.097554764845931*sqrt(39)),aF*(-0.00041600388805011*sqrt(2717) - 0.000129034993344955*sqrt(5187))*(chi + 1.3228756555323),aF*(-0.00016317005619298*sqrt(2717) - 5.06116833270429e-5*sqrt(5187))*(chi + 1.3228756555323),0,aF*(0.000851596686134034*sqrt(13585) + 0.00247243901001839*sqrt(2090))*(chi + 1.3228756555323),aF*(-0.00713847561419417*sqrt(2090) + 0.000565559354209289*sqrt(13585))*(chi + 1.3228756555323),aF*(-0.00253003588449667*sqrt(13585) + 0.00239584463122861*sqrt(2090))*(chi + 1.3228756555323),0,0,0,0
0,0,0,0,0,0,0,aF*((-0.000970362937286365*sqrt(3705) - 0.000497282238709112*sqrt(6270))*(chi + 1.3228756555323) - 0.00742779305681941*sqrt(17290)),aF*(0.000824649545363494*sqrt(6270) + 0.00160916452763628*sqrt(3705))*(chi + 1.3228756555323),0.000650688369870263*sqrt(2717)*aF*(chi + 1.3228756555323),aF*((-0.000527151975237943*sqrt(2717) - 4.31266076394494e-5*sqrt(5187))*(chi + 1.3228756555323) - 0.00243878440721416*sqrt(494)),aF*((-0.000126470939498*sqrt(2717) + 0.000769120666042374*sqrt(5187))*(chi + 1.3228756555323) + 0.00654463282545944*sqrt(494)),aF*(-0.00012239683746863*sqrt(5187) + 0.000196320395133653*sqrt(2717))*(chi + 1.3228756555323),aF*(-0.000627649069860723*sqrt(5187) + 0.00041230501280237*sqrt(2717))*(chi + 1.3228756555323),aF*(-0.000416003931948057*sqrt(2717) - 0.000129034943579108*sqrt(5187))*(chi + 1.3228756555323),aF*(-0.00920566599363138*sqrt(858)*(chi + 1.3228756555323) - 0.160996753301165*sqrt(14)),-0.00683892083558386*sqrt(858)*aF*(chi + 1.3228756555323),aF*(3.93633524075054e-5*sqrt(4290) + 0.00421500541465181*sqrt(165))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00133687058809423*sqrt(165) - 1.81954384099694e-5*sqrt(10010) - 1.50115799943729e-5*sqrt(4290)) - 0.0136090890996624*sqrt(30)),aF*((chi + 1.3228756555323)*(-0.00565746120896861*sqrt(165) - 3.65010943444909e-5*sqrt(4290) + 0.000117618208476714*sqrt(10010)) - 0.0304073624812377*sqrt(30)),aF*(chi + 1.3228756555323)*(-0.000977316780570641*sqrt(165) - 8.98377454981044e-5*sqrt(10010) - 2.1602432669862e-5*sqrt(4290)),aF*((-0.00398785762831665*sqrt(1001) + 0.00673446574322353*sqrt(39))*(chi + 1.3228756555323) - 0.481820383803803*sqrt(3)),0,0,0
0,0,0,0,0,0,0,aF*(0.00126782611206369*sqrt(6270) + 0.00247394947129165*sqrt(3705))*(chi + 1.3228756555323),aF*((-0.00410258169589744*sqrt(3705) - 0.00210245238122182*sqrt(6270))*(chi + 1.3228756555323) - 0.00483136043336845*sqrt(17290)),0,aF*(-1.69156462392399e-5*sqrt(5187) + 0.00021268408639765*sqrt(2717))*(chi + 1.3228756555323),aF*(0.000255484732930967*sqrt(2717) + 0.000301673927400692*sqrt(5187))*(chi + 1.3228756555323),aF*((-0.000636218737989194*sqrt(2717) - 4.80079866408782e-5*sqrt(5187))*(chi + 1.3228756555323) - 0.00172342722319139*sqrt(494)),aF*((-0.000246184205280272*sqrt(5187) + 0.000645840492657494*sqrt(2717))*(chi + 1.3228756555323) + 0.00515310263786552*sqrt(494)),aF*(-0.000163170116576754*sqrt(2717) - 5.06116659193912e-5*sqrt(5187))*(chi + 1.3228756555323),-0.0068389220482771*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00554778544067184*sqrt(858)*(chi + 1.3228756555323) + 0.123115146170853*sqrt(14)),0,aF*(chi + 1.3228756555323)*(1.62208879161962e-5*sqrt(4290) + 4.6389454802346e-5*sqrt(10010) + 0.0010471269153349*sqrt(165)),aF*(chi + 1.3228756555323)*(-0.000299868815640843*sqrt(10010) + 1.07725582355557e-5*sqrt(4290) + 0.0056124735067986*sqrt(165)),aF*((chi + 1.3228756555323)*(-0.00856606674414454*sqrt(165) - 4.81911557132521e-5*sqrt(4290) + 0.000229042243469417*sqrt(10010)) - 0.0251575507309363*sqrt(30)),aF*(-0.017169586814624*sqrt(39) + 0.0101670834765722*sqrt(1001))*(chi + 1.3228756555323),0,0,0
0,0,0,0,0,0,0,0,0,aF*((-0.00588299407502788*sqrt(2090) - 0.00107683356757022*sqrt(13585))*(chi + 1.3228756555323) + 0.180689927272727*sqrt(95)),aF*(0.00226852987517706*sqrt(2090) + 0.0010966665436729*sqrt(13585))*(chi + 1.3228756555323),aF*(-0.000787085945988065*sqrt(13585) + 0.00569038495358257*sqrt(2090))*(chi + 1.3228756555323),0,0,0,aF*(3.93633622408249e-5*sqrt(4290) + 0.00421500517038569*sqrt(165))*(chi + 1.3228756555323),0,aF*(-0.0178043048496224*sqrt(858)*(chi + 1.3228756555323) + 0.501162113636364*sqrt(6)),0.000194073027307375*sqrt(858)*aF*(chi + 1.3228756555323),-0.00664710758759869*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.00552619978611204*sqrt(55) - 0.00195658818966175*sqrt(195))*(chi + 1.3228756555323),aF*((-0.00528712012251149*sqrt(2431) - 0.00230301928506567*sqrt(399))*(chi + 1.3228756555323) + 0.332094044117647*sqrt(17)),aF*(-0.000122526317606327*sqrt(2431) + 0.00354919011169873*sqrt(399))*(chi + 1.3228756555323),0
0,0,0,0,0,0,0,0,0,aF*(0.000268998519946579*sqrt(2090) + 0.000609574798431881*sqrt(13585))*(chi + 1.3228756555323),aF*((-0.00507382214712235*sqrt(2090) - 0.000879802304746995*sqrt(13585))*(chi + 1.3228756555323) - 0.116582314875223*sqrt(95)),aF*((0.000191751957541971*sqrt(2090) + 0.00018855726436035*sqrt(13585))*(chi + 1.3228756555323) - 0.0197991739469331*sqrt(95)),aF*(0.000231613303184218*sqrt(13585) + 0.00648352748931698*sqrt(2090))*(chi + 1.3228756555323),aF*(-0.000157214525013745*sqrt(13585) + 0.000308874891624782*sqrt(2090))*(chi + 1.3228756555323),aF*(0.000851596821360458*sqrt(13585) + 0.00247243927135972*sqrt(2090))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00133687056039868*sqrt(165) - 1.81954433569424e-5*sqrt(10010) - 1.501157958077e-5*sqrt(4290)) - 0.0136090903197763*sqrt(30)),aF*(chi + 1.3228756555323)*(1.62208901586888e-5*sqrt(4290) + 4.6389451877912e-5*sqrt(10010) + 0.00104712665175253*sqrt(165)),0.000194073654949048*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0229846458199528*sqrt(858)*(chi + 1.3228756555323) - 0.351653624322472*sqrt(6)),aF*(0.00726190144690277*sqrt(858)*(chi + 1.3228756555323) + 0.133838532122933*sqrt(6)),-0.00333706523146232*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(0.000614735774560774*sqrt(2145) + 0.00280176316362778*sqrt(195) + 0.0107925867259921*sqrt(55)) + 0.0136586666147079*sqrt(165)),aF*(0.00449776271718737*sqrt(399) + 0.00299293714462975*sqrt(2431))*(chi + 1.3228756555323),aF*((-0.00693151597302121*sqrt(399) - 0.00279516246814662*sqrt(2431))*(chi + 1.3228756555323) - 0.166815168305756*sqrt(17)),0
0,0,0,0,0,0,0,0,0,aF*(-0.000662957950689482*sqrt(2090) + 0.00113063503288685*sqrt(13585))*(chi + 1.3228756555323),aF*((-0.00132346532566318*sqrt(13585) + 0.000446455167023908*sqrt(2090))*(chi + 1.3228756555323) - 0.0250526810333401*sqrt(95)),aF*((-0.00323159756075043*sqrt(2090) + 0.000655734978005806*sqrt(13585))*(chi + 1.3228756555323) - 0.0979592369841514*sqrt(95)),aF*(0.000153818165404985*sqrt(13585) + 0.00456984722320115*sqrt(2090))*(chi + 1.3228756555323),aF*(-0.000104408725579102*sqrt(13585) + 0.00217538299393162*sqrt(2090))*(chi + 1.3228756555323),aF*(-0.00713847476983618*sqrt(2090) + 0.000565559313413859*sqrt(13585))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00565746030591899*sqrt(165) - 3.65010957864474e-5*sqrt(4290) + 0.000117618236505511*sqrt(10010)) - 0.030407356477082*sqrt(30)),aF*(chi + 1.3228756555323)*(-0.000299868786668255*sqrt(10010) + 1.07725572371842e-5*sqrt(4290) + 0.00561247364926752*sqrt(165)),-0.00664710633579329*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00726190114333794*sqrt(858)*(chi + 1.3228756555323) + 0.133838532122933*sqrt(6)),aF*(-0.0163407875112554*sqrt(858)*(chi + 1.3228756555323) - 0.283359237025715*sqrt(6)),-0.00486768994397339*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00397374970767613*sqrt(2145) - 0.00963191527593542*sqrt(55) + 0.0031794745105738*sqrt(195)) - 0.0275055207624676*sqrt(165)),aF*(-0.00401405803104423*sqrt(399) + 0.00555127868745854*sqrt(2431))*(chi + 1.3228756555323),aF*((-0.00177372781258943*sqrt(2431) + 0.00618607719177687*sqrt(399))*(chi + 1.3228756555323) - 0.135980264617651*sqrt(17)),0
0,0,0,0,0,0,0,0,0,0,aF*(-0.000275851016898925*sqrt(2090) + 0.000769472599378335*sqrt(13585))*(chi + 1.3228756555323),aF*(0.00126140681341994*sqrt(2090) + 0.000763520431605345*sqrt(13585))*(chi + 1.3228756555323),aF*((-0.00440617852133799*sqrt(2090) - 0.000688107289681373*sqrt(13585))*(chi + 1.3228756555323) - 0.0854856542903083*sqrt(95)),aF*((0.000467073605956516*sqrt(13585) + 0.00894613203909726*sqrt(2090))*(chi + 1.3228756555323) - 0.0112584064370466*sqrt(95)),aF*(-0.00253003593745019*sqrt(13585) + 0.00239584459378737*sqrt(2090))*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.00097731652696307*sqrt(165) - 8.98377756212695e-5*sqrt(10010) - 2.16024272969835e-5*sqrt(4290)),aF*((chi + 1.3228756555323)*(-0.00856606704919153*sqrt(165) - 4.81911557318318e-5*sqrt(4290) + 0.000229042243557722*sqrt(10010)) - 0.0251575561421036*sqrt(30)),0,-0.00333706331541228*sqrt(858)*aF*(chi + 1.3228756555323),-0.00486769026222223*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00780532632545346*sqrt(858)*(chi + 1.3228756555323) + 0.108948307012903*sqrt(6)),aF*(-0.0050332815865834*sqrt(195) + 0.00303518268271746*sqrt(2145))*(chi + 1.3228756555323),0,0.00851029981239739*sqrt(2431)*aF*(chi + 1.3228756555323),0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*((-0.00398785868539663*sqrt(1001) + 0.00673446876504244*sqrt(39))*(chi + 1.3228756555323) - 0.481820403710859*sqrt(3)),aF*(-0.0171695838977835*sqrt(39) + 0.0101670827664409*sqrt(1001))*(chi + 1.3228756555323),aF*(-0.0055262005136262*sqrt(55) - 0.00195658767337606*sqrt(195))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(0.000614735770377378*sqrt(2145) + 0.00280176268664879*sqrt(195) + 0.010792586028105*sqrt(55)) + 0.0136586616870214*sqrt(165)),aF*((chi + 1.3228756555323)*(-0.0039737498140591*sqrt(2145) - 0.00963191596046212*sqrt(55) + 0.00317947440518181*sqrt(195)) - 0.0275055162113452*sqrt(165)),aF*(-0.00503328072956812*sqrt(195) + 0.00303518246955156*sqrt(2145))*(chi + 1.3228756555323),aF*(-0.0144406874115668*sqrt(858)*(chi + 1.3228756555323) - 0.0289344161394955*sqrt(374)),aF*(0.000126385654272835*sqrt(17290) + 0.00318157055427387*sqrt(2210))*(chi + 1.3228756555323),aF*((-0.00490312912645389*sqrt(2210) - 0.000194773320968056*sqrt(17290))*(chi + 1.3228756555323) - 0.00591288501241805*sqrt(6630)),0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*((-0.00528711928255822*sqrt(2431) - 0.0023030194604018*sqrt(399))*(chi + 1.3228756555323) + 0.33209405989667*sqrt(17)),aF*(0.00449776217665263*sqrt(399) + 0.00299293758063*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00401405809347717*sqrt(399) + 0.00555127922030075*sqrt(2431))*(chi + 1.3228756555323),0,aF*(0.000126385647256533*sqrt(17290) + 0.00318157088834703*sqrt(2210))*(chi + 1.3228756555323),aF*(-0.0117208981574474*sqrt(858)*(chi + 1.3228756555323) + 0.000747840585858238*sqrt(646646)),-0.0016946208709014*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00457117352928351*sqrt(1495)*(chi + 1.3228756555323) + 0.000247804699875691*sqrt(10140585))
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*(-0.000122526146325985*sqrt(2431) + 0.00354919105818399*sqrt(399))*(chi + 1.3228756555323),aF*((-0.00693151646075479*sqrt(399) - 0.00279516222034472*sqrt(2431))*(chi + 1.3228756555323) - 0.166815171163583*sqrt(17)),aF*((-0.00177372818401345*sqrt(2431) + 0.00618607846670765*sqrt(399))*(chi + 1.3228756555323) - 0.135980243741113*sqrt(17)),0.00851030002413713*sqrt(2431)*aF*(chi + 1.3228756555323),aF*((-0.0049031301813028*sqrt(2210) - 0.000194773347267948*sqrt(17290))*(chi + 1.3228756555323) - 0.00591288500094608*sqrt(6630)),-0.00169462077535086*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0102089266005988*sqrt(858)*(chi + 1.3228756555323) - 0.000308890680793636*sqrt(646646)),0.00704465094390034*sqrt(1495)*aF*(chi + 1.3228756555323)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*(-0.00457117397621458*sqrt(1495)*(chi + 1.3228756555323) + 0.000247804735729805*sqrt(10140585)),0.00704465029035686*sqrt(1495)*aF*(chi + 1.3228756555323),aF*(0.00919256173739001*sqrt(858)*(chi + 1.3228756555323) - 0.00334173343812587*sqrt(11362))
