2.15636547246795e-10*sqrt(858)*aF*(chi + 1.3228756555323),-3.34074959536246e-11*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00291778735493131*sqrt(10374) + 5.86497285899448e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-9.89746560139774e-6*sqrt(114114) - 0.000111886933632232*sqrt(494) + 0.000451699541490046*sqrt(10374)) + 0.00419734040409604*sqrt(5187)),aF*((chi + 1.3228756555323)*(-3.81834156698326e-5*sqrt(114114) + 0.00199538566945881*sqrt(494) + 0.0026253161322847*sqrt(10374)) + 0.0183947796816936*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00350533654926536*sqrt(494) - 2.96945700560831e-5*sqrt(114114) + 0.000202407369231708*sqrt(10374)),aF*(chi + 1.3228756555323)*(-4.6418342893911e-5*sqrt(114114) + 0.0023793547708396*sqrt(494) + 0.00317464699359758*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000136661333364184*sqrt(10374) + 2.96675372101173e-5*sqrt(114114) + 0.0036824113944646*sqrt(494)),aF*((-0.00035939340473768*sqrt(16302) - 0.0040519317355642*sqrt(57))*(chi + 1.3228756555323) - 0.00550206880691733*sqrt(19019)),aF*(0.0103304376030948*sqrt(57) + 0.000916277429961709*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0
7.09335676784759e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.02169553936951e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.00262869231719505*sqrt(10374) + 0.000185543507797352*sqrt(494) + 5.41951245451728e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.0033089731258244*sqrt(494) - 0.000352711634473759*sqrt(10374) - 1.710071667899e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(-5.28786512319457e-5*sqrt(114114) + 0.00581294364093286*sqrt(494) + 0.00474482705157056*sqrt(10374)) + 0.0128401328924202*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00122346340515507*sqrt(10374) - 0.003945713910858*sqrt(494) - 4.25289909896569e-6*sqrt(114114)) - 0.00633787317289305*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00610658908150712*sqrt(494) - 4.91980526381167e-5*sqrt(114114) + 0.000226627103663584*sqrt(10374)),aF*(0.0067193693058312*sqrt(57) + 0.000595986811465552*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.001519474563552*sqrt(16302) - 0.0171310944695307*sqrt(57))*(chi + 1.3228756555323) - 0.00357878501142131*sqrt(19019)),0,0,0,0,0,0,0,0
aF*(-0.00291778712626027*sqrt(10374) + 5.86497286970933e-5*sqrt(114114))*(chi + 1.3228756555323),0,aF*(-0.00475534601711505*sqrt(858)*(chi + 1.3228756555323) + 0.0702042761523807*sqrt(39)),0.000652674918555901*sqrt(858)*aF*(chi + 1.3228756555323),-0.00306466883473526*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0.00216896092074181*sqrt(6006)*aF*(chi + 1.3228756555323),0,aF*((-0.0441224539981354*sqrt(33) - 0.00403812411848726*sqrt(858))*(chi + 1.3228756555323) + 0.677587191801057*sqrt(6)),aF*(0.00201748912715617*sqrt(33) + 0.00228590519403243*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00497218542257488*sqrt(33) + 0.00423988060604281*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0
aF*((chi + 1.3228756555323)*(-9.89744631969683e-6*sqrt(114114) - 0.000111886534996147*sqrt(494) + 0.000451699333506921*sqrt(10374)) + 0.00419734130250256*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00262869249084144*sqrt(10374) + 0.000185542882963977*sqrt(494) + 5.41951258905589e-5*sqrt(114114)),0.000652675119994145*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00550969654619866*sqrt(858)*(chi + 1.3228756555323) - 0.0509602025718422*sqrt(39)),aF*(0.00146336064809975*sqrt(858)*(chi + 1.3228756555323) + 0.018164650772888*sqrt(39)),-0.00165799516094176*sqrt(858)*aF*(chi + 1.3228756555323),-0.000230355034468684*sqrt(858)*aF*(chi + 1.3228756555323),0.000506572911842846*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.00175717335251645*sqrt(6006) - 0.00301886283571568*sqrt(26))*(chi + 1.3228756555323) - 0.0162585554005485*sqrt(273)),aF*(-0.00118409530537629*sqrt(26) + 0.000708947268113981*sqrt(6006))*(chi + 1.3228756555323),aF*(0.0170139716251354*sqrt(33) + 0.00411249847510344*sqrt(858))*(chi + 1.3228756555323),aF*((-0.0380536672306941*sqrt(33) - 0.00329925897603681*sqrt(858))*(chi + 1.3228756555323) - 0.437183739002241*sqrt(6)),aF*((-0.00496299525416536*sqrt(858) + 0.00334840527917477*sqrt(33))*(chi + 1.3228756555323) - 0.0939475073158494*sqrt(6)),aF*(-0.00206888391932422*sqrt(33) + 0.00288552331802457*sqrt(858))*(chi + 1.3228756555323),0,0,0,0
aF*((chi + 1.3228756555323)*(-3.81834144549832e-5*sqrt(114114) + 0.00199538510407647*sqrt(494) + 0.00262531520747559*sqrt(10374)) + 0.0183947789782252*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00330897283436719*sqrt(494) - 0.000352711890244707*sqrt(10374) - 1.71007227029598e-5*sqrt(114114)),-0.0030646691583785*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00146336060974451*sqrt(858)*(chi + 1.3228756555323) + 0.018164650772888*sqrt(39)),aF*(-0.00188240654463882*sqrt(858)*(chi + 1.3228756555323) - 0.0216859531059883*sqrt(39)),-0.000709491363606779*sqrt(858)*aF*(chi + 1.3228756555323),-0.00218132515524425*sqrt(858)*aF*(chi + 1.3228756555323),0.00140832663362463*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.000421570051488096*sqrt(6006) + 0.0538384504539142*sqrt(26))*(chi + 1.3228756555323) + 0.0436308904948645*sqrt(273)),aF*(0.000851615711240908*sqrt(6006) + 0.0211171755394115*sqrt(26))*(chi + 1.3228756555323),aF*(-0.00295157140207946*sqrt(858) + 0.0426778904725112*sqrt(33))*(chi + 1.3228756555323),aF*((0.00143814101024191*sqrt(33) + 0.000707090377387958*sqrt(858))*(chi + 1.3228756555323) - 0.0742469110755901*sqrt(6)),aF*((-0.0242369855660959*sqrt(33) + 0.0024590062904951*sqrt(858))*(chi + 1.3228756555323) - 0.367347164454013*sqrt(6)),aF*(0.00946055020486684*sqrt(33) + 0.00286320012952442*sqrt(858))*(chi + 1.3228756555323),0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00350533579385741*sqrt(494) - 2.96945815129877e-5*sqrt(114114) + 0.000202407480385023*sqrt(10374)),aF*((chi + 1.3228756555323)*(-5.2878659842381e-5*sqrt(114114) + 0.00581294352328923*sqrt(494) + 0.00474482729890502*sqrt(10374)) + 0.0128401335391834*sqrt(5187)),0,-0.0016579953598498*sqrt(858)*aF*(chi + 1.3228756555323),-0.000709491511063118*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00155028770293103*sqrt(858)*(chi + 1.3228756555323) + 0.00923627539076625*sqrt(39)),aF*(-0.000593560928722908*sqrt(858)*(chi + 1.3228756555323) + 0.00999192995568075*sqrt(39)),-0.00123979748016381*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00856777391367664*sqrt(26) + 0.000654401255732242*sqrt(6006))*(chi + 1.3228756555323),aF*((-0.00212072891797825*sqrt(6006) - 0.00336055707754765*sqrt(26))*(chi + 1.3228756555323) - 0.0114895149894679*sqrt(273)),0,aF*(0.000868549523126601*sqrt(858) + 0.0486264569739808*sqrt(33))*(chi + 1.3228756555323),aF*(0.000576818011855148*sqrt(858) + 0.0342738557573201*sqrt(33))*(chi + 1.3228756555323),aF*((-0.0330463360256498*sqrt(33) - 0.00258040161117643*sqrt(858))*(chi + 1.3228756555323) - 0.320571196176765*sqrt(6)),0,0,0,0
aF*(chi + 1.3228756555323)*(-4.64183494657997e-5*sqrt(114114) + 0.00237935384439641*sqrt(494) + 0.00317464656249865*sqrt(10374)),aF*((chi + 1.3228756555323)*(-0.00122346343458684*sqrt(10374) - 0.00394571314498153*sqrt(494) - 4.2529124049503e-6*sqrt(114114)) - 0.00633787204271774*sqrt(5187)),0,-0.000230354664488345*sqrt(858)*aF*(chi + 1.3228756555323),-0.00218132546569836*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.000593560904921878*sqrt(858)*(chi + 1.3228756555323) + 0.00999192995568075*sqrt(39)),aF*(0.000830973937608471*sqrt(858)*(chi + 1.3228756555323) + 0.0463166675065386*sqrt(39)),0.000399988800491905*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0439354448096859*sqrt(26) + 0.00137434980069516*sqrt(6006))*(chi + 1.3228756555323),aF*((-0.0172328975411812*sqrt(26) + 0.00215280165767748*sqrt(6006))*(chi + 1.3228756555323) + 0.0343540177275214*sqrt(273)),0,aF*(-0.000589554425619386*sqrt(858) + 0.0023165600447672*sqrt(33))*(chi + 1.3228756555323),aF*(-0.000391532782658162*sqrt(858) + 0.0163153731344439*sqrt(33))*(chi + 1.3228756555323),aF*((0.001751526135514*sqrt(858) + 0.067095987437618*sqrt(33))*(chi + 1.3228756555323) - 0.0422189765173337*sqrt(6)),0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00013666136612851*sqrt(10374) + 2.96675450198225e-5*sqrt(114114) + 0.00368241047269991*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.00610658874533038*sqrt(494) - 4.91980532921269e-5*sqrt(114114) + 0.000226627159058763*sqrt(10374)),0,0.000506572655080152*sqrt(858)*aF*(chi + 1.3228756555323),0.00140832685497016*sqrt(858)*aF*(chi + 1.3228756555323),-0.00123979772065007*sqrt(858)*aF*(chi + 1.3228756555323),0.000399988856453041*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00661375624822318*sqrt(858)*(chi + 1.3228756555323) + 0.0335759591565042*sqrt(39)),aF*(-0.0013866796268337*sqrt(6006) - 0.00903244953414682*sqrt(26))*(chi + 1.3228756555323),aF*(-0.000543900187309933*sqrt(6006) - 0.00354281783289301*sqrt(26))*(chi + 1.3228756555323),0,aF*(0.00319348757300263*sqrt(858) + 0.0185432925751379*sqrt(33))*(chi + 1.3228756555323),aF*(-0.0535385671064563*sqrt(33) + 0.00212084757828483*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00948763456686252*sqrt(858) + 0.0179688347342146*sqrt(33))*(chi + 1.3228756555323),0,0,0,0
aF*((-0.000359393680476431*sqrt(16302) - 0.00405192935244461*sqrt(57))*(chi + 1.3228756555323) - 0.00550206893097734*sqrt(19019)),aF*(0.00671936666592477*sqrt(57) + 0.000595986862087511*sqrt(16302))*(chi + 1.3228756555323),0.00216896123290088*sqrt(6006)*aF*(chi + 1.3228756555323),aF*((-0.00175717325079314*sqrt(6006) - 0.00301886253476146*sqrt(26))*(chi + 1.3228756555323) - 0.016258562714761*sqrt(273)),aF*((-0.000421569798326667*sqrt(6006) + 0.0538384466229662*sqrt(26))*(chi + 1.3228756555323) + 0.0436308855030629*sqrt(273)),aF*(-0.00856777862280407*sqrt(26) + 0.000654401317112178*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.0439354348902506*sqrt(26) + 0.00137435004267457*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.00138667977316019*sqrt(6006) - 0.00903244605053758*sqrt(26))*(chi + 1.3228756555323),aF*(-0.00767138832802615*sqrt(858)*(chi + 1.3228756555323) - 0.134163961084304*sqrt(14)),-0.00569910069631988*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00508058688373209*sqrt(231) - 4.74468979911896e-5*sqrt(6006))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(1.80943151717887e-5*sqrt(6006) + 0.000153524011584116*sqrt(286) + 0.00161140651243501*sqrt(231)) + 0.0164038127540574*sqrt(42)),aF*((chi + 1.3228756555323)*(-0.00099240363402227*sqrt(286) + 4.39968547902346e-5*sqrt(6006) + 0.00681926127866753*sqrt(231)) + 0.0366517315622061*sqrt(42)),aF*(chi + 1.3228756555323)*(2.60386465217087e-5*sqrt(6006) + 0.000758005977640256*sqrt(286) + 0.00117801576229497*sqrt(231)),aF*((-0.00657996508672247*sqrt(390) + 0.000432929940635798*sqrt(10010))*(chi + 1.3228756555323) - 0.0309741675302445*sqrt(770)),0,0,0
aF*(0.0103304349871856*sqrt(57) + 0.000916277581959869*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.00151947470218424*sqrt(16302) - 0.0171310934766222*sqrt(57))*(chi + 1.3228756555323) - 0.00357878550619885*sqrt(19019)),0,aF*(-0.00118409523674679*sqrt(26) + 0.000708946954658834*sqrt(6006))*(chi + 1.3228756555323),aF*(0.000851615776436557*sqrt(6006) + 0.0211171749180484*sqrt(26))*(chi + 1.3228756555323),aF*((-0.00212072912663065*sqrt(6006) - 0.00336055906486147*sqrt(26))*(chi + 1.3228756555323) - 0.0114895148212759*sqrt(273)),aF*((-0.0172328943696191*sqrt(26) + 0.00215280164219165*sqrt(6006))*(chi + 1.3228756555323) + 0.0343540175857701*sqrt(273)),aF*(-0.000543900388589179*sqrt(6006) - 0.00354281661435738*sqrt(26))*(chi + 1.3228756555323),-0.00569910170689759*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0046231545338932*sqrt(858)*(chi + 1.3228756555323) + 0.102595955142378*sqrt(14)),0,aF*(chi + 1.3228756555323)*(-0.00126216190687689*sqrt(231) - 0.000391411024894794*sqrt(286) - 1.95519631132722e-5*sqrt(6006)),aF*(chi + 1.3228756555323)*(-0.00676503503051617*sqrt(231) - 1.29847800160716e-5*sqrt(6006) + 0.00253014313196961*sqrt(286)),aF*((chi + 1.3228756555323)*(-0.0019325439292732*sqrt(286) + 5.80875537615093e-5*sqrt(6006) + 0.0103251697362457*sqrt(231)) + 0.030323833470325*sqrt(42)),aF*(-0.00110375915236869*sqrt(10010) + 0.0167756877363441*sqrt(390))*(chi + 1.3228756555323),0,0,0
