aF*(0.00840995787178313*sqrt(858)*(chi + 1.3228756555323) - 0.0328815223471468*sqrt(858)),-0.00230222343352011*sqrt(858)*aF*(chi + 1.3228756555323),0.00745364084586196*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(0.00235211656227758*sqrt(3315) + 0.00221759691681155*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00695968288870512*sqrt(442) - 0.00269783502627215*sqrt(2431))*(chi + 1.3228756555323) + 0.0615181324641036*sqrt(442)),aF*(0.00050558372888654*sqrt(442) + 0.00140297015502807*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00143097583049847*sqrt(442) + 0.00301899107273533*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0
-0.00230222397789126*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00896513608330463*sqrt(858)*(chi + 1.3228756555323) + 0.0223110953874468*sqrt(858)),aF*(-0.00180982107850688*sqrt(858)*(chi + 1.3228756555323) - 0.00895823120006965*sqrt(858)),0.00571422816942934*sqrt(858)*aF*(chi + 1.3228756555323),-0.00165330352454509*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.00130749868784778*sqrt(6630) - 0.00138681141504117*sqrt(3315))*(chi + 1.3228756555323) - 0.00550600326192217*sqrt(6630)),aF*(0.00245197908949262*sqrt(442) + 0.00230074450504764*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00650368531068202*sqrt(442) - 0.0018397161299129*sqrt(2431) - 2.9541259980186e-5*sqrt(221)) - 0.0382945236709128*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00280189836270056*sqrt(2431) + 0.00025657886004243*sqrt(221) + 0.000967734745680405*sqrt(442)) - 0.010793789601853*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000596669111317085*sqrt(442) - 0.000253258358597785*sqrt(221) + 0.00194020819957998*sqrt(2431)),0,0,0,0
0.00745364012102671*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00180981987583472*sqrt(858)*(chi + 1.3228756555323) - 0.00895823120006965*sqrt(858)),aF*(-0.00259710200001403*sqrt(858)*(chi + 1.3228756555323) - 0.0223110953874468*sqrt(858)),0.00408065467214342*sqrt(858)*aF*(chi + 1.3228756555323),-0.00353791488972064*sqrt(858)*aF*(chi + 1.3228756555323),aF*((0.00145886908374552*sqrt(3315) + 0.00137543417945705*sqrt(6630))*(chi + 1.3228756555323) + 0.0145183105366682*sqrt(6630)),aF*(-0.00107516136676642*sqrt(2431) + 0.00641123893119425*sqrt(442))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(1.72966426281535e-5*sqrt(2431) + 0.000242106453279322*sqrt(442) + 0.001264918207556*sqrt(221)) - 0.00443268562671572*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.010986372008483*sqrt(221) + 0.00101171626529679*sqrt(2431) + 0.00598465739679085*sqrt(442)) - 0.0242655175073423*sqrt(442)),aF*(chi + 1.3228756555323)*(0.00163429290892616*sqrt(2431) + 0.00387596244623382*sqrt(442) + 0.0108441924691416*sqrt(221)),0,0,0,0
0,0.00571422785464291*sqrt(858)*aF*(chi + 1.3228756555323),0.00408065507095733*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00702560218212012*sqrt(858)*(chi + 1.3228756555323) - 0.019036672192378*sqrt(858)),0.00405382151606449*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.000416964562377434*sqrt(6630) - 0.00044225786302584*sqrt(3315))*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.00170608066152115*sqrt(221) + 0.000459507214556066*sqrt(2431) + 0.0101587996498652*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00251709500825479*sqrt(442) + 0.000162350393200961*sqrt(2431) + 0.0148180623157962*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.0146262951635129*sqrt(221) - 0.00138599858753755*sqrt(2431) - 0.000472793683639193*sqrt(442)) - 0.0295523552884344*sqrt(442)),0,0,0,0
0,-0.00165330336015101*sqrt(858)*aF*(chi + 1.3228756555323),-0.00353791458847032*sqrt(858)*aF*(chi + 1.3228756555323),0.0040538215875284*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0118708443203692*sqrt(858)*(chi + 1.3228756555323) - 0.0121142463739258*sqrt(858)),aF*(-0.00174428720216428*sqrt(6630) - 0.00185009667865161*sqrt(3315))*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(0.00142740955375824*sqrt(221) + 0.00220696774534936*sqrt(442) + 0.0019222558659561*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0123976809507317*sqrt(221) - 0.00286948430992457*sqrt(442) + 0.000679160165030985*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00579804588634123*sqrt(2431) - 0.00197783574270864*sqrt(442) + 0.0122372370330202*sqrt(221)),0,0,0,0
aF*(0.00235211717634371*sqrt(3315) + 0.00221759720281271*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00130749846755889*sqrt(6630) - 0.00138681199911707*sqrt(3315))*(chi + 1.3228756555323) - 0.00550600226240246*sqrt(6630)),aF*((0.00145886879106367*sqrt(3315) + 0.00137543439811326*sqrt(6630))*(chi + 1.3228756555323) + 0.0145183104031246*sqrt(6630)),aF*(-0.000416964569886933*sqrt(6630) - 0.000442257756791493*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.00174428756391646*sqrt(6630) - 0.00185009632794842*sqrt(3315))*(chi + 1.3228756555323),2.61424346038007e-10*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00388174392688199*sqrt(1430) + 0.000858285814233308*sqrt(130))*(chi + 1.3228756555323),aF*((-0.000163617164747555*sqrt(130) + 0.000739986823630195*sqrt(1430))*(chi + 1.3228756555323) + 0.00649797445777512*sqrt(715)),aF*((-0.000860568319848445*sqrt(130) + 0.0038920666584245*sqrt(1430))*(chi + 1.3228756555323) + 0.0192394439601776*sqrt(715)),aF*(-0.00085276629911409*sqrt(130) + 0.00385678017815204*sqrt(1430))*(chi + 1.3228756555323),aF*(1.18113006354614e-10*sqrt(3705)*(chi + 1.3228756555323) - 0.00483135976541877*sqrt(17290)),0,0,0
aF*((-0.00695968347736234*sqrt(442) - 0.00269783599728749*sqrt(2431))*(chi + 1.3228756555323) + 0.0615181365941476*sqrt(442)),aF*(0.00245197818315856*sqrt(442) + 0.00230074487675581*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00107516163611044*sqrt(2431) + 0.00641123856587356*sqrt(442))*(chi + 1.3228756555323),0,0,aF*(-0.00388174375457949*sqrt(1430) + 0.000858285899078537*sqrt(130))*(chi + 1.3228756555323),aF*(-0.0129998835016239*sqrt(858)*(chi + 1.3228756555323) + 0.168503658408173*sqrt(39)),0.00076638015392602*sqrt(858)*aF*(chi + 1.3228756555323),-0.00740905115639851*sqrt(858)*aF*(chi + 1.3228756555323),0,0.000469218025810515*sqrt(2717)*aF*(chi + 1.3228756555323),aF*((-0.00502771364060622*sqrt(2090) - 0.000530931628277655*sqrt(13585))*(chi + 1.3228756555323) + 0.138582848002333*sqrt(95)),aF*(-0.000211987177337232*sqrt(2090) + 0.000839476472403475*sqrt(13585))*(chi + 1.3228756555323),0
aF*(0.000505583960730558*sqrt(442) + 0.00140297058728526*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00650368527511453*sqrt(442) - 0.00183971592636444*sqrt(2431) - 2.95410909731439e-5*sqrt(221)) - 0.0382945289954792*sqrt(442)),aF*((chi + 1.3228756555323)*(1.72970864877168e-5*sqrt(2431) + 0.00024210537242139*sqrt(442) + 0.00126491664957321*sqrt(221)) - 0.00443268197249018*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00170607851728172*sqrt(221) + 0.000459507205132947*sqrt(2431) + 0.0101587996855199*sqrt(442)),aF*(chi + 1.3228756555323)*(0.00142740770868578*sqrt(221) + 0.00220696759018662*sqrt(442) + 0.00192225592389804*sqrt(2431)),aF*((-0.000163617123625107*sqrt(130) + 0.000739987177688401*sqrt(1430))*(chi + 1.3228756555323) + 0.00649797422409714*sqrt(715)),0.000766380214096193*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0185125341278818*sqrt(858)*(chi + 1.3228756555323) - 0.109862013477634*sqrt(39)),aF*(0.00660873619729737*sqrt(858)*(chi + 1.3228756555323) + 0.05380027974525*sqrt(39)),-0.00344287096340951*sqrt(858)*aF*(chi + 1.3228756555323),aF*((-0.000750624785802094*sqrt(2717) - 8.85536743453443e-5*sqrt(5187))*(chi + 1.3228756555323) - 0.00243084068772594*sqrt(494)),aF*(0.000926265336887804*sqrt(13585) + 0.0026145897549575*sqrt(2090))*(chi + 1.3228756555323),aF*((-0.00146455384480043*sqrt(13585) - 0.00257818206240336*sqrt(2090))*(chi + 1.3228756555323) - 0.068346845694052*sqrt(95)),0
aF*(-0.00143097613243691*sqrt(442) + 0.00301899176787677*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0028018982675726*sqrt(2431) + 0.000256577701704162*sqrt(221) + 0.000967734826374289*sqrt(442)) - 0.0107937928548137*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0109863717318319*sqrt(221) + 0.00101171657790618*sqrt(2431) + 0.00598465788201314*sqrt(442)) - 0.0242655202265541*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00251709542975837*sqrt(442) + 0.000162350347772545*sqrt(2431) + 0.0148180615702021*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.0123976798833312*sqrt(221) - 0.00286948486357922*sqrt(442) + 0.000679160009389603*sqrt(2431)),aF*((-0.000860568294209915*sqrt(130) + 0.00389206649874079*sqrt(1430))*(chi + 1.3228756555323) + 0.0192394425945407*sqrt(715)),-0.00740905087886274*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00660873739320521*sqrt(858)*(chi + 1.3228756555323) + 0.05380027974525*sqrt(39)),aF*(-0.00768234629864673*sqrt(858)*(chi + 1.3228756555323) - 0.0515467804790485*sqrt(39)),-0.00674190221873373*sqrt(858)*aF*(chi + 1.3228756555323),aF*((3.3220239953789e-5*sqrt(2717) + 0.000769128610099167*sqrt(5187))*(chi + 1.3228756555323) + 0.00485959698266749*sqrt(494)),aF*(-0.000705631381858966*sqrt(13585) + 0.00562622268643946*sqrt(2090))*(chi + 1.3228756555323),aF*((-0.000712635016846223*sqrt(2090) + 0.0011157009899406*sqrt(13585))*(chi + 1.3228756555323) - 0.052566689711329*sqrt(95)),0
0,aF*(chi + 1.3228756555323)*(-0.000596669513935201*sqrt(442) - 0.00025325723414482*sqrt(221) + 0.00194020722310068*sqrt(2431)),aF*(chi + 1.3228756555323)*(0.00163429193343713*sqrt(2431) + 0.00387596317249272*sqrt(442) + 0.0108441930051221*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.0146262955187901*sqrt(221) - 0.00138599858305096*sqrt(2431) - 0.000472793282484615*sqrt(442)) - 0.0295523537551439*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00579804616124173*sqrt(2431) - 0.00197783629365338*sqrt(442) + 0.0122372368924154*sqrt(221)),aF*(-0.00085276650119586*sqrt(130) + 0.00385678067179828*sqrt(1430))*(chi + 1.3228756555323),0,-0.00344287167754003*sqrt(858)*aF*(chi + 1.3228756555323),-0.00674190324724781*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00174693085541233*sqrt(858)*(chi + 1.3228756555323) + 0.097554764845931*sqrt(39)),aF*(-0.000759175030416159*sqrt(5187) + 0.000582750568605059*sqrt(2717))*(chi + 1.3228756555323),0,0.00810901401929678*sqrt(2090)*aF*(chi + 1.3228756555323),0
