-6.19243589064688e-15*v3,-8.99636409256982e-9*v3,1.66529289162091e-7*v3,-2.17881305006127e-8*v3,-8.0223488777262e-8*v3,-3.35046378409579e-8*v3,4.86295236044843e-16*v3,-3.30704765783783e-15*v3,2.23346006061502e-8*v3,2.26730700229594e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.99636409256982e-9*v3,-0.0136983735917331*v3,0.25356691779467*v3,-0.0495129796212624*v3,-0.119133758575606*v3,-0.0357985127344803*v3,-1.55771252984538e-7*v3,-2.1750350870606e-8*v3,0.0545980972179943*v3,0.0293004869347429*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.66529289162091e-7*v3,0.25356691779467*v3,-4.69370917425789*v3,0.91652145031813*v3,2.20525495170073*v3,0.662659382306085*v3,-6.03801627898152e-8*v3,6.1881939819808e-8*v3,-1.01065127718362*v3,-0.542372575026828*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.17881305006127e-8*v3,-0.0495129796212624*v3,0.91652145031813*v3,-3.66921697760137*v3,1.09858634459108*v3,0.346105374884603*v3,1.00279686764694*v3,-0.170660900309366*v3,4.35673732428755*v3,-2.45318744227235*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.0223488777262e-8*v3,-0.119133758575606*v3,2.20525495170073*v3,1.09858634459108*v3,-5.56866887771264*v3,0.699234747080738*v3,2.12884315622926*v3,-0.232702907151995*v3,-0.213337539366137*v3,1.99967471955766*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.35046378409579e-8*v3,-0.0357985127344803*v3,0.662659382306085*v3,0.346105374884603*v3,0.699234747080738*v3,-7.64048312105791*v3,2.44707938012359*v3,1.58967042900815*v3,-0.724572473099156*v3,-2.08114738949729*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86295236044843e-16*v3,-1.55771252984538e-7*v3,-6.03801627898152e-8*v3,1.00279686764694*v3,2.12884315622926*v3,2.44707938012359*v3,-4.14896942156004*v3,0.563233595889332*v3,-1.97658191840217*v3,2.07719587787258*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.30704765783783e-15*v3,-2.1750350870606e-8*v3,6.1881939819808e-8*v3,-0.170660900309366*v3,-0.232702907151995*v3,1.58967042900815*v3,0.563233595889332*v3,-2.27058606220446*v3,0.281798381060042*v3,-0.842720122812405*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.23346006061502e-8*v3,0.0545980972179943*v3,-1.01065127718362*v3,4.35673732428755*v3,-0.213337539366137*v3,-0.724572473099156*v3,-1.97658191840217*v3,0.281798381060042*v3,-5.50793615839057*v3,2.76846504929043*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.26730700229594e-8*v3,0.0293004869347429*v3,-0.542372575026828*v3,-2.45318744227235*v3,1.99967471955766*v3,-2.08114738949729*v3,2.07719587787258*v3,-0.842720122812405*v3,2.76846504929043*v3,-3.59339685572938*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-5.40740728330741*v3,1.9755042191648*v3,0.87459238629974*v3,1.17842541713038e-7*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
