-1.80842305973899e-10*sqrt(858)*aF*(chi + 1.3228756555323),1.32643181161018e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(-0.00321783763866362*sqrt(10374) + 6.46809768978255e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-1.08629879518761e-5*sqrt(114114) - 0.000138915107473924*sqrt(494) + 0.00048990444415985*sqrt(10374)) + 0.0039223699299386*sqrt(5187)),aF*((chi + 1.3228756555323)*(-1.49858135824753e-5*sqrt(114114) + 0.0060571443098697*sqrt(494) + 0.00294849695802279*sqrt(10374)) + 0.0276270660239925*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00474118251034385*sqrt(494) - 3.6711630701193e-5*sqrt(114114) + 0.000102028552793895*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00297460588885148*sqrt(494) - 0.000341680350324348*sqrt(10374) - 1.48780421519551e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-5.495963555398e-5*sqrt(114114) + 0.00282998548373611*sqrt(494) + 0.00376346289612265*sqrt(10374)),0,0,aF*(chi + 1.3228756555323)*(-0.000237896675158749*sqrt(10374) + 5.16445643215999e-5*sqrt(114114) + 0.00641025556492618*sqrt(494)),0,0,0,aF*((-0.000968694874797897*sqrt(16302) - 0.0109214040305829*sqrt(57))*(chi + 1.3228756555323) - 0.00889802728907828*sqrt(19019)),aF*(0.00410925874978688*sqrt(57) + 0.000364478480331422*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0148379482186148*sqrt(57) + 0.00131607976876097*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.18065233609833e-11*sqrt(858)*aF*(chi + 1.3228756555323),3.95703669341747e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.57854735576349e-10*sqrt(858)*aF*(chi + 1.3228756555323),6.52028283958366e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(chi + 1.3228756555323)*(-0.00308507482774906*sqrt(10374) + 9.28165712156096e-5*sqrt(494) + 6.26908780071947e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00404710025009899*sqrt(494) - 0.000620264526811966*sqrt(10374) - 1.71188329891364e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(1.08013011408158e-5*sqrt(114114) + 0.0005243039427954*sqrt(10374) + 0.00291908822456856*sqrt(494)) + 0.00699691907633345*sqrt(5187)),aF*((chi + 1.3228756555323)*(-2.83683075680216e-5*sqrt(114114) + 0.00486641921006808*sqrt(494) + 0.00318120446791361*sqrt(10374)) + 0.0205138232862019*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.000872223300153135*sqrt(10374) - 0.000804028109141238*sqrt(494) + 1.1654449372149e-5*sqrt(114114)) - 0.00609587469243522*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00569864678053675*sqrt(494) - 4.5640307834156e-5*sqrt(114114) + 0.000197998764149334*sqrt(10374)),aF*(chi + 1.3228756555323)*(-5.08970908997402e-5*sqrt(114114) + 0.00243505173327251*sqrt(494) + 0.00341771756599876*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00428303265909298*sqrt(494) - 3.91073344833765e-5*sqrt(114114) + 0.000387841499075514*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000180330237639151*sqrt(10374) + 2.77698819995299e-5*sqrt(114114) + 0.00330276485387888*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000268377612981428*sqrt(10374) - 0.000954161613112312*sqrt(494) - 1.58087389693421e-6*sqrt(114114)),0,aF*(0.00729717086508625*sqrt(57) + 0.000647236252155677*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.000761752989131659*sqrt(16302) - 0.00858827288800817*sqrt(57))*(chi + 1.3228756555323) - 0.00639994677992317*sqrt(19019)),aF*((-0.000679617441793329*sqrt(16302) - 0.00766224853468237*sqrt(57))*(chi + 1.3228756555323) - 0.00260355470355533*sqrt(19019)),aF*(0.012254244745294*sqrt(57) + 0.00108691320164668*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00121557946816453*sqrt(57) + 0.000107818096164842*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.31607980820314e-10*sqrt(858)*aF*(chi + 1.3228756555323),-9.07375756128981e-10*sqrt(858)*aF*(chi + 1.3228756555323),-3.17483985282085e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00305677529631788*sqrt(10374) + 0.000398378975764031*sqrt(494) + 6.43558751058647e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00465565857345633*sqrt(494) - 0.000430972058476996*sqrt(10374) - 2.53726654361734e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(2.14348419191671e-5*sqrt(10374) + 2.71605350412315e-5*sqrt(114114) + 0.0037741742385934*sqrt(494)),aF*((chi + 1.3228756555323)*(-4.63762460008648e-5*sqrt(114114) + 0.00870166174236166*sqrt(494) + 0.00547195315498495*sqrt(10374)) + 0.0161128151888926*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00840945508881094*sqrt(494) - 0.00157463469197641*sqrt(10374) - 2.98265860059876e-5*sqrt(114114)) - 0.00981645391769992*sqrt(5187)),0,aF*(chi + 1.3228756555323)*(-0.00561069180354208*sqrt(494) - 4.70769822878316e-5*sqrt(114114) + 0.000301461385772374*sqrt(10374)),aF*(chi + 1.3228756555323)*(3.32839158671187e-5*sqrt(114114) + 0.000291671385452111*sqrt(10374) + 0.0053548090801133*sqrt(494)),aF*(-0.000819967590028088*sqrt(10374) + 1.64819651654312e-5*sqrt(114114))*(chi + 1.3228756555323),0,aF*(0.00865674734416429*sqrt(57) + 0.000767826159841026*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00461714333476566*sqrt(57) + 0.000409526029844604*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.00219230121920911*sqrt(16302) - 0.0247167831651571*sqrt(57))*(chi + 1.3228756555323) - 0.00550206880691733*sqrt(19019)),aF*(-0.000484848480229907*sqrt(16302) - 0.0054663550841129*sqrt(57))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.59940105065099e-10*sqrt(858)*aF*(chi + 1.3228756555323),1.2340930621163e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.19256618534395e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-2.23278341182701e-5*sqrt(114114) + 0.000201723793156062*sqrt(494) + 0.00118416210253652*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000615073706948111*sqrt(10374) - 0.00227833461846479*sqrt(494) - 4.29248484540782e-6*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.0077945196784797*sqrt(494) - 5.74279454493098e-5*sqrt(114114) + 2.21643094629087e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(7.29709075716077e-5*sqrt(10374) + 3.62121726056759e-5*sqrt(114114) + 0.00515403282379536*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000424021977072749*sqrt(10374) + 3.54143742561433e-5*sqrt(114114) + 0.00367839874950117*sqrt(494)),aF*(-0.00387088230625737*sqrt(10374) + 7.78076563385371e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00227576240219575*sqrt(494) - 2.97460448504458e-5*sqrt(114114) + 0.000652160517271022*sqrt(10374)) + 0.00458190506637989*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00402321810582533*sqrt(494) - 9.24323964151104e-5*sqrt(114114) + 0.0031352228650955*sqrt(10374)) + 0.0135662745873047*sqrt(5187)),aF*(-7.23143446766924e-5*sqrt(114114) + 0.00359759273529393*sqrt(10374))*(chi + 1.3228756555323),0,aF*(0.00561624599900297*sqrt(57) + 0.000498143712493046*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00107631134509545*sqrt(16302) - 0.012134718456066*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000315366648857878*sqrt(16302) - 0.00355555331619838*sqrt(57))*(chi + 1.3228756555323),aF*((0.00342621899920159*sqrt(57) + 0.00030389494264548*sqrt(16302))*(chi + 1.3228756555323) - 0.00357878501142131*sqrt(19019)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(-0.00321783811014013*sqrt(10374) + 6.46809647296353e-5*sqrt(114114))*(chi + 1.3228756555323),0,0,0,aF*(-0.0056635281849359*sqrt(858)*(chi + 1.3228756555323) + 0.0946231564116587*sqrt(39)),0.00105496361554396*sqrt(858)*aF*(chi + 1.3228756555323),-0.00373147392133623*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0.00295817900749752*sqrt(6006)*aF*(chi + 1.3228756555323),0,0,0,0,aF*((-0.0555176007981986*sqrt(33) - 0.00802266145588203*sqrt(858))*(chi + 1.3228756555323) + 0.972242912178063*sqrt(6)),aF*(0.00513298422650083*sqrt(33) + 0.00272051028629327*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00866902422312509*sqrt(33) + 0.00672641067850359*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(-1.0862993720395e-5*sqrt(114114) - 0.000138914516154754*sqrt(494) + 0.000489904154116773*sqrt(10374)) + 0.00392236813186813*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00308507461175956*sqrt(10374) + 9.28161536678882e-5*sqrt(494) + 6.26908804961017e-5*sqrt(114114)),0,0,0.00105496354578947*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00576099216951337*sqrt(858)*(chi + 1.3228756555323) - 0.0759219545454546*sqrt(39)),aF*(0.00107465620256677*sqrt(858)*(chi + 1.3228756555323) + 0.0178728333333333*sqrt(39)),0.000804610957585597*sqrt(858)*aF*(chi + 1.3228756555323),-0.00328236115552821*sqrt(858)*aF*(chi + 1.3228756555323),-3.65098412428551e-5*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0.000835695238060716*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*((-0.00130283499247321*sqrt(6006) - 0.0013776151204987*sqrt(26))*(chi + 1.3228756555323) - 0.0163864895104895*sqrt(273)),aF*(8.66962652162554e-5*sqrt(26) + 0.00242373091687818*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.000731244898843695*sqrt(26) + 0.000111234533403067*sqrt(6006))*(chi + 1.3228756555323),0,0,aF*(0.0158884976093241*sqrt(33) + 0.00468340985982816*sqrt(858))*(chi + 1.3228756555323),aF*((-0.0522361326079065*sqrt(33) - 0.00693805924932639*sqrt(858))*(chi + 1.3228756555323) - 0.754721370629371*sqrt(6)),aF*((-0.0042306691645861*sqrt(858) + 0.00437116716512105*sqrt(33))*(chi + 1.3228756555323) - 0.0878647972027972*sqrt(6)),aF*(0.00271303909301587*sqrt(33) + 0.00325059177882029*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00553950436118726*sqrt(33) + 0.00508206662710643*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00111065256555668*sqrt(33) + 0.000407498985540021*sqrt(858))*(chi + 1.3228756555323),0,0,aF*(0.00346150716658878*sqrt(33) + 0.00132642713453176*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(-1.49858018183553e-5*sqrt(114114) + 0.00605714594649171*sqrt(494) + 0.00294849741437371*sqrt(10374)) + 0.0276270659340659*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00404710036445792*sqrt(494) - 0.000620264624469175*sqrt(10374) - 1.71188367296036e-5*sqrt(114114)),0,0,-0.00373147380394085*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00107465628488581*sqrt(858)*(chi + 1.3228756555323) + 0.0178728333333333*sqrt(39)),aF*(-0.00181756865632076*sqrt(858)*(chi + 1.3228756555323) - 0.0309106212121212*sqrt(39)),-0.00156901735323979*sqrt(858)*aF*(chi + 1.3228756555323),0.000341937697303288*sqrt(858)*aF*(chi + 1.3228756555323),-0.0024453025095744*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0.00228671303319738*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*((-0.00040367034334917*sqrt(6006) + 0.0600687772864309*sqrt(26))*(chi + 1.3228756555323) + 0.0655414685314685*sqrt(273)),aF*(-0.00026777684711064*sqrt(6006) - 0.00378025659659962*sqrt(26))*(chi + 1.3228756555323),aF*(0.00139253917248426*sqrt(6006) + 0.031884803176797*sqrt(26))*(chi + 1.3228756555323),0,0,aF*(-0.0032102552156275*sqrt(858) + 0.0438648257256964*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00129207018713686*sqrt(33) + 0.000390961806358865*sqrt(858))*(chi + 1.3228756555323) - 0.056713972027972*sqrt(6)),aF*((-0.0411114669620778*sqrt(33) - 0.000740669550319276*sqrt(858))*(chi + 1.3228756555323) - 0.648297944055944*sqrt(6)),aF*(-0.00391937871763667*sqrt(33) + 0.00217014099002142*sqrt(858))*(chi + 1.3228756555323),aF*(0.00724462315476053*sqrt(33) + 0.00177955048192969*sqrt(858))*(chi + 1.3228756555323),aF*(0.0198713910937228*sqrt(33) + 0.00462584968877422*sqrt(858))*(chi + 1.3228756555323),0,0,aF*(-0.0029795560961829*sqrt(858) + 0.00890534158673221*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00474118317636463*sqrt(494) - 3.6711620440484e-5*sqrt(114114) + 0.000102028631356946*sqrt(10374)),aF*((chi + 1.3228756555323)*(1.08013003073164e-5*sqrt(114114) + 0.000524303746257588*sqrt(10374) + 0.00291908774187831*sqrt(494)) + 0.00699691884102166*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00305677475035549*sqrt(10374) + 0.000398379033138066*sqrt(494) + 6.43558755882555e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-2.23278343973613e-5*sqrt(114114) + 0.000201723860434554*sqrt(494) + 0.00118416175858158*sqrt(10374)),0,0.000804611028717937*sqrt(858)*aF*(chi + 1.3228756555323),-0.00156901731190147*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00576033474796369*sqrt(858)*(chi + 1.3228756555323) - 0.0561813053195413*sqrt(39)),aF*(0.00265162912949813*sqrt(858)*(chi + 1.3228756555323) + 0.031070065300712*sqrt(39)),aF*(-0.000168510513722118*sqrt(858)*(chi + 1.3228756555323) - 9.86718512040862e-5*sqrt(39)),-0.00192967670091906*sqrt(858)*aF*(chi + 1.3228756555323),-0.000366189926686979*sqrt(858)*aF*(chi + 1.3228756555323),-0.00120441126337249*sqrt(858)*aF*(chi + 1.3228756555323),0.000725342132625671*sqrt(858)*aF*(chi + 1.3228756555323),0.00114325183447919*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.00721793231105884*sqrt(26) + 0.00127558922749512*sqrt(6006))*(chi + 1.3228756555323),aF*((-0.00253591880939632*sqrt(6006) - 0.00578137694775671*sqrt(26))*(chi + 1.3228756555323) - 0.0285210173387355*sqrt(273)),aF*((1.49909333434289e-5*sqrt(6006) + 0.00426557199698814*sqrt(26))*(chi + 1.3228756555323) + 0.000134749929647575*sqrt(273)),aF*(-0.00192435090457506*sqrt(26) + 0.00107743568503062*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.000642613564987983*sqrt(6006) + 0.000249624071003234*sqrt(26))*(chi + 1.3228756555323),0,aF*(0.0192615470479423*sqrt(33) + 0.00506704760068421*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00250733355725776*sqrt(858) + 0.0396263213997595*sqrt(33))*(chi + 1.3228756555323),aF*((-0.0426766664543242*sqrt(33) - 0.00361622391223721*sqrt(858))*(chi + 1.3228756555323) - 0.523052541966526*sqrt(6)),aF*((-0.00497603326187249*sqrt(858) - 0.000977659607808204*sqrt(33))*(chi + 1.3228756555323) - 0.164170630727115*sqrt(6)),aF*((-0.0137754006692522*sqrt(33) + 0.00361395299951667*sqrt(858))*(chi + 1.3228756555323) + 0.00129553229226512*sqrt(6)),aF*(-0.00322726310615697*sqrt(33) + 0.00472446637272929*sqrt(858))*(chi + 1.3228756555323),aF*(-0.000564960628075417*sqrt(858) - 0.000145351254984755*sqrt(33))*(chi + 1.3228756555323),aF*(-0.00385373954521487*sqrt(858) - 0.00862405689567529*sqrt(33))*(chi + 1.3228756555323),aF*(-0.000468326766696889*sqrt(858) + 0.00251530691217384*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00297460563213215*sqrt(494) - 0.000341680690724142*sqrt(10374) - 1.48780345764897e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(-2.83682966051702e-5*sqrt(114114) + 0.00486641842069798*sqrt(494) + 0.00318120460753553*sqrt(10374)) + 0.020513822857227*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.0046556568727923*sqrt(494) - 0.000430972448677886*sqrt(10374) - 2.53726620511716e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.000615073660644918*sqrt(10374) - 0.00227833273011533*sqrt(494) - 4.29248889941542e-6*sqrt(114114)),0,-0.00328236113709221*sqrt(858)*aF*(chi + 1.3228756555323),0.000341938197939477*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00265162905987513*sqrt(858)*(chi + 1.3228756555323) + 0.031070065300712*sqrt(39)),aF*(-0.00248255232429047*sqrt(858)*(chi + 1.3228756555323) - 0.0247754030169558*sqrt(39)),aF*(0.000247557973947999*sqrt(858)*(chi + 1.3228756555323) + 0.0109082156975292*sqrt(39)),-0.00107099888819467*sqrt(858)*aF*(chi + 1.3228756555323),-0.00221464516312713*sqrt(858)*aF*(chi + 1.3228756555323),-0.000323577080539148*sqrt(858)*aF*(chi + 1.3228756555323),0.00132931920276524*sqrt(858)*aF*(chi + 1.3228756555323),0.000225369997424331*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.0115735308289404*sqrt(26) - 0.000302255545170621*sqrt(6006))*(chi + 1.3228756555323),aF*((2.57255349186639e-5*sqrt(6006) + 0.0625921744405026*sqrt(26))*(chi + 1.3228756555323) + 0.04918036610313*sqrt(273)),aF*((-0.000762536809702411*sqrt(6006) - 0.0111863071111551*sqrt(26))*(chi + 1.3228756555323) - 0.018779998769842*sqrt(273)),aF*(0.000848372638922699*sqrt(6006) + 0.0223474093986352*sqrt(26))*(chi + 1.3228756555323),aF*(-0.00289887426310904*sqrt(26) - 4.52576154102482e-5*sqrt(6006))*(chi + 1.3228756555323),0,aF*(-0.00301812406109681*sqrt(858) + 0.0438916048267132*sqrt(33))*(chi + 1.3228756555323),aF*(0.00302234220641866*sqrt(858) + 0.0176569690929139*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00153486664014341*sqrt(858) + 0.00620154815921027*sqrt(33))*(chi + 1.3228756555323) - 0.114067392101674*sqrt(6)),aF*((-0.0349109705844244*sqrt(33) + 0.000659355933423584*sqrt(858))*(chi + 1.3228756555323) - 0.434968538132259*sqrt(6)),aF*((-0.00372482506557457*sqrt(858) - 0.0155109675708522*sqrt(33))*(chi + 1.3228756555323) - 0.158498668431181*sqrt(6)),aF*(0.0117614853752237*sqrt(33) + 0.00426078437789861*sqrt(858))*(chi + 1.3228756555323),aF*(0.000630831666480683*sqrt(33) + 0.000390996268248926*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00742040558284304*sqrt(33) + 0.00371612603630479*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00060151729476829*sqrt(858) + 0.00482122812995919*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(chi + 1.3228756555323)*(-5.49596244299544e-5*sqrt(114114) + 0.0028299863999105*sqrt(494) + 0.00376346326901296*sqrt(10374)),aF*((chi + 1.3228756555323)*(-0.00087222376437452*sqrt(10374) - 0.00080402782586484*sqrt(494) + 1.16544496445912e-5*sqrt(114114)) - 0.00609587717662062*sqrt(5187)),aF*(chi + 1.3228756555323)*(2.14346636680696e-5*sqrt(10374) + 2.7160534306513e-5*sqrt(114114) + 0.00377417678401736*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.00779452081221706*sqrt(494) - 5.74279481174288e-5*sqrt(114114) + 2.21644163540859e-5*sqrt(10374)),0,-3.65100665896115e-5*sqrt(858)*aF*(chi + 1.3228756555323),-0.00244530222272823*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.000168511326465926*sqrt(858)*(chi + 1.3228756555323) - 9.86718512040862e-5*sqrt(39)),aF*(0.000247557755141976*sqrt(858)*(chi + 1.3228756555323) + 0.0109082156975292*sqrt(39)),aF*(0.00229130827921507*sqrt(858)*(chi + 1.3228756555323) + 0.0809567083364971*sqrt(39)),-0.000483356679664075*sqrt(858)*aF*(chi + 1.3228756555323),-0.00148233248672102*sqrt(858)*aF*(chi + 1.3228756555323),9.70564850290112e-5*sqrt(858)*aF*(chi + 1.3228756555323),7.21983359843985e-5*sqrt(858)*aF*(chi + 1.3228756555323),0.000647415892738171*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(-0.0406653586475737*sqrt(26) + 0.00137936078388455*sqrt(6006))*(chi + 1.3228756555323),aF*((-0.000173310566068666*sqrt(6006) + 0.000157025717265715*sqrt(26))*(chi + 1.3228756555323) + 0.0053733768515881*sqrt(273)),aF*((-0.0213895556990513*sqrt(26) + 0.00323474587827413*sqrt(6006))*(chi + 1.3228756555323) + 0.0640675638302851*sqrt(273)),aF*(-0.000827749435137213*sqrt(6006) - 0.000867735398715042*sqrt(26))*(chi + 1.3228756555323),aF*(0.000112561405648984*sqrt(26) + 0.000169910767943315*sqrt(6006))*(chi + 1.3228756555323),0,aF*(-4.96435075171612e-5*sqrt(858) + 0.000487543401508299*sqrt(33))*(chi + 1.3228756555323),aF*(-0.000709347315686756*sqrt(858) + 0.0134435114025651*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00068150032070476*sqrt(33) + 0.000341624309534831*sqrt(858))*(chi + 1.3228756555323) + 0.000946983390858564*sqrt(6)),aF*((-0.000151263112022012*sqrt(858) + 0.00492490448059445*sqrt(33))*(chi + 1.3228756555323) - 0.0201256766598175*sqrt(6)),aF*((0.00307098752301811*sqrt(33) + 0.00124283211583369*sqrt(858))*(chi + 1.3228756555323) - 0.231091405072481*sqrt(6)),aF*(0.000386998425744958*sqrt(858) + 0.0204576003662507*sqrt(33))*(chi + 1.3228756555323),aF*(0.00166902844600064*sqrt(858) + 0.0887285470072406*sqrt(33))*(chi + 1.3228756555323),aF*(-0.000644223223529369*sqrt(858) + 0.0026703288057067*sqrt(33))*(chi + 1.3228756555323),aF*(-0.000379619030136973*sqrt(858) + 0.00136388478088721*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
