aF*(0.0410097193600281*sqrt(858)*(chi + 1.3228756555323) - 0.0253292824047035*sqrt(11362)),-0.00088686220445036*sqrt(858)*aF*(chi + 1.3228756555323),0.0113095139305418*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(0.000180453512349066*sqrt(114114) + 0.0344619328323031*sqrt(11))*(chi + 1.3228756555323),0,aF*((-0.000607353159703019*sqrt(176358) - 0.00160646994835782*sqrt(935))*(chi + 1.3228756555323) + 0.00146188796830261*sqrt(782782)),aF*(1.1503590298496e-5*sqrt(176358) + 0.00102953916528306*sqrt(935))*(chi + 1.3228756555323),aF*(-2.47429972035305e-5*sqrt(176358) + 0.0014723306822581*sqrt(935))*(chi + 1.3228756555323),0,0,0,0,0
-0.000886860267718674*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0462116552908486*sqrt(858)*(chi + 1.3228756555323) + 0.0204516412861624*sqrt(11362)),aF*(-0.00905088145186664*sqrt(858)*(chi + 1.3228756555323) - 0.00441030858641318*sqrt(11362)),0.00604579636725505*sqrt(858)*aF*(chi + 1.3228756555323),0.00152102183957725*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.0013006533874542*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0449470887011923*sqrt(11) - 0.000163762034332631*sqrt(114114) - 0.000189860813567454*sqrt(69069) + 1.06476520375412e-5*sqrt(5005)) - 0.00556456877299916*sqrt(4186)),aF*(chi + 1.3228756555323)*(-8.95012057337058e-6*sqrt(69069) - 1.88225639678989e-5*sqrt(5005) + 6.72428315756413e-5*sqrt(114114) + 0.014258129345685*sqrt(11)),aF*(0.00219647038960867*sqrt(935) + 0.000274196236432278*sqrt(176358))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.000479914272289471*sqrt(176358) - 0.00180666454167112*sqrt(935) - 8.742368467845e-5*sqrt(17)) - 0.000992389572156456*sqrt(782782)),aF*((chi + 1.3228756555323)*(-0.00232568584311678*sqrt(935) - 1.00533427695643e-5*sqrt(176358) + 0.000386352821269582*sqrt(17)) - 0.000156487120931506*sqrt(782782)),aF*(chi + 1.3228756555323)*(-4.68966020726683e-6*sqrt(176358) - 0.000212004265619762*sqrt(17) + 0.00110442229647948*sqrt(935)),0,0,0,0
0.0113095140075167*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00905087928737514*sqrt(858)*(chi + 1.3228756555323) - 0.00441030858641318*sqrt(11362)),aF*(0.0396025236159408*sqrt(858)*(chi + 1.3228756555323) + 0.0192330880139914*sqrt(11362)),0.0040660197040232*sqrt(858)*aF*(chi + 1.3228756555323),0.00800439690897275*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.00506609121387902*sqrt(858)*aF*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.000311925319192463*sqrt(114114) - 8.34097743619413e-5*sqrt(5005) + 0.0475376237013357*sqrt(11) + 0.00148729617513447*sqrt(69069)) + 0.0132111054516187*sqrt(4186)),aF*(chi + 1.3228756555323)*(0.000147449015796181*sqrt(5005) + 7.01117826561777e-5*sqrt(69069) + 0.000128871147423598*sqrt(114114) + 0.0135147940645953*sqrt(11)),aF*(-0.0021200541692643*sqrt(935) + 0.0005190178587598*sqrt(176358))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-5.44729366483662e-5*sqrt(176358) + 0.000684844864126767*sqrt(17) + 0.000980470741061594*sqrt(935)) - 0.000200591894887419*sqrt(782782)),aF*((chi + 1.3228756555323)*(-0.000392045734037691*sqrt(176358) - 0.00302654533906396*sqrt(17) + 0.00164670967659573*sqrt(935)) - 0.000913444103128263*sqrt(782782)),aF*(chi + 1.3228756555323)*(-8.98775499429477e-6*sqrt(176358) + 0.00166076313320217*sqrt(17) + 0.00104684419220708*sqrt(935)),0,0,0,0
0,0.00604580002232417*sqrt(858)*aF*(chi + 1.3228756555323),0.00406601857570785*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0317034499247124*sqrt(858)*(chi + 1.3228756555323) + 0.00742025515359208*sqrt(11362)),aF*(-0.00567006938541757*sqrt(858)*(chi + 1.3228756555323) - 0.0027262724313781*sqrt(11362)),0.00761862362475137*sqrt(858)*aF*(chi + 1.3228756555323),0.00348339231633542*sqrt(858)*aF*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.000297658461757358*sqrt(69069) - 0.00199108472109216*sqrt(11) + 0.000227834507681859*sqrt(5005) + 0.000219735078296478*sqrt(114114)),aF*((chi + 1.3228756555323)*(-0.00036297479626246*sqrt(114114) - 0.0130734491137949*sqrt(11) - 0.000402758240015405*sqrt(5005) + 0.000201256821408826*sqrt(69069)) - 0.00254063461728784*sqrt(4186)),0,aF*(chi + 1.3228756555323)*(-0.00187065956778282*sqrt(17) + 0.000365858420723773*sqrt(935) + 0.000639368327059624*sqrt(176358)),aF*(chi + 1.3228756555323)*(0.000286644460815848*sqrt(935) + 0.00826703432034572*sqrt(17) + 0.000327150636818058*sqrt(176358)),aF*((chi + 1.3228756555323)*(-0.00032008913301399*sqrt(176358) - 0.00101265799622828*sqrt(935) - 0.00453638861540844*sqrt(17)) - 0.000746200207760244*sqrt(782782)),0,0,0,0
0,0.00152102235845547*sqrt(858)*aF*(chi + 1.3228756555323),0.00800439644076921*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0056700691441198*sqrt(858)*(chi + 1.3228756555323) - 0.0027262724313781*sqrt(11362)),aF*(0.0301584778978678*sqrt(858)*(chi + 1.3228756555323) + 0.00968523021648992*sqrt(11362)),0.00566111590950963*sqrt(858)*aF*(chi + 1.3228756555323),-0.00357463273444383*sqrt(858)*aF*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.00127250941119761*sqrt(69069) - 0.000479583186498501*sqrt(5005) + 0.00419116101306831*sqrt(11) + 0.000194110457220999*sqrt(114114)),aF*((chi + 1.3228756555323)*(-0.000177853625303564*sqrt(114114) + 0.000847791153765142*sqrt(5005) + 0.0275191355001782*sqrt(11) + 0.00230041875947118*sqrt(69069)) + 0.0185769810879837*sqrt(4186)),0,aF*(chi + 1.3228756555323)*(-0.00077011868605929*sqrt(935) - 1.17437676239272e-5*sqrt(176358) + 0.00393766899272312*sqrt(17)),aF*(chi + 1.3228756555323)*(-0.017401800555077*sqrt(17) - 0.000603376177847613*sqrt(935) + 0.000537246330877824*sqrt(176358)),aF*((chi + 1.3228756555323)*(-2.38366387146351e-5*sqrt(176358) + 0.00954892974514208*sqrt(17) + 0.00213160829793108*sqrt(935)) - 0.000173870410852402*sqrt(782782)),0,0,0,0
0,0,0,0.00761862432325525*sqrt(858)*aF*(chi + 1.3228756555323),0.00566111592893093*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0222396618547627*sqrt(858)*(chi + 1.3228756555323) - 0.00332899051021786*sqrt(11362)),0,0,aF*(-0.00150976087526505*sqrt(69069) + 0.000522032881174481*sqrt(114114))*(chi + 1.3228756555323),0,0,0,0.000946600266688198*sqrt(176358)*aF*(chi + 1.3228756555323),0,0,0,0
0,-0.00130065353333909*sqrt(858)*aF*(chi + 1.3228756555323),-0.00506609129081444*sqrt(858)*aF*(chi + 1.3228756555323),0.00348339232949263*sqrt(858)*aF*(chi + 1.3228756555323),-0.00357463191882514*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.0516018367174217*sqrt(858)*(chi + 1.3228756555323) - 0.0166449544463371*sqrt(11362)),aF*(chi + 1.3228756555323)*(-0.000457927604673885*sqrt(69069) - 0.000108427439701299*sqrt(114114) - 0.00894738964317845*sqrt(11) - 0.000393779083988893*sqrt(5005)),aF*(chi + 1.3228756555323)*(-0.0587485012376704*sqrt(11) - 2.15869046313231e-5*sqrt(69069) + 8.85961449099437e-5*sqrt(114114) + 0.000696109524566427*sqrt(5005)),0,aF*(chi + 1.3228756555323)*(0.00323316524152337*sqrt(17) + 0.00164406758274853*sqrt(935) + 0.000194640147582591*sqrt(176358)),aF*(chi + 1.3228756555323)*(-0.000381080433628149*sqrt(176358) - 0.0142883763969424*sqrt(17) + 0.0012881017330952*sqrt(935)),aF*(chi + 1.3228756555323)*(-0.00455060780264778*sqrt(935) - 6.17888923416996e-6*sqrt(176358) + 0.00784049339921571*sqrt(17)),0,0,0,0
aF*(0.000180453471326101*sqrt(114114) + 0.0344619265701183*sqrt(11))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.04494709088813*sqrt(11) - 0.000163762064371343*sqrt(114114) - 0.000189861267825126*sqrt(69069) + 1.06476117686037e-5*sqrt(5005)) - 0.00556456742126767*sqrt(4186)),aF*((chi + 1.3228756555323)*(-0.000311925222107688*sqrt(114114) - 8.3409735639091e-5*sqrt(5005) + 0.0475376263694165*sqrt(11) + 0.00148729647913759*sqrt(69069)) + 0.0132111000317713*sqrt(4186)),aF*(chi + 1.3228756555323)*(-0.000297658746968261*sqrt(69069) - 0.00199108660255665*sqrt(11) + 0.000227834470070766*sqrt(5005) + 0.000219735104494423*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00127250932542311*sqrt(69069) - 0.000479583115086635*sqrt(5005) + 0.0041911636374301*sqrt(11) + 0.000194110433751891*sqrt(114114)),0,aF*(chi + 1.3228756555323)*(-0.000457927576580472*sqrt(69069) - 0.000108427405662458*sqrt(114114) - 0.00894739589532105*sqrt(11) - 0.000393779061993923*sqrt(5005)),aF*(0.00763882591184682*sqrt(858)*(chi + 1.3228756555323) + 0.00558758447562591*sqrt(4485)),0.00121301061362432*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00682214339755242*sqrt(1326) - 0.000165109842439897*sqrt(72930))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(0.00014070870038749*sqrt(3570) + 9.27988804800738e-5*sqrt(72930) + 0.00330467772258155*sqrt(1326)) + 0.00136015666089925*sqrt(90321)),aF*((chi + 1.3228756555323)*(-0.000621836102788787*sqrt(3570) + 0.000141126105599832*sqrt(72930) + 0.00817190819187296*sqrt(1326)) + 0.00209347667555253*sqrt(90321)),aF*(chi + 1.3228756555323)*(0.000204050146249839*sqrt(1326) + 3.60245609190472e-5*sqrt(72930) + 0.000341221544272365*sqrt(3570)),aF*((-0.00202208034691593*sqrt(12903) + 0.000537923655226538*sqrt(7293))*(chi + 1.3228756555323) - 0.044400884795639*sqrt(510)),0,0,0
0,aF*(chi + 1.3228756555323)*(-8.9501427383994e-6*sqrt(69069) - 1.88224945115778e-5*sqrt(5005) + 6.72428176059045e-5*sqrt(114114) + 0.0142581249699481*sqrt(11)),aF*(chi + 1.3228756555323)*(0.000147448960893587*sqrt(5005) + 7.01118028710364e-5*sqrt(69069) + 0.000128871115846391*sqrt(114114) + 0.0135148090995176*sqrt(11)),aF*((chi + 1.3228756555323)*(-0.000362974849480501*sqrt(114114) - 0.0130734540586732*sqrt(11) - 0.000402758210540729*sqrt(5005) + 0.000201257073543873*sqrt(69069)) - 0.0025406341247982*sqrt(4186)),aF*((chi + 1.3228756555323)*(-0.00017785367396005*sqrt(114114) + 0.000847791105436533*sqrt(5005) + 0.0275191371364597*sqrt(11) + 0.00230041884442447*sqrt(69069)) + 0.0185769793818028*sqrt(4186)),aF*(-0.00150976129591506*sqrt(69069) + 0.000522032926570053*sqrt(114114))*(chi + 1.3228756555323),aF*(chi + 1.3228756555323)*(-0.0587485089960635*sqrt(11) - 2.1586905118634e-5*sqrt(69069) + 8.85961619776715e-5*sqrt(114114) + 0.000696109549656021*sqrt(5005)),0.0012130108022589*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00618068776012864*sqrt(858)*(chi + 1.3228756555323) + 0.00240844119766392*sqrt(4485)),0,aF*(chi + 1.3228756555323)*(-0.00259467467386404*sqrt(1326) - 8.54572966200425e-5*sqrt(72930) - 0.000248740168061377*sqrt(3570)),aF*(chi + 1.3228756555323)*(-0.00690437109849322*sqrt(1326) - 6.69544810912708e-5*sqrt(72930) + 0.00109926121333195*sqrt(3570)),aF*((chi + 1.3228756555323)*(-0.000603200115094066*sqrt(3570) + 0.000236536894756007*sqrt(72930) + 0.012044021109483*sqrt(1326)) + 0.00270999166223365*sqrt(90321)),aF*(-0.000950923832785625*sqrt(7293) + 0.00357456649048969*sqrt(12903))*(chi + 1.3228756555323),0,0,0
aF*((-0.000607353099044002*sqrt(176358) - 0.00160646942837997*sqrt(935))*(chi + 1.3228756555323) + 0.00146188793684002*sqrt(782782)),aF*(0.00219647020603412*sqrt(935) + 0.000274196270753047*sqrt(176358))*(chi + 1.3228756555323),aF*(-0.00212005383155041*sqrt(935) + 0.00051901783937852*sqrt(176358))*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00682214426709089*sqrt(1326) - 0.000165109819000207*sqrt(72930))*(chi + 1.3228756555323),0,aF*(-0.0162640900646002*sqrt(858)*(chi + 1.3228756555323) + 0.00548155769447392*sqrt(26565)),-0.000323340803910357*sqrt(858)*aF*(chi + 1.3228756555323),-0.00269334433530846*sqrt(858)*aF*(chi + 1.3228756555323),0,aF*(0.000468134584093447*sqrt(2145) + 0.000164995693538121*sqrt(69069))*(chi + 1.3228756555323),aF*((-0.00111528173499843*sqrt(124410) - 8.35609342342405e-5*sqrt(164703))*(chi + 1.3228756555323) + 0.00462870417888589*sqrt(154077)),aF*(-8.23621709809548e-6*sqrt(124410) + 0.000124342665622958*sqrt(164703))*(chi + 1.3228756555323),0
