aF*(0.0148555124923847*sqrt(858)*(chi + 1.3228756555323) - 0.0605712271595137*sqrt(858)),-0.00357982628084292*sqrt(858)*aF*(chi + 1.3228756555323),0.00958344607924137*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,aF*(0.00346501465735996*sqrt(3315) + 0.00326684739537849*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,aF*((-0.00733280022911208*sqrt(2431) - 0.0108913962893727*sqrt(442))*(chi + 1.3228756555323) + 0.119434420519309*sqrt(442)),aF*(0.0015528468258004*sqrt(442) + 0.00191200551530972*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.0027577839652386*sqrt(442) + 0.00537281837417179*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0035798268673466*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0141645361897562*sqrt(858)*(chi + 1.3228756555323) + 0.0501533971221902*sqrt(858)),aF*(-0.00191571463206673*sqrt(858)*(chi + 1.3228756555323) - 0.00867820038045206*sqrt(858)),-0.00376992265438729*sqrt(858)*aF*(chi + 1.3228756555323),0.00909851214487745*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,-0.00277210940862599*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*((-0.00090429639698904*sqrt(6630) - 0.00095915305363496*sqrt(3315))*(chi + 1.3228756555323) - 0.00555212833669251*sqrt(6630)),aF*(0.00320696697665392*sqrt(3315) + 0.003023557593463*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*(0.0026251067421333*sqrt(442) + 0.00273361572029594*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00670158306079221*sqrt(2431) - 0.0104282366512298*sqrt(442) - 1.76141968371746e-6*sqrt(221)) - 0.0980772565344682*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00196926911082464*sqrt(2431) + 0.00010615621402113*sqrt(221) + 0.000842896732256689*sqrt(442)) - 0.010595421694843*sqrt(442)),aF*(chi + 1.3228756555323)*(1.41993452207204e-5*sqrt(221) + 0.00142153305647843*sqrt(442) + 0.00213795838199315*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00236793046686428*sqrt(442) - 2.00356186111117e-5*sqrt(221) + 0.00481205000943886*sqrt(2431)),aF*(chi + 1.3228756555323)*(-6.90682845683907e-5*sqrt(442) - 6.72995867274523e-5*sqrt(221) + 7.35676932198907e-5*sqrt(2431)),0,0,0,0,aF*(chi + 1.3228756555323)*(-2.28659876885891e-5*sqrt(221) + 0.00117697839795993*sqrt(442) + 0.00126155723703926*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00958344647807488*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00191571646702166*sqrt(858)*(chi + 1.3228756555323) - 0.00867820038045206*sqrt(858)),aF*(-0.00996314156627596*sqrt(858)*(chi + 1.3228756555323) - 0.0501533971221902*sqrt(858)),0.00460270939817708*sqrt(858)*aF*(chi + 1.3228756555323),0.00347779487791464*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,-0.00637011048827477*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*((0.00406022044441672*sqrt(3315) + 0.00382801143134599*sqrt(6630))*(chi + 1.3228756555323) + 0.0330272752947303*sqrt(6630)),aF*(-0.00117239165194285*sqrt(6630) - 0.00124350895561557*sqrt(3315))*(chi + 1.3228756555323),0,0,0,aF*(-0.00118959999272389*sqrt(2431) + 0.00677006178956938*sqrt(442))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.000834917746811709*sqrt(442) + 0.000127412329178211*sqrt(2431) + 0.000426400502389642*sqrt(221)) - 0.0032663565301784*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.025698056748668*sqrt(221) - 0.000713418110653439*sqrt(2431) + 0.00833713716905182*sqrt(442)) - 0.0632208740610482*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00343734545020013*sqrt(221) + 0.000224612459123315*sqrt(442) + 0.00151000295078977*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000729615926084379*sqrt(442) + 0.000497998252812876*sqrt(2431) + 0.00485017734299127*sqrt(221)),aF*(chi + 1.3228756555323)*(0.00210173399400626*sqrt(2431) + 0.00653512950140676*sqrt(442) + 0.0162917320934197*sqrt(221)),0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00215546889419095*sqrt(2431) - 0.000456376144266696*sqrt(442) + 0.00553534670253731*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00376992270468215*sqrt(858)*aF*(chi + 1.3228756555323),0.00460271003418768*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0113979726003044*sqrt(858)*(chi + 1.3228756555323) + 0.0396672754479693*sqrt(858)),aF*(-0.00367599385717979*sqrt(858)*(chi + 1.3228756555323) - 0.0150499807495466*sqrt(858)),-0.00366028666124331*sqrt(858)*aF*(chi + 1.3228756555323),0.00936784166938481*sqrt(858)*aF*(chi + 1.3228756555323),0,0.00327775396237425*sqrt(858)*aF*(chi + 1.3228756555323),-0.00232537101178582*sqrt(858)*aF*(chi + 1.3228756555323),-0.00325607317481908*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(0.00197159183718768*sqrt(3315) + 0.00185883422099498*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00159371115342505*sqrt(6630) - 0.00169038511002921*sqrt(3315))*(chi + 1.3228756555323) - 0.00962201985347043*sqrt(6630)),aF*(0.00311925792667082*sqrt(3315) + 0.00294086459331855*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.00099806912619803*sqrt(6630) - 0.0010586124192662*sqrt(3315))*(chi + 1.3228756555323),0,0,aF*(chi + 1.3228756555323)*(-0.000178434578899717*sqrt(221) + 0.00301242247737237*sqrt(442) + 0.00308852881318371*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000991909056084471*sqrt(2431) + 0.00200957239181175*sqrt(442) + 0.0107537911160796*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.00460026994848249*sqrt(2431) - 0.00970595910717632*sqrt(442) + 0.00142257933285708*sqrt(221)) - 0.0764927979522502*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0022662691730442*sqrt(2431) - 0.00173804017401083*sqrt(221) + 0.000876539809358792*sqrt(442)) - 0.0185612892207737*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0068251781654027*sqrt(221) + 0.00205169973133815*sqrt(442) + 0.00128887815937846*sqrt(2431)) + 2.5298871424091e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(3.2416671358527e-5*sqrt(221) + 0.000841310453604785*sqrt(442) + 0.00260373287922112*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00184457093183708*sqrt(442) - 6.49576669691034e-5*sqrt(221) + 0.00435740930507011*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000234526566658358*sqrt(442) - 0.000199376077584992*sqrt(221) + 0.00029230322370966*sqrt(2431)),0,aF*(chi + 1.3228756555323)*(-0.0019986565712534*sqrt(2431) - 0.00231636044609682*sqrt(221) - 0.000490008763171687*sqrt(442)),aF*(chi + 1.3228756555323)*(-4.77134522674319e-5*sqrt(221) + 0.00092753436864913*sqrt(442) + 0.000776802149411998*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00142157306341629*sqrt(2431) - 3.47047994683916e-5*sqrt(221) + 0.000820605437097455*sqrt(442)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00909851322825693*sqrt(858)*aF*(chi + 1.3228756555323),0.00347779532149589*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0036759949140947*sqrt(858)*(chi + 1.3228756555323) - 0.0150499807495466*sqrt(858)),aF*(-0.00897660758362881*sqrt(858)*(chi + 1.3228756555323) - 0.0396672754479693*sqrt(858)),0.00569058089851507*sqrt(858)*aF*(chi + 1.3228756555323),0.00416024669506254*sqrt(858)*aF*(chi + 1.3228756555323),0,0.000609699695799782*sqrt(858)*aF*(chi + 1.3228756555323),-0.0043761171343691*sqrt(858)*aF*(chi + 1.3228756555323),0.00207414857318459*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00143945082158934*sqrt(6630) - 0.00152676765188533*sqrt(3315))*(chi + 1.3228756555323),aF*((0.00376470371780142*sqrt(3315) + 0.00354939635282749*sqrt(6630))*(chi + 1.3228756555323) + 0.0261365937452545*sqrt(6630)),aF*(-0.00131848582541977*sqrt(6630) - 0.00139846641991304*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.000628442210094222*sqrt(6630) - 0.000666563633427459*sqrt(3315))*(chi + 1.3228756555323),0,0,aF*(chi + 1.3228756555323)*(-0.00117155491323823*sqrt(2431) - 0.000138415187975243*sqrt(221) + 0.00682405168585103*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00183891095830532*sqrt(442) + 0.000730443626116468*sqrt(2431) + 0.00834192580808685*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.000719263586350998*sqrt(2431) - 0.000685726040106971*sqrt(442) + 0.00231906108831142*sqrt(221)) - 0.00583411353904152*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0237299138410495*sqrt(221) - 0.000385096624860901*sqrt(2431) + 0.00805953194930115*sqrt(442)) - 0.0491537811069285*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0047092149511726*sqrt(221) - 0.00181154630129672*sqrt(442) - 0.000615444405203728*sqrt(2431)) - 0.0235930468665697*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00246299169508307*sqrt(221) + 7.43123590629282e-5*sqrt(442) + 0.00152842615682388*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000353879120568195*sqrt(442) + 0.000729493794008241*sqrt(2431) + 0.00493542944330677*sqrt(221)),aF*(chi + 1.3228756555323)*(0.00194399268131928*sqrt(2431) + 0.0059220630043401*sqrt(442) + 0.0151484283459875*sqrt(221)),0,aF*(chi + 1.3228756555323)*(-0.00179684604039166*sqrt(221) - 0.000684480506300211*sqrt(442) + 0.00124807651216208*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00130738976329407*sqrt(2431) - 0.000341268985013824*sqrt(442) + 0.0036252283702631*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00052664041781294*sqrt(442) + 0.000166747192355163*sqrt(2431) + 0.00263684176344921*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00366028651365606*sqrt(858)*aF*(chi + 1.3228756555323),0.00569057906043345*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0105486724812222*sqrt(858)*(chi + 1.3228756555323) + 0.0288949961541771*sqrt(858)),aF*(-0.00568879277755669*sqrt(858)*(chi + 1.3228756555323) - 0.0214921777460119*sqrt(858)),0.00760125093323731*sqrt(858)*aF*(chi + 1.3228756555323),0,0.00338427220414076*sqrt(858)*aF*(chi + 1.3228756555323),-0.000593777600751713*sqrt(858)*aF*(chi + 1.3228756555323),-0.0022253991973301*sqrt(858)*aF*(chi + 1.3228756555323),-0.00377214849755613*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(0.00235539449487781*sqrt(3315) + 0.00222068682701766*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00279553854686458*sqrt(6630) - 0.0029651168518827*sqrt(3315))*(chi + 1.3228756555323) - 0.0135848617227308*sqrt(6630)),aF*(0.000134974582347043*sqrt(3315) + 0.000127255510750715*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.000912386527449988*sqrt(6630) - 0.000967732228064401*sqrt(3315))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.000778652778795603*sqrt(221) + 0.00365279456408083*sqrt(442) + 0.00353511292622015*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00142683537217184*sqrt(2431) + 0.00231682654660302*sqrt(442) + 0.0143373153363385*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000374874719599023*sqrt(221) - 6.33822368158947e-5*sqrt(442) + 0.000224142120396213*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00929539425398166*sqrt(442) - 0.00244456275087133*sqrt(2431) + 0.0014520436986826*sqrt(221)) - 0.0542989496129724*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0036142272652935*sqrt(2431) - 0.00245818125438016*sqrt(221) + 0.00145577167864584*sqrt(442)) - 0.0266998830201439*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00985884623484732*sqrt(221) + 0.00240848117092012*sqrt(442) + 0.00254484764308266*sqrt(2431)) - 3.26804932941878e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00112067019744444*sqrt(442) - 0.00062508633268448*sqrt(221) + 0.00417003226235123*sqrt(2431)),0,aF*(chi + 1.3228756555323)*(-0.0023338991872204*sqrt(2431) - 0.00234596749254469*sqrt(221) - 0.00048343914357549*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00170636010431175*sqrt(221) - 0.000516392113796386*sqrt(442) + 0.00156001403277965*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00063012735453417*sqrt(2431) - 0.000130840750620768*sqrt(221) + 0.0010946031793178*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000169581380746735*sqrt(2431) + 8.8812170638846e-5*sqrt(221) + 9.29197787653071e-5*sqrt(442)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00936784176945141*sqrt(858)*aF*(chi + 1.3228756555323),0.00416024652120967*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00568879318296305*sqrt(858)*(chi + 1.3228756555323) - 0.0214921777460119*sqrt(858)),aF*(-0.00597033524689824*sqrt(858)*(chi + 1.3228756555323) - 0.0288949961541771*sqrt(858)),0.00799068543101396*sqrt(858)*aF*(chi + 1.3228756555323),0,0.000854152682649028*sqrt(858)*aF*(chi + 1.3228756555323),-0.00286017311041727*sqrt(858)*aF*(chi + 1.3228756555323),-0.00306584513888168*sqrt(858)*aF*(chi + 1.3228756555323),0.00199607989567918*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(-0.00169193761148219*sqrt(6630) - 0.00179457048559605*sqrt(3315))*(chi + 1.3228756555323),aF*((0.00317854894130793*sqrt(3315) + 0.00299676547552793*sqrt(6630))*(chi + 1.3228756555323) + 0.0192619774156899*sqrt(6630)),aF*(0.00116238893353883*sqrt(3315) + 0.00109591076605786*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.000484458081577917*sqrt(6630) - 0.000513845267081768*sqrt(3315))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00126158274945039*sqrt(2431) - 0.000603992900470276*sqrt(221) + 0.00794653940636588*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.0026830582338787*sqrt(442) + 0.000907320303434404*sqrt(2431) + 0.0111213070970434*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000290786439565293*sqrt(221) + 6.43637756269899e-5*sqrt(442) + 0.0031409686093719*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00159797733773543*sqrt(2431) + 0.00051765266709416*sqrt(442) + 0.00458942920767113*sqrt(221)) - 0.0092983403533665*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0198712560553929*sqrt(221) + 0.000787539087118974*sqrt(2431) + 0.00811056749614334*sqrt(442)) - 0.0339666827085142*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00628099329118189*sqrt(221) - 0.00157726571991788*sqrt(2431) - 0.00250827067568856*sqrt(442)) - 0.0376045076194933*sqrt(442)),aF*(chi + 1.3228756555323)*(0.00483251705024801*sqrt(442) + 0.00266482441342218*sqrt(2431) + 0.0147797088687795*sqrt(221)),0,aF*(chi + 1.3228756555323)*(-0.00181974270023507*sqrt(221) - 0.000673118463386263*sqrt(442) + 0.00140353775133263*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00113988112879479*sqrt(2431) - 0.00132360586992853*sqrt(221) - 0.000511650871985951*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000500956165275777*sqrt(2431) - 0.000667353121513758*sqrt(442) + 0.00309363379301982*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00209989877783661*sqrt(221) - 0.000943789044225293*sqrt(442) - 0.000222378873217417*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00760125091046512*sqrt(858)*aF*(chi + 1.3228756555323),0.00799068581644897*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0137258822864566*sqrt(858)*(chi + 1.3228756555323) - 0.0328815223471468*sqrt(858)),0,0,0,0.0040127076168749*sqrt(858)*aF*(chi + 1.3228756555323),-0.00451800486273759*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(-0.000440147383188845*sqrt(6630) - 0.000466846317721713*sqrt(3315))*(chi + 1.3228756555323),0,aF*(0.00182194171887353*sqrt(3315) + 0.00171774307915191*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00532868958235444*sqrt(221) + 0.00118127291591821*sqrt(2431) + 0.0141358108468038*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00445357842590604*sqrt(442) - 0.000430716990291534*sqrt(2431) + 0.0276420701769216*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00210250828221919*sqrt(221) + 0.000261042379995602*sqrt(442) + 0.00468309112768665*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.0234877308427651*sqrt(221) - 0.0043839824652426*sqrt(2431) - 0.000421798856994039*sqrt(442)) - 0.0615181324641036*sqrt(442)),0,0,0,aF*(chi + 1.3228756555323)*(-0.00491636462542394*sqrt(221) - 0.00147841125353473*sqrt(442) - 9.365186052514e-5*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000698852133892264*sqrt(2431) + 0.000288302454180233*sqrt(442) + 0.00333713320937361*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0027721107068406*sqrt(858)*aF*(chi + 1.3228756555323),-0.00637011151849504*sqrt(858)*aF*(chi + 1.3228756555323),0.00327775411151809*sqrt(858)*aF*(chi + 1.3228756555323),0.000609700428704941*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(0.0089544709400465*sqrt(858)*(chi + 1.3228756555323) - 0.0398039497619233*sqrt(858)),-0.00381197396331364*sqrt(858)*aF*(chi + 1.3228756555323),0.0112125808453855*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00268274107595843*sqrt(6630) - 0.00284547623144905*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.000111999958408412*sqrt(6630) - 0.000118793861010575*sqrt(3315))*(chi + 1.3228756555323),0,aF*(0.00375846695317589*sqrt(3315) + 0.00354351667433454*sqrt(6630))*(chi + 1.3228756555323),0,0,aF*(chi + 1.3228756555323)*(0.00024935311011873*sqrt(221) + 0.00211414086706045*sqrt(442) + 0.00217849846266072*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.015027867787155*sqrt(221) - 0.00309980974319017*sqrt(442) + 0.00122666416097356*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00190623301949429*sqrt(2431) - 0.00201011202790902*sqrt(221) - 0.00041125797219576*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00202472257908428*sqrt(2431) + 0.000849361442964126*sqrt(442) + 0.00283631655761307*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00166671123167374*sqrt(2431) - 0.00300576019455348*sqrt(442) + 0.00952717936294349*sqrt(221)),0,0,0,0,aF*((chi + 1.3228756555323)*(-0.0093009300344253*sqrt(442) - 0.00329977785470499*sqrt(2431) + 0.00323699411264264*sqrt(221)) + 0.0763038541425374*sqrt(442)),aF*(0.00122806677467939*sqrt(442) + 0.00209917900942526*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00261399330780903*sqrt(442) + 0.00526558489743388*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00232537087179156*sqrt(858)*aF*(chi + 1.3228756555323),-0.00437611599918683*sqrt(858)*aF*(chi + 1.3228756555323),0.00338427215651031*sqrt(858)*aF*(chi + 1.3228756555323),0.000854153118852091*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.00381197430258982*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0107973175859711*sqrt(858)*(chi + 1.3228756555323) + 0.0293160844806892*sqrt(858)),aF*(-0.00142695716485137*sqrt(858)*(chi + 1.3228756555323) - 0.00883187787551745*sqrt(858)),-0.00266983369560428*sqrt(858)*aF*(chi + 1.3228756555323),0.0095533282746286*sqrt(858)*aF*(chi + 1.3228756555323),-0.00317627407281684*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(-0.00195957293790214*sqrt(6630) - 0.00207844082055356*sqrt(3315))*(chi + 1.3228756555323),aF*(-0.000139974110210911*sqrt(6630) - 0.000148464521651349*sqrt(3315))*(chi + 1.3228756555323),aF*((-0.00119102227472238*sqrt(6630) - 0.00126326966488799*sqrt(3315))*(chi + 1.3228756555323) - 0.00552272503707842*sqrt(6630)),aF*(0.00278505175480953*sqrt(3315) + 0.00262577210792661*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(0.000613618409734627*sqrt(221) + 0.00192084583123565*sqrt(442) + 0.00193100574188854*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0112985413731598*sqrt(221) - 0.00248446747861153*sqrt(442) + 0.000826611956054643*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000166662093662866*sqrt(2431) + 6.36355191512031e-5*sqrt(442) + 0.000295420546300329*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00203037081364636*sqrt(2431) - 0.00125604185130866*sqrt(221) - 0.00021298044083072*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00209651632519541*sqrt(2431) + 0.000540098181205225*sqrt(442) + 0.00251690086789562*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00150936195985523*sqrt(2431) - 0.0022168837072317*sqrt(442) + 0.00772518235530184*sqrt(221)),0,aF*(0.00340385972933523*sqrt(442) + 0.00337820396173413*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00921510298832348*sqrt(442) - 0.00354423557171139*sqrt(2431) + 0.00183560113657363*sqrt(221)) - 0.0540887361680728*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00358800703754774*sqrt(2431) + 0.00157907094597418*sqrt(221) + 0.00139520732728157*sqrt(442)) - 0.0105810557516649*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000810615959977284*sqrt(442) - 4.02859749304915e-5*sqrt(221) + 0.00413452757784143*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000349136576376712*sqrt(442) - 0.000206585849900216*sqrt(221) + 0.000346827233849435*sqrt(2431)),aF*(chi + 1.3228756555323)*(-5.07623825759753e-5*sqrt(221) + 0.000889652257224375*sqrt(442) + 0.000963677761313656*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
