-5.01422303612783e-14*v3,-2.11871469464705e-8*v3,5.56023353623141e-7*v3,-5.14042103902325e-8*v3,-2.7117383113638e-7*v3,-6.23707697465076e-8*v3,3.71585751037391e-15*v3,5.1075415292737e-16*v3,3.53831290609063e-15*v3,0,5.91547686948308e-8*v3,2.36148434382125e-8*v3,8.81220019578366e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.11871469464705e-8*v3,-0.00911660205534481*v3,0.23925086369339*v3,-0.0302301540497557*v3,-0.113237088698597*v3,-0.021994652262243*v3,-2.17870148878483e-8*v3,-8.77510404384278e-8*v3,-2.68164268679337e-8*v3,3.9559988355401e-16*v3,0.0358922158469843*v3,0.00915676021521207*v3,0.0341698298986536*v3,-3.87944335190843e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.56023353623141e-7*v3,0.23925086369339*v3,-6.27876213426084*v3,0.793336624654734*v3,2.97173163792675*v3,0.57722300442964*v3,5.00844626834876e-8*v3,2.2377989766699e-7*v3,3.84348144071111e-8*v3,4.33044420633069e-15*v3,-0.941926759641055*v3,-0.240305724361148*v3,-0.896733386506535*v3,-1.17790473874356e-7*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.14042103902325e-8*v3,-0.0302301540497557*v3,0.793336624654734*v3,-4.11594916582475*v3,0.872289890794128*v3,0.193687940978035*v3,1.6295659906303*v3,-0.152159176715288*v3,0.0169565660035095*v3,-3.27584248158451e-7*v3,5.37586764206819*v3,-1.46924145487216*v3,-2.10190556131998*v3,-0.224268357422988*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.7117383113638e-7*v3,-0.113237088698597*v3,2.97173163792675*v3,0.872289890794128*v3,-6.91668704178858*v3,0.552715390155988*v3,2.55024828217076*v3,0.849171684989168*v3,-0.023563653503874*v3,-1.81453591759148e-8*v3,-0.276188424602776*v3,-0.354241788586632*v3,2.93681674030335*v3,-0.510895376406033*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.23707697465076e-8*v3,-0.021994652262243*v3,0.57722300442964*v3,0.193687940978035*v3,0.552715390155988*v3,-9.80488207032885*v3,1.08761015995162*v3,4.05209032673431*v3,1.13000435054182*v3,-2.33517782451036e-7*v3,-0.391458143070753*v3,-0.382174198502704*v3,-1.8263587937523*v3,-1.2282199668763*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.71585751037391e-15*v3,-2.17870148878483e-8*v3,5.00844626834876e-8*v3,1.6295659906303*v3,2.55024828217076*v3,1.08761015995162*v3,-7.52206490388924*v3,2.09493091127873*v3,0.180838818397692*v3,3.10501511466488*v3,-2.68300324908816*v3,4.78920983920443*v3,1.74819431480456*v3,-1.30014817399832*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1075415292737e-16*v3,-8.77510404384278e-8*v3,2.2377989766699e-7*v3,-0.152159176715288*v3,0.849171684989168*v3,4.05209032673431*v3,2.09493091127873*v3,-13.3630737434083*v3,1.647057058451*v3,4.13908577630269*v3,0.0422298356165359*v3,-2.75918300674667*v3,0.930567524040618*v3,2.39993140066782*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53831290609063e-15*v3,-2.68164268679337e-8*v3,3.84348144071111e-8*v3,0.0169565660035095*v3,-0.023563653503874*v3,1.13000435054182*v3,0.180838818397692*v3,1.647057058451*v3,-8.3032426225225*v3,4.59578662729575*v3,-0.0227906478846652*v3,0.100225437154726*v3,-0.738350476906441*v3,-4.2123231774766*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.9559988355401e-16*v3,4.33044420633069e-15*v3,-3.27584248158451e-7*v3,-1.81453591759148e-8*v3,-2.33517782451036e-7*v3,3.10501511466488*v3,4.13908577630269*v3,4.59578662729575*v3,-12.000001839454*v3,-2.25957557665343e-8*v3,-1.9090851978824*v3,-1.87901809134203*v3,4.89897990700087*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91547686948308e-8*v3,0.0358922158469843*v3,-0.941926759641055*v3,5.37586764206819*v3,-0.276188424602776*v3,-0.391458143070753*v3,-2.68300324908816*v3,0.0422298356165359*v3,-0.0227906478846652*v3,-2.25957557665343e-8*v3,-7.18518493820705*v3,2.09549932175709*v3,2.44670172399201*v3,0.401478725246525*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.36148434382125e-8*v3,0.00915676021521207*v3,-0.240305724361148*v3,-1.46924145487216*v3,-0.354241788586632*v3,-0.382174198502704*v3,4.78920983920443*v3,-2.75918300674667*v3,0.100225437154726*v3,-1.9090851978824*v3,2.09549932175709*v3,-3.65367499552375*v3,-0.34464026137952*v3,0.148422838038254*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
