0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.62091428789826e-16*v3,1.79851034562031e-8*v3,-3.39130420360893e-8*v3,-2.56358476607306e-8*v3,3.11511187434133e-8*v3,-4.23913008213497e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.79851034562031e-8*v3,-0.699999883524027*v3,1.31993266166174*v3,0.997775209925844*v3,-1.21243558843758*v3,1.64991575998648*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3.39130420360893e-8*v3,1.31993266166174*v3,-2.48888931602464*v3,-1.88142329674019*v3,2.28619085660877*v3,-3.11111151852335*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2.56358476607306e-8*v3,0.997775209925844*v3,-1.88142329674019*v3,-1.42222219313897*v3,1.72819767866911*v3,-2.35177902529459*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.11511187434133e-8*v3,-1.21243558843758*v3,2.28619085660877*v3,1.72819767866911*v3,-2.10000042958512*v3,2.85773845455645*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4.23913008213497e-8*v3,1.64991575998648*v3,-3.11111151852335*v3,-2.35177902529459*v3,2.85773845455645*v3,-3.88888924001987*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-1.31755986680238e-15*v3,-2.40057068522732e-10*v3,2.94949641373885e-8*v3,9.5890223363181e-9*v3,-2.90577907949984e-8*v3,1.71113625698792e-15*v3,-1.27694500108194e-8*v3,2.16232729737111e-9*v3,2.44819464330063e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-2.40057068522732e-10*v3,-0.000165217418800665*v3,0.0202995607311169*v3,-0.00106690117136905*v3,-0.0150485795780424*v3,4.04679260498268e-8*v3,0.00164092169935449*v3,0.000829288289043465*v3,0.00938945776617887*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.94949641373885e-8*v3,0.0202995607311169*v3,-2.49412058894992*v3,0.131080609615583*v3,1.84895495279768*v3,-7.22047837674897e-8*v3,-0.201606113858222*v3,-0.101893942758499*v3,-1.15364648270204*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
