0,0,0,0,0,0,0,0,0,0,0,0
0,-8.88147104880204e-15*a3,-1.74770525340815e-7*a3,1.46640704405723e-7*a3,-7.88046971889492e-15*a3,2.47473772556278e-7*a3,-1.19978741734015e-7*a3,-6.55797127898159e-8*a3,0,1.09980532501016e-7*a3,0,0
0,-1.74770525340815e-7*a3,-3.43915285655572*a3,2.88561139320996*a3,-3.07722736980352e-7*a3,4.86981503402726*a3,-2.36095445351363*a3,-1.29048446133705*a3,8.74412775483319e-8*a3,2.16420861079494*a3,-7.79151115882601e-8*a3,0
0,1.46640704405723e-7*a3,2.88561139320996*a3,-6.24539207306553*a3,4.70674296853965*a3,-4.08600423625646*a3,5.11878000279384*a3,-0.561691262792088*a3,-2.69612544269537*a3,-4.1692441184327*a3,2.40239988039338*a3,0
0,-7.88046971889492e-15*a3,-3.07722736980352e-7*a3,4.70674296853965*a3,-5.79291469066285*a3,2.19581819288088e-7*a3,-3.86194263712665*a3,2.02396140438005*a3,3.31830848232231*a3,2.89645717263032*a3,-2.95680007124216*a3,0
0,2.47473772556278e-7*a3,4.86981503402726*a3,-4.08600423625646*a3,2.19581819288088e-7*a3,-6.89562210659879*a3,3.34309391769926*a3,1.8273165377758*a3,0,-3.06450329413007*a3,0,0
0,-1.19978741734015e-7*a3,-2.36095445351363*a3,5.11878000279384*a3,-3.86194263712665*a3,3.34309391769926*a3,-4.19540658494051*a3,0.463398885704004*a3,2.21220524593454*a3,3.41668502943513*a3,-1.97119966596768*a3,-1.14926561465545e-7*a3
0,-6.55797127898159e-8*a3,-1.29048446133705*a3,-0.561691262792088*a3,2.02396140438005*a3,1.8273165377758*a3,0.463398885704004*a3,-2.66137561840927*a3,1.70977674255904*a3,2.30449827301055*a3,-2.25395637379597*a3,4.89999981354657*a3
0,0,8.74412775483319e-8*a3,-2.69612544269537*a3,3.31830848232231*a3,0,2.21220524593454*a3,1.70977674255904*a3,-7.50080077804573*a3,-6.54723519708196*a3,8.10932705658371*a3,-9.56382196731556*a3
0,1.09980532501016e-7*a3,2.16420861079494*a3,-4.1692441184327*a3,2.89645717263032*a3,-3.06450329413007*a3,3.41668502943513*a3,2.30449827301055*a3,-6.54723519708196*a3,-7.07679972288538*a3,7.07840041318502*a3,-8.34798740751783*a3
0,0,-7.79151115882601e-8*a3,2.40239988039338*a3,-2.95680007124216*a3,0,-1.97119966596768*a3,-2.25395637379597*a3,8.10932705658371*a3,7.07840041318502*a3,-8.859201470775*a3,10.9567347050736*a3
0,0,0,0,0,0,-1.14926561465545e-7*a3,4.89999981354657*a3,-9.56382196731556*a3,-8.34798740751783*a3,10.9567347050736*a3,-16.3333348080834*a3
