-1.66061341556976e-14*a3,1.64079058996326e-8*a3,-3.11197865500826e-7*a3,-1.01849039076434e-8*a3,1.81187566076512e-7*a3,2.55861351340553e-8*a3,-1.5345928662725e-15*a3,1.43957174950424e-15*a3,-2.91161762828207e-15*a3,0,0,1.48692567714052e-8*a3,-2.26898753923717e-8*a3,-6.84937325011708e-8*a3,0
1.64079058996326e-8*a3,-0.024043647417233*a3,0.456020056342282*a3,-0.0647516091126844*a3,-0.188997489654875*a3,-0.0485934896800935*a3,3.32314470536992e-8*a3,-3.36004299681604e-7*a3,-1.5869752245463e-7*a3,-9.96833404775581e-15*a3,1.14794316807958e-15*a3,0.0698342054040001*a3,0.0144295720567106*a3,0.0435588009922996*a3,-9.89385344521112e-9*a3
-3.11197865500826e-7*a3,0.456020056342282*a3,-8.64903266041538*a3,1.22810286465196*a3,3.58458439018852*a3,0.921660028967423*a3,-3.53829026983581e-7*a3,-2.20257500334374e-7*a3,-1.37755053884551e-7*a3,-1.79299328632972e-14*a3,-4.10293195264159e-15*a3,-1.32450030169608*a3,-0.27367608695457*a3,-0.826144015114026*a3,3.09616494096733e-8*a3
-1.01849039076434e-8*a3,-0.0647516091126844*a3,1.22810286465196*a3,-5.98190864464277*a3,1.50349702997196*a3,0.437563474418208*a3,2.06045662204468*a3,-0.222861471944204*a3,0.0506934086694739*a3,2.26546539637068e-7*a3,1.79449145486647e-8*a3,7.68463817497763*a3,-2.00110339836932*a3,-2.7042204299407*a3,-0.216159231112165*a3
1.81187566076512e-7*a3,-0.188997489654875*a3,3.58458439018852*a3,1.50349702997196*a3,-9.47629374823366*a3,0.888926104794055*a3,3.27082867435437*a3,1.16091290005059*a3,-0.0764146113185007*a3,4.80546389453666e-7*a3,2.31567624067657e-8*a3,-0.365500721670607*a3,-0.12950793043968*a3,3.47214396774805*a3,-0.471527277605898*a3
2.55861351340553e-8*a3,-0.0485934896800935*a3,0.921660028967423*a3,0.437563474418208*a3,0.888926104794055*a3,-14.9658110380554*a3,1.61914028271114*a3,4.9405012724721*a3,2.32117215410561*a3,-5.77466667137675e-7*a3,-1.06792975992566e-7*a3,-0.834550524861473*a3,-0.63101201283366*a3,-2.4581052895877*a3,-0.912695155257898*a3
-1.5345928662725e-15*a3,3.32314470536992e-8*a3,-3.53829026983581e-7*a3,2.06045662204468*a3,3.27082867435437*a3,1.61914028271114*a3,-9.90689427324915*a3,2.5116145039121*a3,0.51684306564631*a3,4.3996420037016*a3,-1.02392274290423*a3,-3.59694757712986*a3,6.59507423037608*a3,2.82193988869237*a3,-1.73960863030305*a3
1.43957174950424e-15*a3,-3.36004299681604e-7*a3,-2.20257500334374e-7*a3,-0.222861471944204*a3,1.16091290005059*a3,4.9405012724721*a3,2.5116145039121*a3,-18.7601555248871*a3,2.47417785075268*a3,5.06154674191133*a3,-0.192687462401307*a3,0.00327867340180795*a3,-3.99328540415302*a3,1.81720879099821*a3,2.20695292264639*a3
-2.91161762828207e-15*a3,-1.5869752245463e-7*a3,-1.37755053884551e-7*a3,0.0506934086694739*a3,-0.0764146113185007*a3,2.32117215410561*a3,0.51684306564631*a3,2.47417785075268*a3,-19.1699867652457*a3,3.89623538558754*a3,3.89431585187577*a3,-0.0672955027766549*a3,0.31718260401094*a3,-1.91283201896021*a3,-3.65917404705229*a3
0,-9.96833404775581e-15*a3,-1.79299328632972e-14*a3,2.26546539637068e-7*a3,4.80546389453666e-7*a3,-5.77466667137675e-7*a3,4.3996420037016*a3,5.06154674191133*a3,3.89623538558754*a3,-11.5816770839251*a3,5.26161446609849*a3,-1.88988231633178e-7*a3,-3.00215318360813*a3,-2.73458963799639*a3,5.51945983220661*a3
0,1.14794316807958e-15*a3,-4.10293195264159e-15*a3,1.79449145486647e-8*a3,2.31567624067657e-8*a3,-1.06792975992566e-7*a3,-1.02392274290423*a3,-0.192687462401307*a3,3.89431585187577*a3,5.26161446609849*a3,-15.7154630645224*a3,-2.18827750463708e-8*a3,0.702584784700739*a3,0.42556950019588*a3,-6.73614311988919*a3
1.48692567714052e-8*a3,0.0698342054040001*a3,-1.32450030169608*a3,7.68463817497763*a3,-0.365500721670607*a3,-0.834550524861473*a3,-3.59694757712986*a3,0.00327867340180795*a3,-0.0672955027766549*a3,-1.88988231633178e-7*a3,-2.18827750463708e-8*a3,-10.2688542695168*a3,2.81759366683462*a3,3.03485856095063*a3,0.412112382576281*a3
-2.26898753923717e-8*a3,0.0144295720567106*a3,-0.27367608695457*a3,-2.00110339836932*a3,-0.12950793043968*a3,-0.63101201283366*a3,6.59507423037608*a3,-3.99328540415302*a3,0.31718260401094*a3,-3.00215318360813*a3,0.702584784700739*a3,2.81759366683462*a3,-5.5743234566105*a3,-0.294150044870287*a3,0.0930266080204809*a3
-6.84937325011708e-8*a3,0.0435588009922996*a3,-0.826144015114026*a3,-2.7042204299407*a3,3.47214396774805*a3,-2.4581052895877*a3,2.82193988869237*a3,1.81720879099821*a3,-1.91283201896021*a3,-2.73458963799639*a3,0.42556950019588*a3,3.03485856095063*a3,-0.294150044870287*a3,-16.8895699881844*a3,9.45005898042811*a3
0,-9.89385344521112e-9*a3,3.09616494096733e-8*a3,-0.216159231112165*a3,-0.471527277605898*a3,-0.912695155257898*a3,-1.73960863030305*a3,2.20695292264639*a3,-3.65917404705229*a3,5.51945983220661*a3,-6.73614311988919*a3,0.412112382576281*a3,0.0930266080204809*a3,9.45005898042811*a3,-12.0359788508505*a3
