-8.543396550105e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.63496544861724e-11*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*(-0.00348657013576902*sqrt(10374) + 7.00826920133495e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-1.15410429008829e-5*sqrt(114114) - 0.000126428606337537*sqrt(494) + 0.000528178411507453*sqrt(10374)) + 0.00381088168732902*sqrt(5187)),aF*((chi + 1.3228756555323)*(3.2915807890567e-6*sqrt(114114) + 0.010045860231621*sqrt(494) + 0.00348989062051195*sqrt(10374)) + 0.0367121575970035*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00595480526661795*sqrt(494) - 4.70900806850729e-5*sqrt(114114) + 0.00017695931720922*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00356494899372358*sqrt(494) - 0.000544807587857216*sqrt(10374) - 1.51107797987864e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-6.13374014725491e-5*sqrt(114114) + 0.0032131585686233*sqrt(494) + 0.00422011146868605*sqrt(10374)),0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.000305049097930987*sqrt(10374) + 6.62225634210927e-5*sqrt(114114) + 0.00821971656125307*sqrt(494)),0,0,0,0,0,0,0,0,aF*((-0.00152147808883797*sqrt(16302) - 0.0171536829140004*sqrt(57))*(chi + 1.3228756555323) - 0.0121122428172714*sqrt(19019)),aF*(0.00477021639561667*sqrt(57) + 0.000423103306982997*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0180875426421376*sqrt(57) + 0.00160430812702758*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.76440574994691e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.51331791011131e-9*sqrt(858)*aF*(chi + 1.3228756555323),6.37329957567183e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,2.01711738376806e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00337052845254743*sqrt(10374) + 5.6754349798794e-5*sqrt(494) + 6.81650688248378e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.0045096302342608*sqrt(494) - 0.000756877051975672*sqrt(10374) - 1.77541842846307e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(6.68873938968979e-6*sqrt(114114) + 0.00239622501389348*sqrt(494) + 0.000538738206810708*sqrt(10374)) + 0.00664805946562251*sqrt(5187)),aF*((chi + 1.3228756555323)*(-4.79461215746506e-6*sqrt(114114) + 0.00894293468161916*sqrt(494) + 0.0034910435294842*sqrt(10374)) + 0.0298152334699164*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.000872621295850316*sqrt(10374) - 0.000672477692100942*sqrt(494) + 1.26241636439698e-5*sqrt(114114)) - 0.00605769739028633*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00702849067068032*sqrt(494) - 5.42472234307636e-5*sqrt(114114) + 0.000142527762520487*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00426388028609543*sqrt(494) - 0.000473676618155654*sqrt(10374) - 2.16501384967808e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-5.88586844105222e-5*sqrt(114114) + 0.00293046237138177*sqrt(494) + 0.0039939810230602*sqrt(10374)),0,0,aF*(chi + 1.3228756555323)*(-0.00368986641930412*sqrt(494) - 3.61847179172722e-5*sqrt(114114) + 0.000458175623949573*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000226180523791623*sqrt(10374) + 4.39186658628289e-5*sqrt(114114) + 0.00538565889082978*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.00174356285201289*sqrt(494) - 0.000365132147074012*sqrt(10374) - 5.40701625042384e-6*sqrt(114114)),0,0,0,0,0,0,aF*(0.00770036266823681*sqrt(57) + 0.000682997966664499*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.00135304654326284*sqrt(16302) - 0.0152547250597545*sqrt(57))*(chi + 1.3228756555323) - 0.00972525040207773*sqrt(19019)),aF*((-0.000566881889072153*sqrt(16302) - 0.00639122633979357*sqrt(57))*(chi + 1.3228756555323) - 0.00259168142007668*sqrt(19019)),aF*(0.00565473337495549*sqrt(57) + 0.000501556971422928*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0162177641522365*sqrt(57) + 0.00143846488478971*sqrt(16302))*(chi + 1.3228756555323),0,aF*(0.00217870277643122*sqrt(57) + 0.000193244102774934*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.23279649692548e-10*sqrt(858)*aF*(chi + 1.3228756555323),-5.33540496932574e-10*sqrt(858)*aF*(chi + 1.3228756555323),1.11631806001735e-9*sqrt(858)*aF*(chi + 1.3228756555323),1.45148975304321e-12*sqrt(858)*aF*(chi + 1.3228756555323),1.08718197394967e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00355249060881569*sqrt(10374) + 0.000206477208930479*sqrt(494) + 7.29172035323029e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00549844139854883*sqrt(494) - 0.000792898076489163*sqrt(10374) - 2.42589333335441e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(1.64094910301601e-5*sqrt(10374) + 3.60516461993174e-5*sqrt(114114) + 0.00497655893981326*sqrt(494)),aF*((chi + 1.3228756555323)*(2.30379247451383e-5*sqrt(114114) + 0.000647387277158573*sqrt(10374) + 0.00493133803969011*sqrt(494)) + 0.00970525630779528*sqrt(5187)),aF*((chi + 1.3228756555323)*(-3.04400340305756e-5*sqrt(114114) + 0.0056906657665377*sqrt(494) + 0.00358404820781045*sqrt(10374)) + 0.0226579625382514*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00112417127653185*sqrt(10374) - 0.00280193281115118*sqrt(494) + 2.1129666323448e-6*sqrt(114114)) - 0.00951625388839461*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00782033949736392*sqrt(494) - 6.11703519974494e-5*sqrt(114114) + 0.000198956863906553*sqrt(10374)),aF*(chi + 1.3228756555323)*(-5.71231863476345e-5*sqrt(114114) + 0.00256665447510314*sqrt(494) + 0.00377532583667604*sqrt(10374)),0,aF*(chi + 1.3228756555323)*(-0.00408034342193595*sqrt(494) - 3.82043396961385e-5*sqrt(114114) + 0.000416635334373327*sqrt(10374)),aF*(chi + 1.3228756555323)*(2.20985677554029e-5*sqrt(114114) + 0.000397597766270144*sqrt(10374) + 0.00411603544670909*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000217987071678707*sqrt(10374) + 2.94417559046728e-5*sqrt(114114) + 0.00342791702924052*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000371336049694371*sqrt(10374) - 0.00105140418439638*sqrt(494) - 2.22241953452257e-7*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.000669487273502013*sqrt(10374) - 0.000582061113649607*sqrt(494) + 9.20199901685651e-6*sqrt(114114)),0,0,0,0,aF*(0.00951951530690082*sqrt(57) + 0.000844350985818083*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00622292859480794*sqrt(57) + 0.00055195431694821*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.000963032165214853*sqrt(16302) - 0.0108575634847734*sqrt(57))*(chi + 1.3228756555323) - 0.00723844989154029*sqrt(19019)),aF*((-0.000970776914182468*sqrt(16302) - 0.0109448844464853*sqrt(57))*(chi + 1.3228756555323) - 0.00417912101165872*sqrt(19019)),aF*(0.014435516616016*sqrt(57) + 0.00128038534444673*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.000426795108004876*sqrt(16302) - 0.00481184031673625*sqrt(57))*(chi + 1.3228756555323),aF*(0.00122002324094454*sqrt(57) + 0.000108212308466495*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00018742917857477*sqrt(16302) - 0.00211314389240197*sqrt(57))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.83251835472568e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.46550084003869e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,6.8326462586768e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00352214947120832*sqrt(10374) + 0.00061899197908133*sqrt(494) + 7.53230858794792e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00591284009109115*sqrt(494) - 0.000486809771323695*sqrt(10374) - 3.34410155773792e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(3.2214152172881e-5*sqrt(10374) + 4.33488250229933e-5*sqrt(114114) + 0.00601817889368234*sqrt(494)),aF*((chi + 1.3228756555323)*(-4.30837047579577e-5*sqrt(114114) + 0.0112133648532538*sqrt(494) + 0.00622164664234584*sqrt(10374)) + 0.0193937756922784*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.0125612907064524*sqrt(494) - 0.00189547476629937*sqrt(10374) - 5.37297624833109e-5*sqrt(114114)) - 0.0130792874293229*sqrt(5187)),0,0,0,aF*(chi + 1.3228756555323)*(-0.00587262187122977*sqrt(494) - 5.03787602478618e-5*sqrt(114114) + 0.000370460056208812*sqrt(10374)),aF*(chi + 1.3228756555323)*(3.9705076500192e-5*sqrt(114114) + 0.000393586214013997*sqrt(10374) + 0.00651336677537216*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.00136291747054344*sqrt(494) - 1.27571954758411e-5*sqrt(114114) + 0.000138974119628375*sqrt(10374)),aF*(-0.00116711465338302*sqrt(10374) + 2.3459891638542e-5*sqrt(114114))*(chi + 1.3228756555323),0,0,0,0,0,aF*(0.0101857170857561*sqrt(57) + 0.000903441129917613*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00736086554586392*sqrt(57) + 0.000652885460207177*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.00280310892014034*sqrt(16302) - 0.0316032529409327*sqrt(57))*(chi + 1.3228756555323) - 0.00723845046766005*sqrt(19019)),0,aF*(-0.000628202831908337*sqrt(16302) - 0.00708258249189183*sqrt(57))*(chi + 1.3228756555323),aF*(0.00163328930202534*sqrt(57) + 0.000144867447338663*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.48647661197961e-11*sqrt(858)*aF*(chi + 1.3228756555323),-3.36974380257121e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,-8.73966815584382e-10*sqrt(858)*aF*(chi + 1.3228756555323),2.28254946194051e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(chi + 1.3228756555323)*(-2.4078739655712e-5*sqrt(114114) + 0.000101244014873455*sqrt(494) + 0.00123472432922265*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000585886082182772*sqrt(10374) - 0.00264408883458833*sqrt(494) - 7.5530584159706e-6*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00984681506228676*sqrt(494) - 7.21982444131331e-5*sqrt(114114) + 1.05654788524069e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000185115944911915*sqrt(10374) + 2.13450071312304e-5*sqrt(114114) + 0.00241075956003694*sqrt(494)),aF*(chi + 1.3228756555323)*(2.00688337141011e-5*sqrt(114114) + 0.000347978952054456*sqrt(10374) + 0.00370196383378648*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000499168068598406*sqrt(10374) + 3.21912412628953e-5*sqrt(114114) + 0.00303089606913994*sqrt(494)),0,0,aF*(-0.00424178605685251*sqrt(10374) + 8.52631253809389e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00201758820556352*sqrt(494) - 2.7679966724929e-5*sqrt(114114) + 0.000643271779710268*sqrt(10374)) + 0.00402285348228023*sqrt(5187)),aF*((chi + 1.3228756555323)*(-5.16702589251179e-5*sqrt(114114) + 0.000492620743404763*sqrt(494) + 0.00274972727600017*sqrt(10374)) + 0.0230435011035208*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00506803966327891*sqrt(494) - 3.80990378855771e-5*sqrt(114114) + 5.21746646708976e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00333218935911632*sqrt(494) - 0.000206289201462985*sqrt(10374) - 2.02136463710415e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-6.57602475360243e-5*sqrt(114114) + 0.00330805394197178*sqrt(494) + 0.00447465929318574*sqrt(10374)),0,aF*(chi + 1.3228756555323)*(-0.00029713300478654*sqrt(10374) + 6.45040306439446e-5*sqrt(114114) + 0.00800640645647292*sqrt(494)),0,0,aF*(0.00523962106771146*sqrt(57) + 0.000464738202063486*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00120420195108273*sqrt(16302) - 0.0135766039897181*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000339045377738957*sqrt(16302) - 0.0038225203375311*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000151986838463326*sqrt(16302) - 0.00171355047546607*sqrt(57))*(chi + 1.3228756555323),0,aF*((-0.000371496257259438*sqrt(16302) - 0.00418838075804686*sqrt(57))*(chi + 1.3228756555323) - 0.00723845046766005*sqrt(19019)),aF*(0.00496258365907007*sqrt(57) + 0.000440165709745326*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0162174607501937*sqrt(57) + 0.00143843778510207*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.86872495349573e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.89471791121193e-10*sqrt(858)*aF*(chi + 1.3228756555323),2.73689839238103e-10*sqrt(858)*aF*(chi + 1.3228756555323),-6.8277333044103e-10*sqrt(858)*aF*(chi + 1.3228756555323),1.70965766066802e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-2.69945258437828e-5*sqrt(114114) + 0.000285001208937973*sqrt(494) + 0.00144661461033742*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000752426683166667*sqrt(10374) - 0.00257896501256113*sqrt(494) - 3.72938361600176e-6*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00719105702524669*sqrt(494) - 5.321951132697e-5*sqrt(114114) + 3.22747880925321e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(9.22374465053781e-5*sqrt(10374) + 4.2886029135169e-5*sqrt(114114) + 0.00611991157947124*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000478431666993086*sqrt(10374) + 3.9073868762508e-5*sqrt(114114) + 0.00402937365822193*sqrt(494)),0,aF*(chi + 1.3228756555323)*(-0.00371933182770841*sqrt(10374) + 0.000162960292115906*sqrt(494) + 7.59527093345777e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00480107989589692*sqrt(494) - 0.000661389800848888*sqrt(10374) - 2.18042106409283e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(7.95700229191385e-6*sqrt(114114) + 0.00305211139710281*sqrt(494) + 0.000714187049341739*sqrt(10374)) + 0.00746310214044729*sqrt(5187)),aF*((chi + 1.3228756555323)*(-6.66302032306608e-5*sqrt(114114) + 0.00131562518514508*sqrt(494) + 0.00379329904458954*sqrt(10374)) + 0.0155796125387849*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00113429308479393*sqrt(10374) + 0.000110711078090401*sqrt(494) + 2.36095124481068e-5*sqrt(114114)) - 0.00611857874253257*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00215864790516115*sqrt(494) - 8.91647301250121e-5*sqrt(114114) + 0.00365079614121263*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00816496663100302*sqrt(494) - 7.07010295684798e-5*sqrt(114114) + 0.000547762088057891*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000379650376785506*sqrt(10374) + 1.83150174167081e-5*sqrt(114114) + 0.00146141149737546*sqrt(494)),0,0,0,aF*(0.00653610794875391*sqrt(57) + 0.000579732186898765*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00100412564118123*sqrt(16302) - 0.0113208717290705*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000344412231712891*sqrt(16302) - 0.00388302475519539*sqrt(57))*(chi + 1.3228756555323),aF*(0.00906039524794402*sqrt(57) + 0.000803628858350051*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.000354590198972205*sqrt(16302) - 0.00399777399201971*sqrt(57))*(chi + 1.3228756555323) - 0.00457799728802967*sqrt(19019)),aF*((-0.000988983927531906*sqrt(16302) - 0.0111501584662026*sqrt(57))*(chi + 1.3228756555323) - 0.00264310822945774*sqrt(19019)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.53293086158179e-10*sqrt(858)*aF*(chi + 1.3228756555323),4.6807945627142e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-3.34400376671291e-5*sqrt(114114) + 0.000530634379257881*sqrt(494) + 0.00185660995262983*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00110048231494995*sqrt(10374) - 0.00312097459445291*sqrt(494) - 6.95602246744507e-7*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00961957821810922*sqrt(494) - 7.1633903404043e-5*sqrt(114114) + 6.51343564667301e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000502125497750596*sqrt(10374) + 0.000109005498024454*sqrt(114114) + 0.0135300452204272*sqrt(494)),aF*(-0.00460205646509401*sqrt(10374) + 9.25048210464196e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00915988364654869*sqrt(494) - 0.000196792203654866*sqrt(114114) + 0.00645887042021505*sqrt(10374)) + 0.0097130058083549*sqrt(5187)),0,0,0,0,0,0,0,aF*(0.0100790564421248*sqrt(57) + 0.000893980331136154*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00154841953934378*sqrt(16302) - 0.0174574266677259*sqrt(57))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(-0.00348657039534267*sqrt(10374) + 7.00826974364189e-5*sqrt(114114))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.00676165801788916*sqrt(858)*(chi + 1.3228756555323) + 0.119042017576005*sqrt(39)),0.00130136425013475*sqrt(858)*aF*(chi + 1.3228756555323),-0.00423022417792573*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353198831024307*sqrt(6006)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,aF*((-0.0663473790290813*sqrt(33) - 0.011880332159201*sqrt(858))*(chi + 1.3228756555323) + 1.25516015631704*sqrt(6)),aF*(0.00729240271132562*sqrt(33) + 0.0031660434186169*sqrt(858))*(chi + 1.3228756555323),aF*(-0.0113003255063099*sqrt(33) + 0.00855339128133299*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(-1.15410658074738e-5*sqrt(114114) - 0.000126428999982967*sqrt(494) + 0.000528178477265035*sqrt(10374)) + 0.00381088065885998*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00337052828229364*sqrt(10374) + 5.67545136864348e-5*sqrt(494) + 6.81650892532832e-5*sqrt(114114)),0,0,0,0,0,0.00130136425006623*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00666027941379212*sqrt(858)*(chi + 1.3228756555323) - 0.100513832631886*sqrt(39)),aF*(0.000977627148260052*sqrt(858)*(chi + 1.3228756555323) + 0.0177414061142261*sqrt(39)),0.00127908267377508*sqrt(858)*aF*(chi + 1.3228756555323),-0.00393737575940118*sqrt(858)*aF*(chi + 1.3228756555323),-1.41905481136955e-5*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0.00103246024152142*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,aF*((-0.00115046047356326*sqrt(6006) - 0.00086472690154329*sqrt(26))*(chi + 1.3228756555323) - 0.0164789802331502*sqrt(273)),aF*(9.0136342367364e-5*sqrt(26) + 0.00318272804753399*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.00047463866926984*sqrt(26) + 5.63059795765214e-5*sqrt(6006))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(0.0160446661936565*sqrt(33) + 0.00505668019547206*sqrt(858))*(chi + 1.3228756555323),aF*((-0.0635159136363043*sqrt(33) - 0.0108224784106177*sqrt(858))*(chi + 1.3228756555323) - 1.04472581786025*sqrt(6)),aF*((-0.00380362097831476*sqrt(858) + 0.00427489927144287*sqrt(33))*(chi + 1.3228756555323) - 0.0873259646242288*sqrt(6)),aF*(0.00639716474448895*sqrt(33) + 0.00360252901430013*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00929121094231272*sqrt(33) + 0.00744341258334471*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00071219401739098*sqrt(33) + 0.000216670549241175*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(0.00536509504877731*sqrt(33) + 0.00195860339871129*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(3.29158081364203e-6*sqrt(114114) + 0.0100458611041751*sqrt(494) + 0.00348989097260531*sqrt(10374)) + 0.0367121579366383*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00450962960717666*sqrt(494) - 0.000756876992824288*sqrt(10374) - 1.77541815527191e-5*sqrt(114114)),0,0,0,0,0,-0.00423022375831382*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.000977627415861035*sqrt(858)*(chi + 1.3228756555323) + 0.0177414061142261*sqrt(39)),aF*(-0.0021407828907407*sqrt(858)*(chi + 1.3228756555323) - 0.0405051855538599*sqrt(39)),-0.00199687347551014*sqrt(858)*aF*(chi + 1.3228756555323),0.000494316474451577*sqrt(858)*aF*(chi + 1.3228756555323),-0.00263146591426063*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0.00283055314653343*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,aF*((-9.25134584881372e-5*sqrt(6006) + 0.0687101829153114*sqrt(26))*(chi + 1.3228756555323) + 0.0871876634698725*sqrt(273)),aF*(-0.00716212778893021*sqrt(26) - 0.000389300639837705*sqrt(6006))*(chi + 1.3228756555323),aF*(0.00165245281438294*sqrt(6006) + 0.0377142306154772*sqrt(26))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.00339562020572283*sqrt(858) + 0.0455589172696035*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00292637136942701*sqrt(33) + 0.00039708349610794*sqrt(858))*(chi + 1.3228756555323) - 0.0515461205567362*sqrt(6)),aF*((-0.055653939163453*sqrt(33) - 0.00352226039821751*sqrt(858))*(chi + 1.3228756555323) - 0.900613020853294*sqrt(6)),aF*(-0.00852393540103937*sqrt(33) + 0.00325935720384543*sqrt(858))*(chi + 1.3228756555323),aF*(0.00190832117880701*sqrt(858) + 0.00974355956241557*sqrt(33))*(chi + 1.3228756555323),aF*(0.025988010796165*sqrt(33) + 0.00608821352123219*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.00456344340171609*sqrt(858) + 0.0138574926625113*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
