-5.03163949649537e-14*v3,-5.80754496550672e-9*v3,4.61462665752429e-7*v3,4.50908646859627e-8*v3,-2.88402686033658e-7*v3,-6.97465726199973e-9*v3,5.0358246367838e-15*v3,-2.77359069710806e-15*v3,5.82027904976536e-17*v3,0,0,-6.16354356397598e-8*v3,8.87988512198313e-9*v3,1.45082147309499e-7*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5.80754496550672e-9*v3,-0.00121114992008393*v3,0.09623669558548*v3,-0.00416276038964778*v3,-0.048902743721803*v3,-0.00218974588686421*v3,1.00317391510359e-7*v3,-1.19547014703689e-7*v3,2.94741675557635e-8*v3,4.84248650782682e-15*v3,2.22533334509523e-15*v3,0.00553515563465082*v3,0.00120869645925886*v3,0.019749265446424*v3,-3.29442927646711e-8*v3,4.27533094141654e-8*v3,-1.36732202707458e-8*v3,0,8.23910455948841e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.61462665752429e-7*v3,0.09623669558548*v3,-7.64686635729229*v3,0.330750871883467*v3,3.88578619047124*v3,0.173982163939886*v3,-1.4330294870455e-8*v3,-1.43010275509345e-7*v3,-1.24094514869047e-7*v3,2.87015561409033e-15*v3,-6.82989696703655e-15*v3,-0.439794248246513*v3,-0.0960487132442087*v3,-1.56927148877165*v3,5.3653297105886e-10*v3,5.62169226183673e-8*v3,7.41767543247025e-8*v3,0,2.30385216128668e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.50908646859627e-8*v3,-0.00416276038964778*v3,0.330750871883467*v3,-4.15526201869346*v3,0.317752215555516*v3,0.018067210685006*v3,2.63892463242099*v3,0.286069360038382*v3,0.000603005126571659*v3,1.09819521336322e-7*v3,2.14885837557876e-7*v3,5.78737735861827*v3,-2.1476255460795*v3,-0.935164376443342*v3,-0.852302688823061*v3,-0.0887172597448452*v3,7.03340179956392e-5*v3,-9.94885222883212e-8*v3,1.57557675036251*v3,1.02827278516786e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.88402686033658e-7*v3,-0.048902743721803*v3,3.88578619047124*v3,0.317752215555516*v3,-7.9300796432156*v3,0.146177626749449*v3,0.561713297281605*v3,3.79865882668797*v3,0.23047007072206*v3,-1.65470655153192e-7*v3,7.13311447514132e-8*v3,-0.142211174310374*v3,-0.355699808241106*v3,3.03632944914336*v3,-0.288288074458278*v3,-1.40131367769773*v3,-0.0312075623033258*v3,-1.24715394906888e-8*v3,-0.0950422334346687*v3,-2.46910918913158e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6.97465726199973e-9*v3,-0.00218974588686421*v3,0.173982163939886*v3,0.018067210685006*v3,0.146177626749449*v3,-10.8328530656382*v3,0.0126585502480473*v3,0.284379602699335*v3,6.35023553742748*v3,-2.08149477103613e-7*v3,-1.47628346257384e-7*v3,-0.0357589972157783*v3,-0.0248135303876276*v3,-0.586301287670976*v3,-0.0069944114192299*v3,-0.208558205345923*v3,-3.60647144449179*v3,2.52072296218017e-7*v3,0.0011580544432244*v3,-1.17901301001712e-7*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.0358246367838e-15*v3,1.00317391510359e-7*v3,-1.4330294870455e-8*v3,2.63892463242099*v3,0.561713297281605*v3,0.0126585502480473*v3,-8.58893109891986*v3,1.21363715940895*v3,0.0658516442172307*v3,3.1566188699164*v3,-0.167154999186854*v3,-3.72198740204351*v3,6.63491104283893*v3,-0.485328286971087*v3,0.798340478251038*v3,-2.01362422123829*v3,-0.0116168450424391*v3,-0.717023669961968*v3,-4.72645158482235*v3,0.807529763488722*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.77359069710806e-15*v3,-1.19547014703689e-7*v3,-1.43010275509345e-7*v3,0.286069360038382*v3,3.79865882668797*v3,0.284379602699335*v3,1.21363715940895*v3,-9.72110308974106*v3,0.511007382285783*v3,3.92149291013019*v3,0.823864087834274*v3,-0.600686789195156*v3,-0.49334944221732*v3,2.58721932352271*v3,-1.61012723574024*v3,2.31106306061117*v3,-0.904733892879387*v3,-1.29731497729204*v3,1.44837290688576*v3,0.922874559543987*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.82027904976536e-17*v3,2.94741675557635e-8*v3,-1.24094514869047e-7*v3,0.000603005126571659*v3,0.23047007072206*v3,6.35023553742748*v3,0.0658516442172307*v3,0.511007382285783*v3,-11.236100143009*v3,0.871443172184813*v3,6.2785814705161*v3,-0.0144171266797395*v3,-0.0975874134263975*v3,-0.133826740137923*v3,-0.177715683546481*v3,-0.914087583636902*v3,4.71833375768261*v3,-3.25645661321085*v3,-0.0571903462393437*v3,-0.0461496684561906*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.84248650782682e-15*v3,2.87015561409033e-15*v3,1.09819521336322e-7*v3,-1.65470655153192e-7*v3,-2.08149477103613e-7*v3,3.1566188699164*v3,3.92149291013019*v3,0.871443172184813*v3,-11.880664489059*v3,4.79847765734382*v3,-5.18123148687951e-8*v3,-2.71850366002763*v3,-2.28662563240629*v3,4.63088797928463*v3,2.6186398608182*v3,-1.56540572368673*v3,0.303172625814036*v3,1.35239952535456*v3,-3.18498914702923*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
