aF*(0.0165450789732382*sqrt(858)*(chi + 1.3228756555323) - 0.0674936603955624*sqrt(858)),-0.00380227834746647*sqrt(858)*aF*(chi + 1.3228756555323),0.0100458515070449*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aF*(0.00367836156493203*sqrt(3315) + 0.00346799341256826*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,0,0,aF*((-0.00844518486629539*sqrt(2431) - 0.011883430584515*sqrt(442))*(chi + 1.3228756555323) + 0.13362254414061*sqrt(442)),aF*(0.00171661450367189*sqrt(442) + 0.00204228373340352*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00298723228224505*sqrt(442) + 0.00579907691199119*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00380227836557803*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0158081028336208*sqrt(858)*(chi + 1.3228756555323) + 0.0570837681087958*sqrt(858)),aF*(-0.00193892012463993*sqrt(858)*(chi + 1.3228756555323) - 0.00865314237234503*sqrt(858)),-0.00407766222507738*sqrt(858)*aF*(chi + 1.3228756555323),0.00958574323814402*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,-0.0029598333229439*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,aF*((-0.000885898749246312*sqrt(6630) - 0.000939638845063865*sqrt(3315))*(chi + 1.3228756555323) - 0.00555797643284643*sqrt(6630)),aF*(0.00344625991532025*sqrt(3315) + 0.00324916479028641*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,0,aF*(0.00270369599249528*sqrt(442) + 0.00283087751836308*sqrt(2431))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.0078343509665798*sqrt(2431) - 0.0114124389732476*sqrt(442) - 1.15413100573611e-6*sqrt(221)) - 0.11236719717651*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00190591177072441*sqrt(2431) + 9.17052886682792e-5*sqrt(221) + 0.000832573945233937*sqrt(442)) - 0.0106231132199764*sqrt(442)),aF*(chi + 1.3228756555323)*(1.28040794609439e-5*sqrt(221) + 0.00167431937700509*sqrt(442) + 0.00227131581144989*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00265488153003524*sqrt(442) - 1.68946882573817e-5*sqrt(221) + 0.00530492384642475*sqrt(2431)),aF*(chi + 1.3228756555323)*(-5.42995437988079e-5*sqrt(442) - 5.4924551696826e-5*sqrt(221) + 5.56162320454614e-5*sqrt(2431)),0,0,0,0,0,aF*(chi + 1.3228756555323)*(-1.97460626190796e-5*sqrt(221) + 0.00131644570512461*sqrt(442) + 0.00140928971688415*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0100458500759982*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00193892003499016*sqrt(858)*(chi + 1.3228756555323) - 0.00865314237234503*sqrt(858)),aF*(-0.0117236275364327*sqrt(858)*(chi + 1.3228756555323) - 0.0570837681087958*sqrt(858)),0.00492459286887965*sqrt(858)*aF*(chi + 1.3228756555323),0.00368837331472568*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,-0.00685136891512938*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,aF*((0.00475093437425083*sqrt(3315) + 0.00447922339792436*sqrt(6630))*(chi + 1.3228756555323) + 0.0376257030643007*sqrt(6630)),aF*(-0.00126539217049769*sqrt(6630) - 0.00134215118755903*sqrt(3315))*(chi + 1.3228756555323),0,0,0,0,0,aF*(-0.00122295598742953*sqrt(2431) + 0.00694231364240178*sqrt(442))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00089672355153216*sqrt(442) + 0.000365158161124539*sqrt(221) + 0.000140516359335781*sqrt(2431)) - 0.00319903630815412*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0290148470226271*sqrt(221) - 0.00104078485019491*sqrt(2431) + 0.00897064602403463*sqrt(442)) - 0.0724642743806085*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00405111212471819*sqrt(221) + 0.000282917992354781*sqrt(442) + 0.00170864099668877*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000885887269204811*sqrt(442) + 0.000521079971577053*sqrt(2431) + 0.0053453492421366*sqrt(221)),aF*(chi + 1.3228756555323)*(0.00224285759252426*sqrt(2431) + 0.00698472551127415*sqrt(442) + 0.0173777051292464*sqrt(221)),0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00243022400586881*sqrt(2431) - 0.000512691703372754*sqrt(442) + 0.0062475021289583*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00407766263327052*sqrt(858)*aF*(chi + 1.3228756555323),0.0049245933203791*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0128905684389223*sqrt(858)*(chi + 1.3228756555323) + 0.0466291021864925*sqrt(858)),aF*(-0.00365857844803269*sqrt(858)*(chi + 1.3228756555323) - 0.0149906975836846*sqrt(858)),-0.00422403161516583*sqrt(858)*aF*(chi + 1.3228756555323),0.00995568664410024*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0.0032808702521955*sqrt(858)*aF*(chi + 1.3228756555323),-0.00249970153805547*sqrt(858)*aF*(chi + 1.3228756555323),-0.00341095843389736*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(0.002104906422441*sqrt(3315) + 0.00198452374369072*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00153263632213234*sqrt(6630) - 0.0016256064752495*sqrt(3315))*(chi + 1.3228756555323) - 0.00963305925493144*sqrt(6630)),aF*(0.00346151644634252*sqrt(3315) + 0.00326354892606798*sqrt(6630))*(chi + 1.3228756555323),0,aF*(-0.00109353483991406*sqrt(6630) - 0.001159868934296*sqrt(3315))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.000140570445484448*sqrt(221) + 0.00307998527363899*sqrt(442) + 0.00319681419976958*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00101579559916605*sqrt(2431) + 0.00213220956956376*sqrt(442) + 0.0111694887472137*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.00581527130213554*sqrt(2431) - 0.0106378099571693*sqrt(442) + 0.00155051855962429*sqrt(221)) - 0.0909727264303971*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00212202559997323*sqrt(2431) - 0.00181927577604108*sqrt(221) + 0.000795789891088708*sqrt(442)) - 0.0185589621684017*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00669418101121712*sqrt(221) + 0.00211500343472763*sqrt(442) + 0.00118551592070042*sqrt(2431)) + 1.8163987691136e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(3.62717749348543e-5*sqrt(221) + 0.00137558780514433*sqrt(442) + 0.0026375395499829*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00236497249060841*sqrt(442) - 5.39439647889405e-5*sqrt(221) + 0.00510741242520029*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00016505685605127*sqrt(442) - 0.000152000309591155*sqrt(221) + 0.000189842722444196*sqrt(2431)),0,0,aF*(chi + 1.3228756555323)*(-0.00193656339618049*sqrt(2431) - 0.002405024044179*sqrt(221) - 0.000518350251866913*sqrt(442)),aF*(chi + 1.3228756555323)*(-3.96915758654607e-5*sqrt(221) + 0.00106628671721862*sqrt(442) + 0.000986059560638871*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00166249004812166*sqrt(2431) - 2.79879873760783e-5*sqrt(221) + 0.000924240266140108*sqrt(442)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00958574140116663*sqrt(858)*aF*(chi + 1.3228756555323),0.00368837292415589*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0036585773984413*sqrt(858)*(chi + 1.3228756555323) - 0.0149906975836846*sqrt(858)),aF*(-0.0107820891149211*sqrt(858)*(chi + 1.3228756555323) - 0.0466291021864925*sqrt(858)),0.00616902828591252*sqrt(858)*aF*(chi + 1.3228756555323),0.00441364782556161*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0.000517083312667665*sqrt(858)*aF*(chi + 1.3228756555323),-0.00483041876068729*sqrt(858)*aF*(chi + 1.3228756555323),0.00221739682127805*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.00151439306787628*sqrt(6630) - 0.00160625672428622*sqrt(3315))*(chi + 1.3228756555323),aF*((0.00443455185900534*sqrt(3315) + 0.00418093558150966*sqrt(6630))*(chi + 1.3228756555323) + 0.0307403874385896*sqrt(6630)),aF*(-0.0014672071556306*sqrt(6630) - 0.00155620839158215*sqrt(3315))*(chi + 1.3228756555323),0,aF*(-0.000703894077702641*sqrt(6630) - 0.000746592320264794*sqrt(3315))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00120237451315599*sqrt(2431) - 0.000107438806205673*sqrt(221) + 0.00693382100769639*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00184656765474604*sqrt(442) + 0.000745909915418121*sqrt(2431) + 0.00853690498591399*sqrt(221)),aF*((chi + 1.3228756555323)*(-0.000649898603066422*sqrt(2431) - 0.000875537884815512*sqrt(442) + 0.0021569872825963*sqrt(221)) - 0.00563452638491175*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0271753857619224*sqrt(221) - 0.000769162264502571*sqrt(2431) + 0.00867753270477334*sqrt(442)) - 0.0585652475637025*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00462984713855402*sqrt(221) - 0.00178567103592005*sqrt(442) - 0.000601764612567337*sqrt(2431)) - 0.0236027284299412*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.0038944181973837*sqrt(221) + 0.000209839113901558*sqrt(442) + 0.00189822119858471*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00073033841598505*sqrt(442) + 0.000697018916261494*sqrt(2431) + 0.00579184113516334*sqrt(221)),aF*(chi + 1.3228756555323)*(0.00209949447189577*sqrt(2431) + 0.00645843358405381*sqrt(442) + 0.0163199284496809*sqrt(221)),0,0,aF*(chi + 1.3228756555323)*(-0.00183817381606803*sqrt(221) - 0.000707067648844036*sqrt(442) + 0.0012042878824769*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00158342662139601*sqrt(2431) - 0.000381530120496286*sqrt(442) + 0.00426159446597005*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000604013257222316*sqrt(442) + 0.000217960907923694*sqrt(2431) + 0.00300500671779388*sqrt(221)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-0.00422403319879065*sqrt(858)*aF*(chi + 1.3228756555323),0.00616902775592604*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0109950331595367*sqrt(858)*(chi + 1.3228756555323) + 0.0360261502825477*sqrt(858)),aF*(-0.00540855669168577*sqrt(858)*(chi + 1.3228756555323) - 0.0213117554719238*sqrt(858)),-0.00326470721133084*sqrt(858)*aF*(chi + 1.3228756555323),0.0100706260754136*sqrt(858)*aF*(chi + 1.3228756555323),0,0.00339921062517342*sqrt(858)*aF*(chi + 1.3228756555323),-0.000455963540442087*sqrt(858)*aF*(chi + 1.3228756555323),-0.00233436032125419*sqrt(858)*aF*(chi + 1.3228756555323),-0.0038193634881794*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*(0.00260107751817124*sqrt(3315) + 0.00245232006050564*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00237634372186518*sqrt(6630) - 0.00252049344539239*sqrt(3315))*(chi + 1.3228756555323) - 0.0136100416560902*sqrt(6630)),aF*(0.00311226712474515*sqrt(3315) + 0.00293427399026952*sqrt(6630))*(chi + 1.3228756555323),aF*(9.93061459461305e-5*sqrt(3315) + 9.36263431618503e-5*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.00109294204742786*sqrt(6630) - 0.00115924002063705*sqrt(3315))*(chi + 1.3228756555323),0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00055593718918395*sqrt(221) + 0.00361455022561112*sqrt(442) + 0.00366093993930844*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00142249171865727*sqrt(2431) + 0.00259663141408881*sqrt(442) + 0.0147489826085235*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000278309350377623*sqrt(221) - 5.04980523695896e-5*sqrt(442) + 0.000149102564616998*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.0101333541849404*sqrt(442) - 0.00381163821833563*sqrt(2431) + 0.00218539042646098*sqrt(221)) - 0.0692986053026357*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00306505262895999*sqrt(2431) - 0.00278950706730648*sqrt(221) + 0.00120903712492621*sqrt(442)) - 0.0264383651099723*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00942745231179517*sqrt(221) + 0.00262639037338374*sqrt(442) + 0.00199118138373966*sqrt(2431)) - 2.07702903968312e-5*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000806330296940806*sqrt(442) - 8.59801202088328e-5*sqrt(221) + 0.00531484272295934*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000597662957400221*sqrt(442) - 0.000400291103115055*sqrt(221) + 0.000668953101155428*sqrt(2431)),0,aF*(chi + 1.3228756555323)*(-0.00217260632881226*sqrt(2431) - 0.00245498754946134*sqrt(221) - 0.000517569230794844*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00173110185334174*sqrt(221) - 0.000557719598781858*sqrt(442) + 0.00138998478350823*sqrt(2431)),aF*(chi + 1.3228756555323)*(-8.21044914790612e-5*sqrt(221) + 0.000931269502845807*sqrt(442) + 0.000441745831263858*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00138433026691145*sqrt(2431) - 6.57611145007785e-5*sqrt(221) + 0.000922721352420178*sqrt(442)),aF*(chi + 1.3228756555323)*(-7.02252352752167e-5*sqrt(2431) + 5.94910810140531e-5*sqrt(221) + 6.89051587455326e-5*sqrt(442)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.00995568601092481*sqrt(858)*aF*(chi + 1.3228756555323),0.00441364758801168*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.0054085552405052*sqrt(858)*(chi + 1.3228756555323) - 0.0213117554719238*sqrt(858)),aF*(-0.00820417685036766*sqrt(858)*(chi + 1.3228756555323) - 0.0360261502825477*sqrt(858)),0.00671470137935149*sqrt(858)*aF*(chi + 1.3228756555323),0.00499832038209236*sqrt(858)*aF*(chi + 1.3228756555323),0,0.000668862568802752*sqrt(858)*aF*(chi + 1.3228756555323),-0.00283347153467257*sqrt(858)*aF*(chi + 1.3228756555323),-0.00381963495318413*sqrt(858)*aF*(chi + 1.3228756555323),0.00220646882768311*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*(-0.00180873723931345*sqrt(6630) - 0.00191845501001297*sqrt(3315))*(chi + 1.3228756555323),aF*((0.00366085782790565*sqrt(3315) + 0.00345149017820152*sqrt(6630))*(chi + 1.3228756555323) + 0.0238643371331674*sqrt(6630)),aF*(-0.0014094636248531*sqrt(6630) - 0.001494961557133*sqrt(3315))*(chi + 1.3228756555323),aF*(0.00114660662805672*sqrt(3315) + 0.00108103139257648*sqrt(6630))*(chi + 1.3228756555323),aF*(-0.000623314300115527*sqrt(6630) - 0.000661124825362159*sqrt(3315))*(chi + 1.3228756555323),0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00130128083907024*sqrt(2431) - 0.000415395761351061*sqrt(221) + 0.00782470901930298*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00254799744350235*sqrt(442) + 0.000923646369826588*sqrt(2431) + 0.0110204263701344*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000207952493088169*sqrt(221) + 4.49568054631083e-5*sqrt(442) + 0.00334167761903335*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00140159060339242*sqrt(2431) - 0.000458324250685125*sqrt(442) + 0.00398794265084075*sqrt(221)) - 0.00846113095801959*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0242657201381928*sqrt(221) + 0.000163926004035867*sqrt(2431) + 0.00867549297482122*sqrt(442)) - 0.0441315987592263*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.00599030239224326*sqrt(221) - 0.00155215987648524*sqrt(2431) - 0.00237409865793728*sqrt(442)) - 0.037510270286206*sqrt(442)),aF*(chi + 1.3228756555323)*(0.000336661598066046*sqrt(442) + 0.00342225004920336*sqrt(221) + 0.001889663602849*sqrt(2431)),aF*(chi + 1.3228756555323)*(0.00192282270291131*sqrt(2431) + 0.00584675597413537*sqrt(442) + 0.0159327091425773*sqrt(221)),0,aF*(chi + 1.3228756555323)*(-0.00183436446069168*sqrt(221) - 0.000692974007077047*sqrt(442) + 0.00129238510906524*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00106733737313631*sqrt(2431) - 0.00129347772794381*sqrt(221) - 0.000508235352101991*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00102001110560287*sqrt(2431) - 0.000370624528464116*sqrt(442) + 0.00326798915053353*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000606903261017336*sqrt(442) + 5.85701037549208e-5*sqrt(2431) + 0.00261747688639353*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00236791195956701*sqrt(221) - 0.00103545289939433*sqrt(442) - 0.000311130982839399*sqrt(2431)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.00326470602687439*sqrt(858)*aF*(chi + 1.3228756555323),0.00671470215370928*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.0182061841011771*sqrt(858)*(chi + 1.3228756555323) + 0.0245428800998649*sqrt(858)),aF*(-0.00971162736654814*sqrt(858)*(chi + 1.3228756555323) - 0.0281126589131698*sqrt(858)),0,0,0,0.00367967101238136*sqrt(858)*aF*(chi + 1.3228756555323),-0.00104971150882327*sqrt(858)*aF*(chi + 1.3228756555323),-0.00568968443605703*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*(0.00253713921916466*sqrt(3315) + 0.00239203838344009*sqrt(6630))*(chi + 1.3228756555323),aF*((-0.00647867850961032*sqrt(6630) - 0.00687167670391284*sqrt(3315))*(chi + 1.3228756555323) - 0.0174899035873879*sqrt(6630)),0,aF*(0.000272173783755414*sqrt(3315) + 0.000256607715274819*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00192070660862887*sqrt(221) + 0.00466593035075763*sqrt(442) + 0.00400478267867766*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0018985806492351*sqrt(2431) + 0.00220814582742986*sqrt(442) + 0.0180906959503895*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000859523978355925*sqrt(221) - 0.000117370019960013*sqrt(442) + 0.000672609061333405*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.00567241819586464*sqrt(2431) - 0.00589748907107947*sqrt(442) - 0.00284351303750065*sqrt(221)) - 0.0582190341324427*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0132383272754048*sqrt(221) + 0.00351405708137944*sqrt(442) + 0.00631491854367411*sqrt(2431)) + 0.0021625919983338*sqrt(442)),0,0,0,aF*(chi + 1.3228756555323)*(-0.00295354935928674*sqrt(2431) - 0.00271533921319277*sqrt(221) - 0.000562735700668355*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00217483513618451*sqrt(221) - 0.000649028283285181*sqrt(442) + 0.00241605144387348*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.000493731667619794*sqrt(2431) - 0.000426283756500914*sqrt(442) + 0.00196747415643982*sqrt(221)),aF*(-0.000720508974936124*sqrt(2431) + 0.00113975512442837*sqrt(442))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0100706258691149*sqrt(858)*aF*(chi + 1.3228756555323),0.00499831922212488*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00971162750711066*sqrt(858)*(chi + 1.3228756555323) - 0.0281126589131698*sqrt(858)),aF*(-0.00116200312984406*sqrt(858)*(chi + 1.3228756555323) - 0.0245428800998649*sqrt(858)),0,0,0,0.00122354059390215*sqrt(858)*aF*(chi + 1.3228756555323),-0.00359981687956049*sqrt(858)*aF*(chi + 1.3228756555323),0.000722272485133096*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*(-0.0018584050554335*sqrt(6630) - 0.00197113645463294*sqrt(3315))*(chi + 1.3228756555323),aF*((0.0046537416462881*sqrt(3315) + 0.00438758842028919*sqrt(6630))*(chi + 1.3228756555323) + 0.0170764637299593*sqrt(6630)),0,aF*(0.00150797266762165*sqrt(3315) + 0.00142173017237721*sqrt(6630))*(chi + 1.3228756555323),0,0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-0.00131134346520089*sqrt(2431) - 0.00156386493190019*sqrt(221) + 0.00976853263238505*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00379816095898478*sqrt(442) + 0.000979326732866097*sqrt(2431) + 0.0147296858684103*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.000699835884272683*sqrt(221) + 0.000156650063019705*sqrt(442) + 0.00462058143060298*sqrt(2431)),aF*((chi + 1.3228756555323)*(-0.002315226231206*sqrt(221) - 6.29568800605287e-5*sqrt(2431) + 0.010048689634738*sqrt(442)) - 0.0295946146699909*sqrt(442)),aF*((chi + 1.3228756555323)*(-0.0107788225906104*sqrt(221) - 0.00194626029270754*sqrt(2431) - 0.00359637216678546*sqrt(442)) - 0.0509456812714086*sqrt(442)),0,0,0,aF*(chi + 1.3228756555323)*(-0.00221086539435454*sqrt(221) - 0.000790425150951915*sqrt(442) + 0.00178276830397422*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00169574768404926*sqrt(2431) - 0.00177077976764567*sqrt(221) - 0.000671269159561288*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.000385667150666725*sqrt(2431) + 0.000412138931921952*sqrt(442) + 0.00160194369293737*sqrt(221)),aF*(-0.00167138722440615*sqrt(442) - 0.000586648182813541*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00295983279974617*sqrt(858)*aF*(chi + 1.3228756555323),-0.00685136852768742*sqrt(858)*aF*(chi + 1.3228756555323),0.00328087009289832*sqrt(858)*aF*(chi + 1.3228756555323),0.000517084042072424*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(0.0105053688939511*sqrt(858)*(chi + 1.3228756555323) - 0.0467263793990873*sqrt(858)),-0.00422416107561343*sqrt(858)*aF*(chi + 1.3228756555323),0.0118494722903985*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(-0.00284596350894074*sqrt(6630) - 0.00301859986723472*sqrt(3315))*(chi + 1.3228756555323),aF*(-9.60573830620605e-5*sqrt(6630) - 0.000101884753604391*sqrt(3315))*(chi + 1.3228756555323),0,0,aF*(0.00411513737688716*sqrt(3315) + 0.00387978819561399*sqrt(6630))*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(0.000197041819810612*sqrt(221) + 0.00216987032915023*sqrt(442) + 0.00225367979755762*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.0156566081975506*sqrt(221) - 0.00321346723892377*sqrt(442) + 0.00129507872044122*sqrt(2431)),aF*(chi + 1.3228756555323)*(-0.00186872536695498*sqrt(2431) - 0.00218600757231622*sqrt(221) - 0.000461344005344201*sqrt(442)),aF*(chi + 1.3228756555323)*(-0.00195416036536817*sqrt(2431) + 0.00092414331879819*sqrt(442) + 0.00288438669685012*sqrt(221)),aF*(chi + 1.3228756555323)*(-0.00157486964147*sqrt(2431) - 0.00306573449614549*sqrt(442) + 0.00937712752264382*sqrt(221)),0,0,0,0,0,aF*((chi + 1.3228756555323)*(-0.00452783853478143*sqrt(2431) - 0.0102286454073054*sqrt(442) + 0.00337119451190568*sqrt(221)) + 0.0908197586738009*sqrt(442)),aF*(0.00158766435869721*sqrt(442) + 0.00226226308787844*sqrt(2431))*(chi + 1.3228756555323),aF*(-0.00305865355712518*sqrt(442) + 0.00604915330728763*sqrt(2431))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
