0,0,0,0,0,0,0,0,0,0,0,0,aF*(-0.243010685034682*sqrt(15)*(chi + 1.3228756555323) + 1.02469507659596*sqrt(15)),0.0552893494984274*sqrt(15)*aF*(chi + 1.3228756555323),0.141967153181852*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0644644497454294*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.229000985387107*sqrt(15)*(chi + 1.3228756555323) - 0.866195610621416*sqrt(15)),aF*(-0.0338274859496209*sqrt(15)*(chi + 1.3228756555323) - 0.127952366207772*sqrt(15)),0.0604265493698534*sqrt(15)*aF*(chi + 1.3228756555323),0.134408374514285*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0.0414166347011668*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716132693589875*sqrt(15)*aF*(chi + 1.3228756555323),0.0823680311882875*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.178973330098033*sqrt(15)*(chi + 1.3228756555323) - 0.707686142588042*sqrt(15)),aF*(-0.0560845729927551*sqrt(15)*(chi + 1.3228756555323) - 0.221766360873667*sqrt(15)),0.0666430711391298*sqrt(15)*aF*(chi + 1.3228756555323),0.138740019358027*sqrt(15)*aF*(chi + 1.3228756555323),0,0,-0.0506839220746372*sqrt(15)*aF*(chi + 1.3228756555323),0.0331787656815588*sqrt(15)*aF*(chi + 1.3228756555323),-0.0454515822743571*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080219865710461*sqrt(15)*aF*(chi + 1.3228756555323),0.105123455688917*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.133818846922476*sqrt(15)*(chi + 1.3228756555323) - 0.549389960876331*sqrt(15)),aF*(-0.0763180764567168*sqrt(15)*(chi + 1.3228756555323) - 0.313321949074909*sqrt(15)),0.0751331252549798*sqrt(15)*aF*(chi + 1.3228756555323),0.14358962522112*sqrt(15)*aF*(chi + 1.3228756555323),0,-0.0539125663897339*sqrt(15)*aF*(chi + 1.3228756555323),0.00339746896736295*sqrt(15)*aF*(chi + 1.3228756555323),0.0265359984626197*sqrt(15)*aF*(chi + 1.3228756555323),-0.0467591136377927*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896653658705069*sqrt(15)*aF*(chi + 1.3228756555323),0.121569985657003*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.0566045088874873*sqrt(15)*(chi + 1.3228756555323) - 0.393123785790373*sqrt(15)),aF*(-0.0579749770472352*sqrt(15)*(chi + 1.3228756555323) - 0.402641712716583*sqrt(15)),0,0,0,-0.0649678367582379*sqrt(15)*aF*(chi + 1.3228756555323),0.00751292699531831*sqrt(15)*aF*(chi + 1.3228756555323),-0.0312339639058773*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511290141022611*sqrt(15)*aF*(chi + 1.3228756555323),-0.117245007098431*sqrt(15)*aF*(chi + 1.3228756555323),-0.0494241283744608*sqrt(15)*aF*(chi + 1.3228756555323),-0.00388772360813117*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,aF*(-0.143754131347143*sqrt(15)*(chi + 1.3228756555323) + 0.707106781186548*sqrt(15)),0.0623098979155787*sqrt(15)*aF*(chi + 1.3228756555323),0.162360838903312*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447935920463504*sqrt(15)*aF*(chi + 1.3228756555323),-0.0870553763074373*sqrt(15)*aF*(chi + 1.3228756555323),-0.0500952057844919*sqrt(15)*aF*(chi + 1.3228756555323),-0.00509207446301658*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0.0775589902456193*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.156406894990169*sqrt(15)*(chi + 1.3228756555323) - 0.548113415686611*sqrt(15)),aF*(-0.0363627174202539*sqrt(15)*(chi + 1.3228756555323) - 0.127429689102968*sqrt(15)),0.0626846746858404*sqrt(15)*aF*(chi + 1.3228756555323),0.139132866754096*sqrt(15)*aF*(chi + 1.3228756555323),0,0.0477106758966825*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447318655940472*sqrt(15)*aF*(chi + 1.3228756555323),-0.0784344334548806*sqrt(15)*aF*(chi + 1.3228756555323),-0.050166165758849*sqrt(15)*aF*(chi + 1.3228756555323),-0.00965907355575792*sqrt(15)*aF*(chi + 1.3228756555323),0,0.0799565579665775*sqrt(15)*aF*(chi + 1.3228756555323),0.0884117136147868*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.0910047997945322*sqrt(15)*(chi + 1.3228756555323) - 0.388945912535471*sqrt(15)),aF*(-0.0516456166706332*sqrt(15)*(chi + 1.3228756555323) - 0.220728486327982*sqrt(15)),0.171428566545712*sqrt(15)*aF*(chi + 1.3228756555323),-0.0872871555525864*sqrt(15)*aF*(chi + 1.3228756555323),0.0291726872356811*sqrt(15)*aF*(chi + 1.3228756555323),-0.0520049082980907*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06130338735305*sqrt(15)*aF*(chi + 1.3228756555323),-0.0898979946768342*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0.101056096353608*sqrt(15)*aF*(chi + 1.3228756555323),0.12272384052134*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.195180010095037*sqrt(15)*(chi + 1.3228756555323) - 0.387298334620742*sqrt(15)),0,-0.113594390063593*sqrt(15)*aF*(chi + 1.3228756555323),0.0196804476724274*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688801356887728*sqrt(15)*aF*(chi + 1.3228756555323),-0.151266750326289*sqrt(15)*aF*(chi + 1.3228756555323),-0.0800324872419471*sqrt(15)*aF*(chi + 1.3228756555323),-0.0121319425073184*sqrt(15)*aF*(chi + 1.3228756555323),0,aF*(-0.0390359859266792*sqrt(15)*(chi + 1.3228756555323) + 0.387298334620742*sqrt(15)),0.0647981058717475*sqrt(15)*aF*(chi + 1.3228756555323),0.163748422213174*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
