-5.60606120847313*v3,3.16148410812775*v3,-2.29892316083787e-7*v3,-1.45808872098731*v3,7.40201057983693e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.16148410812775*v3,-5.83679705164381*v3,3.00540945818095*v3,2.47356240627765*v3,-1.29532505678589*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.29892316083787e-7*v3,3.00540945818095*v3,-6.88647485219309*v3,1.35119015274589*v3,3.11172197214542*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.45808872098731*v3,2.47356240627765*v3,1.35119015274589*v3,-8.5746675764604*v3,3.51276430704654*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.40201057983693e-8*v3,-1.29532505678589*v3,3.11172197214542*v3,3.51276430704654*v3,-11.2959998749657*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-1.23894757409757e-14*v3,3.90488472808814e-9*v3,-2.35338612602679e-7*v3,3.8924899808727e-8*v3,1.15075624945716e-7*v3,-7.71622398886287e-10*v3,-5.59526885171192e-16*v3,-1.1895529010023e-15*v3,-4.35470424686212e-15*v3,0,-5.24029280634742e-8*v3,-3.84784824705381e-9*v3,-3.92166283308478e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.90488472808814e-9*v3,-0.00159566921942959*v3,0.0961675091904885*v3,-0.00610753147388343*v3,-0.0516826714698886*v3,-0.00328001306747883*v3,-3.2527709394926e-8*v3,-4.91421274154729e-8*v3,-8.93111154763704e-8*v3,-1.26927991228349e-16*v3,0.00815163265491959*v3,0.00212098508824081*v3,0.0216164906433097*v3,2.49449789216115e-8*v3,2.80754743931564e-8*v3,-2.21569055836581e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-2.35338612602679e-7*v3,0.0961675091904885*v3,-5.79580636851716*v3,0.368081751711536*v3,3.1148115007292*v3,0.197686873564403*v3,-1.24145946074085e-8*v3,-1.40520664611323e-7*v3,-1.9179994537394e-7*v3,8.08552786633428e-17*v3,-0.491273707299599*v3,-0.127826278503777*v3,-1.30278359209283*v3,6.17375165036875e-9*v3,4.75219153659511e-8*v3,7.12102729483423e-8*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.8924899808727e-8*v3,-0.00610753147388343*v3,0.368081751711536*v3,-3.19744714866839*v3,0.354903561930262*v3,0.0274070927756682*v3,1.90799096980666*v3,0.373212822680603*v3,0.00206999967465585*v3,-2.06807172218781e-7*v3,4.39988221411956*v3,-1.55997448084951*v3,-1.13692047538679*v3,-0.480197316602371*v3,0.0351002014456621*v3,1.08690123338163*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.15075624945716e-7*v3,-0.0516826714698886*v3,3.1148115007292*v3,0.354903561930262*v3,-6.13010362223054*v3,0.176655784501968*v3,0.725842386822174*v3,2.78348201832535*v3,0.298584384575318*v3,1.000511569013e-8*v3,-0.167785089083358*v3,-0.430687542225868*v3,2.64134568209553*v3,-0.973222518241305*v3,-0.0849429106885486*v3,-0.0929798569478536*v3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
