5.41135644106794e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.69220959315465e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(-0.00335498606334649*sqrt(10374) + 6.74377570693365e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-1.12431813158193e-5*sqrt(114114) - 0.000133724717715774*sqrt(494) + 0.000510706955198363*sqrt(10374)) + 0.00385692024508744*sqrt(5187)),aF*((chi + 1.3228756555323)*(-5.51158386011622e-6*sqrt(114114) + 0.00805928820737678*sqrt(494) + 0.00320533276175598*sqrt(10374)) + 0.0321787230133554*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00538765997785688*sqrt(494) - 4.22852650513115e-5*sqrt(114114) + 0.000144192351441699*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00328615931746854*sqrt(494) - 0.000457776666820405*sqrt(10374) - 1.48220643838315e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-5.82364491579491e-5*sqrt(114114) + 0.00303197425920679*sqrt(494) + 0.00399994491494616*sqrt(10374)),0,0,0,0,aF*(chi + 1.3228756555323)*(-0.000273806209868409*sqrt(10374) + 5.94400660734013e-5*sqrt(114114) + 0.00737785586861781*sqrt(494)),0,0,0,0,0,aF*((-0.00124905847898083*sqrt(16302) - 0.0140823355913278*sqrt(57))*(chi + 1.3228756555323) - 0.0105172247812493*sqrt(19019)),aF*(0.0044300941925301*sqrt(57) + 0.000392935368485446*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0165770352143826*sqrt(57) + 0.00147033093962887*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04350400533418e-10*sqrt(858)*aF*(chi + 1.3228756555323),3.76115737592793e-10*sqrt(858)*aF*(chi + 1.3228756555323),5.87048649980122e-10*sqrt(858)*aF*(chi + 1.3228756555323),1.00703760666499e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,0,aF*(chi + 1.3228756555323)*(-0.00323336597645445*sqrt(10374) + 7.11803996950549e-5*sqrt(494) + 6.55134769748504e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00428988272069505*sqrt(494) - 0.000695785336520292*sqrt(10374) - 1.73757066285997e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(8.40078166606018e-6*sqrt(114114) + 0.000522880684546736*sqrt(10374) + 0.00258680886832827*sqrt(494)) + 0.00677732873241203*sqrt(5187)),aF*((chi + 1.3228756555323)*(-1.54945477754478e-5*sqrt(114114) + 0.00691710498978954*sqrt(494) + 0.00328657115238244*sqrt(10374)) + 0.0252076908818193*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.000868779386332696*sqrt(10374) - 0.000707913037661883*sqrt(494) + 1.22878850233028e-5*sqrt(114114)) - 0.00607459910462052*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00603668818640401*sqrt(494) - 4.52988869023373e-5*sqrt(114114) + 5.80691433344247e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.00389318840482342*sqrt(494) - 0.000248091151293148*sqrt(10374) - 2.34746241528337e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-5.58178584503715e-5*sqrt(114114) + 0.00265521100872322*sqrt(494) + 0.00374259401842944*sqrt(10374)),0,aF*(chi + 1.3228756555323)*(-0.00392716274591003*sqrt(494) - 3.73262062834755e-5*sqrt(114114) + 0.000428660124520544*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000203650026980631*sqrt(10374) + 3.69596186381481e-5*sqrt(114114) + 0.00449569254889023*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000322303232663376*sqrt(10374) - 0.00142330305219093*sqrt(494) - 3.92662459412601e-6*sqrt(114114)),0,0,0,aF*(0.00749589375212699*sqrt(57) + 0.000664862184108117*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.00106546949255569*sqrt(16302) - 0.0120124796364322*sqrt(57))*(chi + 1.3228756555323) - 0.00809089760058722*sqrt(19019)),aF*((-0.000607325207107243*sqrt(16302) - 0.00684720133858738*sqrt(57))*(chi + 1.3228756555323) - 0.00259350119750507*sqrt(19019)),aF*(0.0053224676673427*sqrt(57) + 0.000472086381837031*sqrt(16302))*(chi + 1.3228756555323),aF*(0.0141720401476437*sqrt(57) + 0.0012570155478707*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00176095318966717*sqrt(57) + 0.000156190989331428*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.63722692204401e-10*sqrt(858)*aF*(chi + 1.3228756555323),2.40926339154564e-10*sqrt(858)*aF*(chi + 1.3228756555323),-3.56334814519826e-10*sqrt(858)*aF*(chi + 1.3228756555323),2.09969386495701e-10*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-0.00336708708279211*sqrt(10374) + 0.000279618103099355*sqrt(494) + 6.97251592580774e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00517355038206117*sqrt(494) - 0.000653543171079904*sqrt(10374) - 2.46849179840135e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(1.96135001355224e-5*sqrt(10374) + 3.23926218101383e-5*sqrt(114114) + 0.0044848569021691*sqrt(494)),aF*((chi + 1.3228756555323)*(2.80026911448248e-5*sqrt(114114) + 0.000790203545611026*sqrt(10374) + 0.0060031377323383*sqrt(494)) + 0.0102301015368666*sqrt(5187)),aF*((chi + 1.3228756555323)*(-5.07839531895639e-5*sqrt(114114) + 0.00348844719689208*sqrt(494) + 0.00379520605748631*sqrt(10374)) + 0.0176538327715151*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00118083941820474*sqrt(10374) - 0.00346640467543361*sqrt(494) - 1.60563698182655e-6*sqrt(114114)) - 0.00951949469168378*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.0033781150006301*sqrt(494) - 9.02158778719579e-5*sqrt(114114) + 0.00325957424680551*sqrt(10374)),0,aF*(chi + 1.3228756555323)*(-0.00459337869683797*sqrt(494) - 4.10773409277064e-5*sqrt(114114) + 0.000372976308467375*sqrt(10374)),aF*(chi + 1.3228756555323)*(2.57048016572781e-5*sqrt(114114) + 0.000358609837877782*sqrt(10374) + 0.00450212648339174*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000411650412058502*sqrt(10374) + 1.66745492911992e-5*sqrt(114114) + 0.00114902860468822*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.000641751125275629*sqrt(10374) - 0.000779938489039464*sqrt(494) + 7.1978815091784e-6*sqrt(114114)),0,0,aF*(0.00922010305446186*sqrt(57) + 0.000817794143587731*sqrt(16302))*(chi + 1.3228756555323),aF*(0.00560384402308058*sqrt(57) + 0.000497043307793367*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.000667068642155156*sqrt(16302) - 0.00752076787665019*sqrt(57))*(chi + 1.3228756555323) - 0.00545471793541243*sqrt(19019)),aF*((-0.00117775762643427*sqrt(16302) - 0.0132784598276208*sqrt(57))*(chi + 1.3228756555323) - 0.00424073868418206*sqrt(19019)),aF*(-0.000443730388203416*sqrt(16302) - 0.00500277375886532*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000107818085822787*sqrt(16302) - 0.00121557901458622*sqrt(57))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.32699336447602e-9*sqrt(858)*aF*(chi + 1.3228756555323),2.66948707930426e-10*sqrt(858)*aF*(chi + 1.3228756555323),5.57344133952226e-10*sqrt(858)*aF*(chi + 1.3228756555323),-4.33010632558406e-11*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(chi + 1.3228756555323)*(-2.31824680848485e-5*sqrt(114114) + 0.000137279259433706*sqrt(494) + 0.00120324128470054*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000589104165758129*sqrt(10374) - 0.00247618352147194*sqrt(494) - 6.26087644878148e-6*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00891862590766883*sqrt(494) - 6.54924136277445e-5*sqrt(114114) + 1.45339244999354e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000117203926281069*sqrt(10374) + 2.20378090274872e-5*sqrt(114114) + 0.00269225520892784*sqrt(494)),aF*(chi + 1.3228756555323)*(2.2309493660882e-5*sqrt(114114) + 0.000273328764160258*sqrt(10374) + 0.00380320376170216*sqrt(494)),aF*(chi + 1.3228756555323)*(-0.00047647139232673*sqrt(10374) + 3.34974107400134e-5*sqrt(114114) + 0.00327196890549098*sqrt(494)),0,aF*(-0.00406866007632936*sqrt(10374) + 8.17831391304658e-5*sqrt(114114))*(chi + 1.3228756555323),aF*((chi + 1.3228756555323)*(-0.00214235421410197*sqrt(494) - 2.7726497696499e-5*sqrt(114114) + 0.000600208954083769*sqrt(10374)) + 0.00419734040409604*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.0017659369582376*sqrt(494) - 6.8502790765754e-5*sqrt(114114) + 0.00276570643542024*sqrt(10374)) + 0.0183947796816936*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00454343544728812*sqrt(494) - 3.84885617368362e-5*sqrt(114114) + 0.000262349935087519*sqrt(10374)),aF*(chi + 1.3228756555323)*(-6.0165048789044e-5*sqrt(114114) + 0.00308399625986623*sqrt(494) + 0.0041148127948972*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000211714827275994*sqrt(10374) + 4.59607510151092e-5*sqrt(114114) + 0.00570476720185833*sqrt(494)),0,aF*(0.005325805076296*sqrt(57) + 0.000472382267261164*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.00114232591770382*sqrt(16302) - 0.0128789933922554*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000301521242695928*sqrt(16302) - 0.00339945737649987*sqrt(57))*(chi + 1.3228756555323),aF*(-0.000187873513477745*sqrt(16302) - 0.00211815475415808*sqrt(57))*(chi + 1.3228756555323),aF*((-5.39087778993652e-5*sqrt(16302) - 0.000607790458365895*sqrt(57))*(chi + 1.3228756555323) - 0.00550206880691733*sqrt(19019)),aF*(0.0133897774813479*sqrt(57) + 0.00118763128627708*sqrt(16302))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.58138673705434e-10*sqrt(858)*aF*(chi + 1.3228756555323),9.19404118593023e-10*sqrt(858)*aF*(chi + 1.3228756555323),-1.30243202247499e-9*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*(chi + 1.3228756555323)*(-2.65160000360917e-5*sqrt(114114) + 0.000471714814620155*sqrt(494) + 0.00149071518001496*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000900094839895436*sqrt(10374) - 0.00231818278898337*sqrt(494) + 1.14534244240128e-6*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00586123343225943*sqrt(494) - 4.40701823942711e-5*sqrt(114114) + 6.07540015661946e-5*sqrt(10374)),aF*(chi + 1.3228756555323)*(-0.000353361418415561*sqrt(10374) + 7.671061363104e-5*sqrt(114114) + 0.00952152077362799*sqrt(494)),0,aF*(chi + 1.3228756555323)*(-0.0034071746567276*sqrt(10374) + 0.000240491872461531*sqrt(494) + 7.02449098590369e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00428891936129361*sqrt(494) - 0.000457166528867209*sqrt(10374) - 2.21650621106946e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(-8.01801974555066e-5*sqrt(114114) + 0.0048994806937108*sqrt(494) + 0.00577083864690663*sqrt(10374)) + 0.0128401328924202*sqrt(5187)),aF*((chi + 1.3228756555323)*(-0.00152045355913511*sqrt(10374) - 0.0033256727384986*sqrt(494) + 6.24968112937802e-6*sqrt(114114)) - 0.00633787317289305*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.0102182779659329*sqrt(494) - 8.23240880512631e-5*sqrt(114114) + 0.000379219677129029*sqrt(10374)),0,0,0,aF*(0.00770085105615611*sqrt(57) + 0.000683041171400355*sqrt(16302))*(chi + 1.3228756555323),aF*(-0.000969560698246866*sqrt(16302) - 0.0109311769630111*sqrt(57))*(chi + 1.3228756555323),aF*(0.00870929802558657*sqrt(57) + 0.000772487196955827*sqrt(16302))*(chi + 1.3228756555323),aF*((-0.0018233694894618*sqrt(16302) - 0.0205573135415178*sqrt(57))*(chi + 1.3228756555323) - 0.00357878501142131*sqrt(19019)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(-0.0033549860071757*sqrt(10374) + 6.74377578171604e-5*sqrt(114114))*(chi + 1.3228756555323),0,0,0,0,aF*(-0.0061983467181182*sqrt(858)*(chi + 1.3228756555323) + 0.106832580650638*sqrt(39)),0.00118867203644457*sqrt(858)*aF*(chi + 1.3228756555323),-0.00399341089425772*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0.00326177272861162*sqrt(6006)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,aF*((-0.0609667919483515*sqrt(33) - 0.00996381039255016*sqrt(858))*(chi + 1.3228756555323) + 1.11460164389448*sqrt(6)),aF*(0.00628769271473663*sqrt(33) + 0.00294620189232554*sqrt(858))*(chi + 1.3228756555323),aF*(-0.0100674044596025*sqrt(33) + 0.00769239794345628*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(-1.12432054990444e-5*sqrt(114114) - 0.000133725641347292*sqrt(494) + 0.000510706494370797*sqrt(10374)) + 0.00385691961108245*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00323336625228592*sqrt(10374) + 7.11809170804704e-5*sqrt(494) + 6.55134713375744e-5*sqrt(114114)),0,0,0,0.00118867182396568*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00617319344873925*sqrt(858)*(chi + 1.3228756555323) - 0.0882371578907343*sqrt(39)),aF*(0.00101286616979715*sqrt(858)*(chi + 1.3228756555323) + 0.0177968342882692*sqrt(39)),0.00108142750988939*sqrt(858)*aF*(chi + 1.3228756555323),-0.00364453680774058*sqrt(858)*aF*(chi + 1.3228756555323),-2.17131772855447e-5*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0.00094234905785548*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*((-0.00121061373807737*sqrt(6006) - 0.00106587569801502*sqrt(26))*(chi + 1.3228756555323) - 0.0164369049636659*sqrt(273)),aF*(9.50300793066553e-5*sqrt(26) + 0.00284359811370883*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.000581386714192517*sqrt(26) + 7.62385085206454e-5*sqrt(6006))*(chi + 1.3228756555323),0,0,0,0,aF*(0.0158969150944775*sqrt(33) + 0.0048804225597136*sqrt(858))*(chi + 1.3228756555323),aF*((-0.0579863667337427*sqrt(33) - 0.00888683309185892*sqrt(858))*(chi + 1.3228756555323) - 0.901404623619819*sqrt(6)),aF*((-0.00398677207809625*sqrt(858) + 0.00433911536786533*sqrt(33))*(chi + 1.3228756555323) - 0.0874141844452265*sqrt(6)),aF*(0.00478036726448648*sqrt(33) + 0.00340419731917593*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00763544616343555*sqrt(33) + 0.00638135925868147*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00087373206881241*sqrt(33) + 0.00028664506186602*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,aF*(0.00448608140306832*sqrt(33) + 0.00166902961607761*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*((chi + 1.3228756555323)*(-5.51159431132439e-6*sqrt(114114) + 0.00805928607183232*sqrt(494) + 0.00320533211549064*sqrt(10374)) + 0.0321787271513*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00428988313555397*sqrt(494) - 0.000695785281275608*sqrt(10374) - 1.73757065991391e-5*sqrt(114114)),0,0,0,-0.0039934113501096*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00101286619110756*sqrt(858)*(chi + 1.3228756555323) + 0.0177968342882692*sqrt(39)),aF*(-0.00195880989936931*sqrt(858)*(chi + 1.3228756555323) - 0.0356886420335137*sqrt(39)),-0.00180620989826288*sqrt(858)*aF*(chi + 1.3228756555323),0.000432760232345442*sqrt(858)*aF*(chi + 1.3228756555323),-0.00253843464425364*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0.00257963951799454*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,0,0,aF*((-0.000263429071158146*sqrt(6006) + 0.0642382494225504*sqrt(26))*(chi + 1.3228756555323) + 0.0763835525362257*sqrt(273)),aF*(-0.00572727753199948*sqrt(26) - 0.000338890390316402*sqrt(6006))*(chi + 1.3228756555323),aF*(0.00153379162256508*sqrt(6006) + 0.0350390433207248*sqrt(26))*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00330584391227649*sqrt(858) + 0.0446710020545216*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00222341541843748*sqrt(33) + 0.000387529357729953*sqrt(858))*(chi + 1.3228756555323) - 0.0535767079916937*sqrt(6)),aF*((-0.048487800639683*sqrt(33) - 0.00216901477191354*sqrt(858))*(chi + 1.3228756555323) - 0.776108484492906*sqrt(6)),aF*(-0.00648835766603383*sqrt(33) + 0.00275155579994633*sqrt(858))*(chi + 1.3228756555323),aF*(0.00857604380726734*sqrt(33) + 0.00182025209741766*sqrt(858))*(chi + 1.3228756555323),aF*(0.0232026978850789*sqrt(33) + 0.00542442106865397*sqrt(858))*(chi + 1.3228756555323),0,0,0,0,aF*(-0.00383053436501362*sqrt(858) + 0.0115606370010924*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00538765998248989*sqrt(494) - 4.2285262329407e-5*sqrt(114114) + 0.000144192406951203*sqrt(10374)),aF*((chi + 1.3228756555323)*(8.40075409706816e-6*sqrt(114114) + 0.000522880635205352*sqrt(10374) + 0.00258681006683192*sqrt(494)) + 0.00677732863626753*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00336708725833652*sqrt(10374) + 0.000279616910594902*sqrt(494) + 6.97251687300581e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-2.31824628319954e-5*sqrt(114114) + 0.000137280874162038*sqrt(494) + 0.00120324119788133*sqrt(10374)),0,0,0.00108142763131064*sqrt(858)*aF*(chi + 1.3228756555323),-0.00180621003973551*sqrt(858)*aF*(chi + 1.3228756555323),aF*(-0.00567596103974516*sqrt(858)*(chi + 1.3228756555323) - 0.0690497827675651*sqrt(39)),aF*(0.0022039564401234*sqrt(858)*(chi + 1.3228756555323) + 0.0308689151976489*sqrt(39)),aF*(-9.3557207819602e-5*sqrt(858)*(chi + 1.3228756555323) - 5.73564179293473e-5*sqrt(39)),0.000444519871742774*sqrt(858)*aF*(chi + 1.3228756555323),-0.00323303947727331*sqrt(858)*aF*(chi + 1.3228756555323),-0.000126736156572266*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.00121592122893227*sqrt(858)*aF*(chi + 1.3228756555323),0.000801061769023718*sqrt(858)*aF*(chi + 1.3228756555323),0.00128111190589499*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(0.00859244221424046*sqrt(26) + 0.00143342833974786*sqrt(6006))*(chi + 1.3228756555323),aF*((-0.0021174215793362*sqrt(6006) - 0.00422673068772214*sqrt(26))*(chi + 1.3228756555323) - 0.0285802026651818*sqrt(273)),aF*((-0.000153350467466102*sqrt(6006) + 0.00487213618137683*sqrt(26))*(chi + 1.3228756555323) + 8.59270163538158e-5*sqrt(273)),aF*(8.99275801217874e-5*sqrt(26) + 0.002260051891057*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.00160678082385246*sqrt(26) + 0.000323688763011932*sqrt(6006))*(chi + 1.3228756555323),aF*(-0.000865098160824342*sqrt(6006) + 0.000215786325794277*sqrt(26))*(chi + 1.3228756555323),0,0,aF*(0.0185566819318318*sqrt(33) + 0.00542552363469164*sqrt(858))*(chi + 1.3228756555323),aF*(-0.0026636415183453*sqrt(858) + 0.0417665290699307*sqrt(33))*(chi + 1.3228756555323),aF*((-0.048879567530148*sqrt(33) - 0.00535968074409744*sqrt(858))*(chi + 1.3228756555323) - 0.681086142572721*sqrt(6)),aF*((-0.00461159448075452*sqrt(858) - 9.84147438731089e-5*sqrt(33))*(chi + 1.3228756555323) - 0.157749048406829*sqrt(6)),aF*((-0.0133973696416669*sqrt(33) + 0.00315252054968729*sqrt(858))*(chi + 1.3228756555323) + 0.000700584970688132*sqrt(6)),aF*(-0.00206729994113455*sqrt(33) + 0.0063051711629742*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00304313017390222*sqrt(33) + 0.000947123959756277*sqrt(858))*(chi + 1.3228756555323),aF*(3.31206379895453e-6*sqrt(33) + 1.37676796809268e-5*sqrt(858))*(chi + 1.3228756555323),0,aF*(-0.0035949347974631*sqrt(858) - 0.00964852234711178*sqrt(33))*(chi + 1.3228756555323),aF*(0.00304264963632788*sqrt(33) + 0.000625936307240279*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00149914132825843*sqrt(858) + 0.00243046632747228*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF*(chi + 1.3228756555323)*(-0.00328615963137129*sqrt(494) - 0.000457776885039446*sqrt(10374) - 1.48220495034229e-5*sqrt(114114)),aF*((chi + 1.3228756555323)*(-1.54945600536476e-5*sqrt(114114) + 0.00691710523714186*sqrt(494) + 0.00328657108422905*sqrt(10374)) + 0.0252076907371732*sqrt(5187)),aF*(chi + 1.3228756555323)*(-0.00517355048192412*sqrt(494) - 0.000653543016126844*sqrt(10374) - 2.46849200640409e-5*sqrt(114114)),aF*(chi + 1.3228756555323)*(-0.00058910406527315*sqrt(10374) - 0.00247618345830243*sqrt(494) - 6.26087807880144e-6*sqrt(114114)),0,0,-0.00364453731237917*sqrt(858)*aF*(chi + 1.3228756555323),0.000432759975316598*sqrt(858)*aF*(chi + 1.3228756555323),aF*(0.00220395591092536*sqrt(858)*(chi + 1.3228756555323) + 0.0308689151976489*sqrt(39)),aF*(-0.00225752069331546*sqrt(858)*(chi + 1.3228756555323) - 0.0290844544471519*sqrt(39)),aF*(0.000286624075786772*sqrt(858)*(chi + 1.3228756555323) + 0.0106418596540344*sqrt(39)),-0.00183819881966535*sqrt(858)*aF*(chi + 1.3228756555323),0.000231186001640686*sqrt(858)*aF*(chi + 1.3228756555323),-0.00244552539815495*sqrt(858)*aF*(chi + 1.3228756555323),0,-0.000262724900162696*sqrt(858)*aF*(chi + 1.3228756555323),0.00168236956273354*sqrt(858)*aF*(chi + 1.3228756555323),0.000249859603626612*sqrt(858)*aF*(chi + 1.3228756555323),0,0,0,aF*(-0.0121241363006086*sqrt(26) - 0.000391417690211798*sqrt(6006))*(chi + 1.3228756555323),aF*((-8.55450028380686e-5*sqrt(6006) + 0.0648020683095385*sqrt(26))*(chi + 1.3228756555323) + 0.0601270127027393*sqrt(273)),aF*((-0.0100260133685687*sqrt(26) - 0.000604868901818634*sqrt(6006))*(chi + 1.3228756555323) - 0.0187302332833133*sqrt(273)),aF*(-0.000260989493962546*sqrt(6006) - 0.00165583812552603*sqrt(26))*(chi + 1.3228756555323),aF*(0.00128096043960697*sqrt(6006) + 0.0295856837679371*sqrt(26))*(chi + 1.3228756555323),aF*(-0.00397327743872846*sqrt(26) - 0.00010375894330674*sqrt(6006))*(chi + 1.3228756555323),0,0,aF*(-0.00319668818215423*sqrt(858) + 0.0445439858486801*sqrt(33))*(chi + 1.3228756555323),aF*(0.00313055140402961*sqrt(858) + 0.0181691330400414*sqrt(33))*(chi + 1.3228756555323),aF*((-0.00168488359042698*sqrt(858) + 0.00471922673493416*sqrt(33))*(chi + 1.3228756555323) - 0.0999150145460982*sqrt(6)),aF*((-0.0439443638995733*sqrt(33) - 0.00090966946554201*sqrt(858))*(chi + 1.3228756555323) - 0.578900370761166*sqrt(6)),aF*((-0.00317839391326617*sqrt(858) - 0.013072025741932*sqrt(33))*(chi + 1.3228756555323) - 0.155753101558421*sqrt(6)),aF*(0.00485358391452029*sqrt(33) + 0.00387627013730113*sqrt(858))*(chi + 1.3228756555323),aF*(0.0186544955886351*sqrt(33) + 0.00394639150108138*sqrt(858))*(chi + 1.3228756555323),aF*(-0.000258407004127477*sqrt(33) + 0.000347385231890574*sqrt(858))*(chi + 1.3228756555323),0,aF*(-0.00828723215738056*sqrt(33) + 0.00343331490691265*sqrt(858))*(chi + 1.3228756555323),aF*(-0.00182408695761847*sqrt(858) + 0.00655309136688189*sqrt(33))*(chi + 1.3228756555323),aF*(0.000383913433637441*sqrt(858) + 0.00397141502050161*sqrt(33))*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
