0,0,0,0,0,0,0,0,0,0,aF*(-0.216113582360497*sqrt(15)*(chi + 1.3228756555323) + 0.918936583472682*sqrt(15)),0.052088932715111*sqrt(15)*aF*(chi + 1.3228756555323),0.134335607455989*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.0617838373311825*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.201870329194802*sqrt(15)*(chi + 1.3228756555323) - 0.76033356743876*sqrt(15)),aF*(-0.0339358953000815*sqrt(15)*(chi + 1.3228756555323) - 0.127817598413205*sqrt(15)),0.0566603860377495*sqrt(15)*aF*(chi + 1.3228756555323),0.126380198873753*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0.0383725232404152*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0685290178532273*sqrt(15)*aF*(chi + 1.3228756555323),0.0780990065337609*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.15117671097005*sqrt(15)*(chi + 1.3228756555323) - 0.601700510002416*sqrt(15)),aF*(-0.0556547382166106*sqrt(15)*(chi + 1.3228756555323) - 0.221512182254279*sqrt(15)),0.0628457568576381*sqrt(15)*aF*(chi + 1.3228756555323),0.129742789058053*sqrt(15)*aF*(chi + 1.3228756555323),0,-0.0509201272021908*sqrt(15)*aF*(chi + 1.3228756555323),0.0297032318420984*sqrt(15)*aF*(chi + 1.3228756555323),-0.0420706904053072*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0770985017931418*sqrt(15)*aF*(chi + 1.3228756555323),0.0995611679411256*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.101945528359835*sqrt(15)*(chi + 1.3228756555323) - 0.443437352072639*sqrt(15)),aF*(-0.0718989657206193*sqrt(15)*(chi + 1.3228756555323) - 0.3127422982895*sqrt(15)),0.168697293892501*sqrt(15)*aF*(chi + 1.3228756555323),0,-0.0550440554253693*sqrt(15)*aF*(chi + 1.3228756555323),0.00438428410347002*sqrt(15)*aF*(chi + 1.3228756555323),0.0195656420384639*sqrt(15)*aF*(chi + 1.3228756555323),-0.0415258485725699*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976750321267859*sqrt(15)*aF*(chi + 1.3228756555323),0.128199551009877*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.219498863939637*sqrt(15)*(chi + 1.3228756555323) - 0.494413232473044*sqrt(15)),0,0,0,-0.0802646043152334*sqrt(15)*aF*(chi + 1.3228756555323),0.0145807573291674*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0490453295727274*sqrt(15)*aF*(chi + 1.3228756555323),-0.111344462289261*sqrt(15)*aF*(chi + 1.3228756555323),-0.0491678025806247*sqrt(15)*aF*(chi + 1.3228756555323),-0.00458169956093583*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,aF*(-0.116167973287697*sqrt(15)*(chi + 1.3228756555323) + 0.600925212577332*sqrt(15)),0.0577378157368962*sqrt(15)*aF*(chi + 1.3228756555323),0.151139515222053*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433466736667952*sqrt(15)*aF*(chi + 1.3228756555323),-0.0826854160283102*sqrt(15)*aF*(chi + 1.3228756555323),-0.0489309187877869*sqrt(15)*aF*(chi + 1.3228756555323),-0.00654926170297388*sqrt(15)*aF*(chi + 1.3228756555323),0,0.0743999639776426*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.127159668985527*sqrt(15)*(chi + 1.3228756555323) - 0.441527295508424*sqrt(15)),aF*(-0.0366164759534201*sqrt(15)*(chi + 1.3228756555323) - 0.12714075751758*sqrt(15)),0.0602714350124052*sqrt(15)*aF*(chi + 1.3228756555323),0.129091052412899*sqrt(15)*aF*(chi + 1.3228756555323),0.0414039326279187*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045855954356492*sqrt(15)*aF*(chi + 1.3228756555323),-0.0766231654491668*sqrt(15)*aF*(chi + 1.3228756555323),-0.0392346610195877*sqrt(15)*aF*(chi + 1.3228756555323),0,0.078491446454018*sqrt(15)*aF*(chi + 1.3228756555323),0.0844198390032099*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.0345621617356874*sqrt(15)*(chi + 1.3228756555323) - 0.281660781812984*sqrt(15)),aF*(-0.0270084076172709*sqrt(15)*(chi + 1.3228756555323) - 0.220102171613082*sqrt(15)),-0.0908963975883165*sqrt(15)*aF*(chi + 1.3228756555323),-0.0326635935516771*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676402918763691*sqrt(15)*aF*(chi + 1.3228756555323),-0.144076794002091*sqrt(15)*aF*(chi + 1.3228756555323),-0.0761337556733133*sqrt(15)*aF*(chi + 1.3228756555323),-0.0177458531633133*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.00390404469366344*sqrt(15)*(chi + 1.3228756555323) + 0.278886675511359*sqrt(15)),0.172839514091996*sqrt(15)*aF*(chi + 1.3228756555323),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836965353840022*sqrt(15)*aF*(chi + 1.3228756555323),-0.131838605219774*sqrt(15)*aF*(chi + 1.3228756555323),0.103291363379221*sqrt(15)*aF*(chi + 1.3228756555323),aF*(-0.16331798666342*sqrt(15)*(chi + 1.3228756555323) - 0.166666666666667*sqrt(15)),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
