0_1,0_2,0_3,2_1,2_2,3_1,4_1,4_2,6_1,6_2,8_1,8_2,10_1,10_2
0,957.48,1517.31,605.706,1150.82,1891.92,1206.42,1702.74,1820.84,2150.16,2573.9,2999.44,3359.92,3444.69
