11/2_1,11/2_2,11/2_3,15/2_1,15/2_2,17/2_1,19/2_1,19/2_2,23/2_1,27/2_1,31/2_1
293.974,1177.4,1769.4,925.62,1994,1599.63,1654.32,2679.5,2332.21,3401.8,4372.4
