0,0,0,0,0,0,0
0,-4.62091428789826e-16*a3,1.79851034562031e-8*a3,-3.39130420360893e-8*a3,-2.56358476607306e-8*a3,3.11511187434133e-8*a3,-4.23913008213497e-8*a3
0,1.79851034562031e-8*a3,-0.699999883524027*a3,1.31993266166174*a3,0.997775209925844*a3,-1.21243558843758*a3,1.64991575998648*a3
0,-3.39130420360893e-8*a3,1.31993266166174*a3,-2.48888931602464*a3,-1.88142329674019*a3,2.28619085660877*a3,-3.11111151852335*a3
0,-2.56358476607306e-8*a3,0.997775209925844*a3,-1.88142329674019*a3,-1.42222219313897*a3,1.72819767866911*a3,-2.35177902529459*a3
0,3.11511187434133e-8*a3,-1.21243558843758*a3,2.28619085660877*a3,1.72819767866911*a3,-2.10000042958512*a3,2.85773845455645*a3
0,-4.23913008213497e-8*a3,1.64991575998648*a3,-3.11111151852335*a3,-2.35177902529459*a3,2.85773845455645*a3,-3.88888924001987*a3
