0,0,0,0,0,0,0,0
0,-1.71891685681033e-14*a3,1.57983144288201e-7*a3,-1.8615413467147e-7*a3,-2.24255622276567e-7*a3,1.54614020776454e-7*a3,1.22366959458319e-7*a3,-1.82820641173002e-7*a3
0,1.57983144288201e-7*a3,-1.45200006505845*a3,1.7109155338799*a3,2.06110075604829*a3,-1.42103494165691*a3,-1.12465689865215*a3,1.68027788074003*a3
0,-1.8615413467147e-7*a3,1.7109155338799*a3,-2.01599988492681*a3,-2.42862888595855*a3,1.67442882020055*a3,1.32520170246116*a3,-1.97989903483731*a3
0,-2.24255622276567e-7*a3,2.06110075604829*a3,-2.42862888595855*a3,-2.92571359245211*a3,2.01714604778768*a3,1.59644013790976*a3,-2.38513901872663*a3
0,1.54614020776454e-7*a3,-1.42103494165691*a3,1.67442882020055*a3,2.01714604778768*a3,-1.3907301755724*a3,-1.1006726437687*a3,1.64444454079876*a3
0,1.22366959458319e-7*a3,-1.12465689865215*a3,1.32520170246116*a3,1.59644013790976*a3,-1.1006726437687*a3,-0.87111093871402*a3,1.30147109198017*a3
0,-1.82820641173002e-7*a3,1.68027788074003*a3,-1.97989903483731*a3,-2.38513901872663*a3,1.64444454079876*a3,1.30147109198017*a3,-1.94444464876148*a3
